Taxon,NonTarget,Habit,Hemoglobin,Air,TolVal2,TolVal,FSBI_2012,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Apataniidae,FALSE,UN,,F,11,3,,2,UNKN,UNKN,RHEO,,FALSE,cold,Cold,,16.66388255,19.74,,,598182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,,,,,,,Trichoptera
Moselyana comosa,FALSE,SP,,,,4,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Moselyana,,,,,comosa,Trichoptera
Pedomoecus sierra,FALSE,CN,,F,11,0,,1i,UNKN,semi,SPEC,TRUE,FALSE,cold,Cold,,14.56327502,17.254,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Pedomoecus,,,,,sierra,Trichoptera
Amiocentrus,FALSE,CN,,F,11,1,5,3,CG,uni,RHEO,,FALSE,cowa,Cool-Warm,,19.26524638,22.374,,,116933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Amiocentrus,,,,,,Trichoptera
Brachycentridae,FALSE,CN,,F,11,1,,3,UNKN,UNKN,RHEO,,FALSE,,Cool,,17.50971993,21.598,,yes,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,,,,,,,Trichoptera
Brachycentrus,FALSE,CN,U,F,11,1,,3,OM,uni,RHEO,,FALSE,,Warm,,20.12161139,24.185,,yes,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,,,Trichoptera
Brachycentrus americanus,FALSE,CN,U,F,4,1,15,3,OM,uni,RHEO,,FALSE,eurythermal,Eurythermal,,18.35456354,22.17,,,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus,Trichoptera
Brachycentrus occidentalis,FALSE,CN,,F,3,2,,3,OM,uni,RIVE,,FALSE,warm,Warm,,21.29191842,27.495,,,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis,Trichoptera
Eobrachycentrus,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Eobrachycentrus,,,,,,Trichoptera
Micrasema,FALSE,CN,U,F,2,1,,3,CG,semi,RHEO,,FALSE,cool,Cool,,16.67755003,20.829,,,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Micrasema,,,,,,Trichoptera
Heteroplectron californicum,FALSE,UN,,F,11,1,,2,SH,semi,DEPO,TRUE,FALSE,cool,Cool,,18.83344127,20.972,,,116537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Calamoceratidae,Calamoceratinae,,,Heteroplectron,,,,,californicum,Trichoptera
Agapetus,FALSE,CN,,F,2,0,5,3,SC,uni,RHEO,,FALSE,cowa,Cool-Warm,,19.44226464,22.33,,,117121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Agapetinae,,,Agapetus,,,,,,Trichoptera
Anagapetus,FALSE,CN,,F,11,0,5,2,SC,uni,RHEO,TRUE,FALSE,cold,Cold,,14.41193666,18.47992367,,,117154,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Glossosomatinae,Anagapetini,,Anagapetus,,,,,,Trichoptera
Culoptila,FALSE,CN,,F,11,1,,,,,,,FALSE,,,Less30,,,,,115236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Protoptilinae,,,Culoptila,,,,,,Trichoptera
Glossosoma,FALSE,CN,U,F,2,0,10,4,SC,multi,RHEO,,FALSE,cool,Cool,,17.91604393,21.541,,,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,,Trichoptera
Glossosomatidae,FALSE,CN,,F,2,0,,4,SC,UNKN,RHEO,,FALSE,,Cool,,17.83466104,21.73,,yes,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,,,,,,,,,,Trichoptera
Protoptila,FALSE,CN,,F,2,1,5,4,SC,multi,RHEO,,FALSE,stenow,Warm Stenotherm,,23.60691861,29.65,,,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,,Trichoptera
Goera archaon,FALSE,UN,,,,1,,3,SC,uni,RHEO,TRUE,FALSE,warm,Warm,,21.91791326,23.904,,,116423,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Goeridae,Goerinae,,,Goera,,,,,archaon,Trichoptera
Goeracea,FALSE,CN,,F,11,0,,1i,SC,semi,RHEO,TRUE,FALSE,,,Less30,,,,,116298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Goeridae,Goerinae,,,Goeracea,,,,,,Trichoptera
Goeridae,FALSE,UN,,F,11,1,,3,SC,UNKN,RHEO,TRUE,FALSE,warm,Warm,,21.05739704,23.876,,,115934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Goeridae,,,,,,,,,,Trichoptera
Lepania cascada,FALSE,CN,,F,11,0,,1i,SC,semi,RHEO,TRUE,FALSE,,,,,,,,116348,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Goeridae,Lepaniinae,,,Lepania,,,,,cascada,Trichoptera
Helicopsyche,FALSE,CN,,F,3,3,,4,SC,multi,RHEO,,FALSE,stenow,Warm Stenotherm,,25.50329014,28.07,Warm Stenotherm,,117016,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Sericostomatoidea,Helicopsychidae,,,,Helicopsyche,,,,,,Trichoptera
Arctopsyche,FALSE,CN,U,F,3,2,15,3,PR,semi,RHEO,,TRUE,cool,Cool,,17.02430189,20.518,,,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,,Trichoptera
Arctopsychinae,FALSE,CN,U,F,11,2,10,3,PR,semi,RHEO,,TRUE,,Cool,,15.86335494,19.99,,yes,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,,,,,,,Trichoptera
Cheumatopsyche,FALSE,CN,,F,5,5,,5,CF,multi,RHEO,,FALSE,stenow,Warm Stenotherm,,24.45488954,27.14,Warm Stenotherm,,115408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,,Trichoptera
Homoplectra,FALSE,CN,,,,NA,,,,,,,FALSE,,,Less30,,,,,115618,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Diplectroninae,,,Homoplectra,,,,,,Trichoptera
Hydropsyche,FALSE,CN,,F,5,5,,4,CF,uni,RHEO,,FALSE,warm,Warm,,20.16358446,23.606,Warm,,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,,Trichoptera
Hydropsychidae,FALSE,CN,,F,11,4,,4,UNKN,UNKN,RHEO,,FALSE,,Eurythermal,,19.72411107,22.66,,yes,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,,,,,,,,,,Trichoptera
Parapsyche,FALSE,CN,,F,1,0,5,NA,PR,semi,RHEO,,TRUE,,Cold,,15.41133328,19.51,,yes,115556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,,Trichoptera
Parapsyche almota,FALSE,CN,,F,11,3,,5,PR,semi,RHEO,,TRUE,cowa,Cool-Warm,,18.12456743,22.265,,,115563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,almota,Trichoptera
Parapsyche elsis,FALSE,CN,,F,11,1,,2,PR,semi,RHEO,,TRUE,stenoc,Cold Stenotherm,,13.36293805,17.079,Cold Stenotherm,,115560,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis,Trichoptera
Parapsyche turbinata,FALSE,CN,,,,,,,,semi,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,turbinata,Trichoptera
Agraylea,FALSE,CN,,F,2,8,,2,PH,uni,SPEC,TRUE,FALSE,cold,Cold,,15.0733353,18.857,,,115635,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,,Trichoptera
Hydroptila,FALSE,CN,,F,4,6,,4,PH,multi,GENE,,FALSE,warm,Warm,,21.94923345,25.896,Warm,,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,,Trichoptera
Hydroptilidae,FALSE,CN,,F,11,4,,4,UNKN,multi,RHEO,,FALSE,,Warm,,21.01474544,25.448,,yes,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,,,,,,,,,,Trichoptera
Ithytrichia,FALSE,CN,,F,11,1,,NA,SC,multi,UNKN,,FALSE,,,,,,,,115823,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Ithytrichia,,,,,,Trichoptera
Leucotrichia,FALSE,CN,,F,1,2,,4,SC,multi,RHEO,,FALSE,warm,Warm,,22.45463596,27.002,,,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,,Trichoptera
Neotrichia,FALSE,CN,,F,2,2,,3,SC,multi,RHEO,,FALSE,,,Less30,,,,,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,,Trichoptera
Ochrotrichia,FALSE,CN,,F,3,4,,2,PH,multi,RHEO,TRUE,FALSE,warm,Warm,,19.9755104,27.28,,,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,,Trichoptera
Orthotrichia,FALSE,CN,F,F,11,6,,,,,,,FALSE,,,,,,,,115828,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Orthotrichia,,,,,,Trichoptera
Oxyethira,FALSE,UN,,F,2,3,,4,PH,multi,GENE,,FALSE,warm,Warm,,19.63367138,24.068,,,115779,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,Oxyethira,,,,,,Trichoptera
Palaeagapetus nearcticus,FALSE,UN,,,,NA,,1i,MH,uni,SPEC,TRUE,FALSE,cold,Cold,,16.1656186,19.67,,,115849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Ptilocolepinae,,,Palaegapetus,,,,,nearcticus,Trichoptera
Stactobiella,FALSE,UN,,F,11,2,,,,,,,FALSE,,,Less30,,,,,115817,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Stactobiini,,Stactobiella,,,,,,Trichoptera
Lepidostoma,FALSE,CN,,F,1,1,,3,SH,uni,DEPO,,FALSE,eurythermal,Eurythermal,,18.83171357,22.02,,,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,,Trichoptera
Ceraclea,FALSE,UN,,F,1,3,,3,OM,uni,RIVE,TRUE,FALSE,,,Less30,,,,,116684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Athripsodini,,Ceraclea,,,,,,Trichoptera
Leptoceridae,FALSE,UN,,F,11,4,,4,UNKN,uni,GENE,,FALSE,,Warm,,23.17710433,27.296,,yes,116547,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,,,,,,,Trichoptera
Mystacides,FALSE,SP,,F,3,4,,4,OM,uni,GENE,,FALSE,warm,Warm,,21.08328213,24.7,,,116598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,,Trichoptera
Nectopsyche,FALSE,SW,,F,3,2,,4,OM,uni,GENE,,FALSE,,,Less30,,,,,116651,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,,Trichoptera
Oecetis,FALSE,CN,,F,3,8,,4,PR,uni,GENE,,FALSE,stenow,Warm Stenotherm,,25.79974716,28.415,,,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,,Trichoptera
Triaenodes,FALSE,CN,,F,1,6,,,,,,,FALSE,,,Less30,,,,,116565,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Triaenodini,,Triaenodes,,,,,,Trichoptera
Allocosmoecus partitus,FALSE,UN,,F,11,0,,2,SC,uni,HEAD,TRUE,FALSE,cool,Cool,,17.02025575,20.46,,,115969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Allocosmoecus,,,,,partitus,Trichoptera
Amphicosmoecus,FALSE,UN,,F,11,1,,,,,,,FALSE,,,Less30,,,,,116253,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Amphicosmoecus,,,,,,Trichoptera
Asynarchus,FALSE,SP,,F,11,NA,,NA,UNKN,UNKN,UNKN,,FALSE,,,,,,,,116221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Asynarchus,,,,,,Trichoptera
Chyrandra,FALSE,UN,,F,2,2,,,,,,,FALSE,,,Less30,,,,,568778,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Stenophylacini,,Chyrandra,,,,,,Trichoptera
Clostoeca,FALSE,UN,,F,11,4,,,,,,,FALSE,,,Less30,,,,,116013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Stenophylacini,,Clostoeca,,,,,,Trichoptera
Cryptochia,FALSE,SP,,F,11,0,,3,SH,semi,SPEC,TRUE,TRUE,cold,Cold,,13.64827716,17.727,,,115907,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,,Trichoptera
Dicosmoecinae,FALSE,NEEDS_REVIEW,,,,,,NA,,,,,FALSE,,Eurythermal,,16.25240049,22.023,,yes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,,,,,,,Trichoptera
Dicosmoecus,FALSE,SP,U,F,1,2,10,3,SC,uni,RHEO,,FALSE,,Warm,,19.96147012,23.543,,yes,116265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,,Trichoptera
Dicosmoecus atripes,FALSE,SP,U,F,11,1,,2,PR,semi,GENE,TRUE,FALSE,cool,Cool,,19.22876834,21.427,,,116266,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,atripes,Trichoptera
Dicosmoecus gilvipes,FALSE,SP,,F,11,2,10,3,SC,uni,RHEO,,FALSE,warm,Warm,,20.31658957,24.49,,,116268,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,gilvipes,Trichoptera
Dicosmoecus pallicornis,FALSE,UN,,,,1,,,,,,,FALSE,,,,,,,,116272,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,pallicornis,Trichoptera
Ecclisocosmoecus scylla,FALSE,BU,,F,11,0,,2,SH,semi,RHEO,TRUE,TRUE,stenoc,Cold Stenotherm,,14.25516322,17.455,,,116342,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisocosmoecus,,,,,scylla,Trichoptera
Ecclisomyia,FALSE,CN,,F,2,4,20,2,OM,semi,GENE,,FALSE,stenoc,Cold Stenotherm,,14.4306806,17.809,,,116025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisomyia,,,,,,Trichoptera
Eocosmoecus,FALSE,UN,,F,11,0,,,,,,,FALSE,,,Less30,,,,,568777,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,,Trichoptera
Eocosmoecus frontalis,FALSE,UN,,,,NA,,,,,,,FALSE,,,Less30,,,,,605199,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,frontalis,Trichoptera
Glyphopsyche,FALSE,UN,,F,11,NA,,NA,SH,UNKN,UNKN,,FALSE,,,,,,,,116030,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Glyphopsyche,,,,,,Trichoptera
Grammotaulius,FALSE,UN,,F,11,4,,,,,,,FALSE,,,,,,,,116309,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Grammotaulius,,,,,,Trichoptera
Halesochila taylori,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,116307,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Halesochila,,,,,taylori,Trichoptera
Hesperophylax,FALSE,SP,,F,11,3,,,,,,,FALSE,,,Less30,,,,,116001,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Hesperophylax,,,,,,Trichoptera
Homophylax,FALSE,UN,,F,11,2,,,,,,,FALSE,,,Less30,,,,,116286,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Homophylax,,,,,,Trichoptera
Hydatophylax,FALSE,UN,,F,11,1,,,,,,,FALSE,cool,Cool,,18.59575718,20.316,,,115995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Stenophylacini,,Hydatophylax,,,,,,Trichoptera
Limnephilidae,FALSE,CN,,F,11,3,,3,UNKN,UNKN,UNKN,,FALSE,,Cool,,16.04420894,21.418,,yes,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,,,,,,,Trichoptera
Limnephilus,FALSE,CN,,F,2,3,,,,,,,FALSE,,,Less30,,,,,116069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,,Trichoptera
Monophylax mono,FALSE,BU,,F,11,1,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,mono,Trichoptera
Nemotaulius hostilis,FALSE,SP,,,,,,,SH,,,,FALSE,,,,,,,,116434,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Nemotaulius,Macrotaulius,Macrotaulius,,,hostilus,Trichoptera
Onocosmoecus,FALSE,UN,,F,2,3,,,,,,,FALSE,cowa,Cool-Warm,,19.66937416,23.229,,,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,,Trichoptera
Onocosmoecus unicolor,FALSE,UN,,F,11,2,,,,,,,FALSE,cowa,Cool-Warm,,19.66937416,23.229,,,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,unicolor,Trichoptera
Philocasca,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,Less30,,,,,115971,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Stenophylacini,,Philocasca,,,,,,Trichoptera
Pseudostenophylax,FALSE,NEEDS_REVIEW,,,,,,1i,SH,uni,HEAD,TRUE,FALSE,,,Less30,,,,,115989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,,Trichoptera
Psychoglypha,FALSE,SP,,F,2,0,,3,OM,uni,DEPO,,FALSE,cool,Cool,,16.6769521,21.224,,,115974,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,,Trichoptera
Psychoglypha bella,FALSE,SP,,F,11,0,,3,OM,uni,DEPO,,FALSE,,,Less30,,,,,115977,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,bella,Trichoptera
Psychoglypha subborealis,FALSE,SP,,F,11,0,,3,OM,uni,GENE,,FALSE,,,Less30,,,,,115981,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,subborealis,Trichoptera
Molanna,FALSE,UN,,F,11,6,,,,,,,FALSE,,,,,,,,116474,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Molannidae,,,,Molanna,,,,,,Trichoptera
Marilia,FALSE,UN,,F,11,NA,,,,,,,FALSE,,,Less30,,,,,116514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Marilia,,,,,,Trichoptera
Namamyia,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Namamyia,,,,,,Trichoptera
Nerophilus,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,,Trichoptera
Odontoceridae,FALSE,UN,,,,NA,,,,,,,FALSE,,,Less30,,,,,116496,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,,,,,,,,,,Trichoptera
Parthina,FALSE,UN,,,,NA,,1i,OM,semi,HEAD,TRUE,FALSE,,,Less30,,,,,116525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Parthina,,,,,,Trichoptera
