Taxon,NonTarget,Habit,Hemoglobin,Air,TolVal2,TolVal,FSBI_2012,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Chimarra,FALSE,CN,,F,11,3.5,,,,,,,FALSE,stenow,Warm Stenotherm,,27.29328656,28.96,,,115273,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,Chimarrinae,,,Chimarra,,,,,,Trichoptera
Dolophilodes,FALSE,CN,U,F,1,0,10,2,CF,uni,RHEO,TRUE,FALSE,cold,Cold,,16.10402054,19.697,,,115319,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,,Trichoptera
Philopotamidae,FALSE,CN,,F,11,3,,3,CF,UNKN,RHEO,,FALSE,,Eurythermal,,18.82916163,22.277,,yes,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,,,,,,,,,,Trichoptera
Wormaldia,FALSE,CN,,F,1,0,,4,CF,multi,RHEO,,FALSE,cowa,Cool-Warm,,18.79851655,22.2,Cool-Warm,,115258,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,Philopotaminae,,,Wormaldia,,,,,,Trichoptera
Banksiola,FALSE,UN,,F,11,4,,,,,,,FALSE,,,,,,,,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,Phryganeinae,,,Banksiola,,,,,,Trichoptera
Phryganeidae,FALSE,UN,,F,11,4,,NA,PR,uni,GENE,TRUE,FALSE,,,Less30,,,,,115867,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,,,,,,,,Trichoptera
Ptilostomis,FALSE,UN,,F,11,4,,,,,,,FALSE,,,Less30,,,,,115868,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,,Trichoptera
Yphria,FALSE,UN,,F,11,4,,,,,,,FALSE,,,Less30,,,,,115922,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,Yphriinae,,,Yphria,,,,,,Trichoptera
Neureclipsis,FALSE,CN,,F,11,7,,3,PR,uni,GENE,,FALSE,,,Less30,,,,,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,,Trichoptera
Nyctiophylax,FALSE,CN,,F,11,7,,3,PR,uni,GENE,,FALSE,,,,,,,,117104,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Nyctiophylax,,,,,,Trichoptera
Polycentropodidae,FALSE,CN,,F,11,6,,3,PR,uni,GENE,,FALSE,cool,Cool,,18.34176518,21.348,,,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,,,,,,,,,,Trichoptera
Polycentropus,FALSE,CN,,F,1,6,,3,PR,uni,GENE,,FALSE,cool,Cool,,18.44845124,21.384,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,Trichoptera
Polycentropus sensu lato,FALSE,CN,,,,,,3,PR,uni,GENE,,FALSE,cool,Cool,,18.44845124,21.384,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,Trichoptera
Psychomyia,FALSE,CN,,F,1,2,,3,SC,uni,RHEO,,FALSE,warm,Warm,,19.79852084,23.662,,,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,,Trichoptera
Psychomyiidae,FALSE,UN,,F,11,2,,3,SC,uni,RHEO,,FALSE,warm,Warm,,19.77311494,23.96,,,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,,,,,,,,,,Trichoptera
Tinodes,FALSE,UN,,F,11,2,,,PR,UNKN,RHEO,,FALSE,,,Less30,,,,,115350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,Psychomyiinae,,,Tinodes,,,,,,Trichoptera
Himalopsyche,FALSE,CN,,,,,,,PR,UNKN,RHEO,TRUE,FALSE,,,Less30,,,,,608146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Himalopsyche,,,,,,Trichoptera
Rhyacophila,FALSE,CN,,F,11,1,,3,PR,UNKN,RHEO,,FALSE,,Cool,,16.35384865,21.134,,yes,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,,,,,Trichoptera
Rhyacophila Alberta Group,FALSE,CN,U,F,1,0,,2,PR,semi,RHEO,TRUE,FALSE,cold,Cold,,15.01438778,18.838,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,,Trichoptera
Rhyacophila Angelita Group,FALSE,CN,U,F,1,0,15,3,PR,uni,RHEO,,FALSE,cool,Cool,,17.55549476,20.6,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,,Trichoptera
Rhyacophila arnaudi,FALSE,CN,,F,11,0,,3,PR,uni,RHEO,,FALSE,cool,Cool,,18.12706763,20.963,,,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi,Trichoptera
Rhyacophila atrata complex,FALSE,CN,,,,0,,3,PR,uni,RHEO,,FALSE,cold,Cold,,14.52122255,18.912,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,,Trichoptera
Rhyacophila Basalis Group,FALSE,CN,,,,0,,,,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,,Trichoptera
Rhyacophila Betteni Group,FALSE,CN,,F,1,0,10,3,PR,semi,RHEO,,FALSE,cool,Cool,,16.39476777,20.508,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,,Trichoptera
Rhyacophila blarina,FALSE,CN,,F,11,1,,3,PR,uni,RHEO,,FALSE,cool,Cool,,18.5794309,20.908,,,115153,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,sibirica subgroup,minora complex,blarina,Trichoptera
Rhyacophila Brunnea/Vemna Groups,FALSE,CN,U,U,11,2,,4,PR,semi,RHEO,,TRUE,cool,Cool,,16.50289421,20.48,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Brunnea/Vemna Gr.,,,,Trichoptera
Rhyacophila Coloradensis Group,FALSE,CN,,F,1,0,,2,PR,uni,RHEO,TRUE,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,,Trichoptera
Rhyacophila Grandis Group,FALSE,CN,,F,11,1,,3,PR,semi,HEAD,TRUE,FALSE,cold,Cold,,16.41802583,19.48,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,,Trichoptera
Rhyacophila Hyalinata Group,FALSE,CN,U,F,1,0,20,2,PR,semi,RHEO,,FALSE,cool,Cool,,14.75062466,20.222,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,,Trichoptera
Rhyacophila malkini,FALSE,CN,,F,11,2,,3,PR,uni,RHEO,,FALSE,warm,Warm,,22.52187792,24.544,,,115181,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,malkini,Trichoptera
Rhyacophila narvae,FALSE,CN,,F,11,0,10,3,PR,uni,RHEO,,FALSE,cool,Cool,,16.53536714,20.248,,,115155,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae,Trichoptera
Rhyacophila Nevadensis Group,FALSE,CN,,F,11,1,,2,PR,uni,RHEO,TRUE,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,,Trichoptera
Rhyacophila Oreta Group,FALSE,UN,,,,0,,1i,,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Oreta Gr.,,,,Trichoptera
Rhyacophila Rotunda Group,FALSE,CN,,F,11,0,,1i,PR,semi,HEAD,TRUE,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,,Trichoptera
Rhyacophila Sibirica Group,FALSE,CN,,F,1,0,15,3,,,,,FALSE,cold,Cold,,13.69993385,19.524,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,,Trichoptera
Rhyacophila Vagrita Group,FALSE,CN,U,F,11,0,,2,PR,uni,RHEO,,FALSE,stenoc,Cold Stenotherm,,14.63669718,17.858,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,,Trichoptera
Rhyacophila Verrula Group,FALSE,CN,,F,11,0,5,2,MH,semi,SPEC,TRUE,FALSE,stenoc,Cold Stenotherm,,12.07897166,18.78,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,,Trichoptera
Rhyacophila vetina complex,FALSE,UN,,,,NA,,1i,PR,uni,HEAD,TRUE,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,,Trichoptera
Rhyacophila Viquaea Group,FALSE,CN,F,F,11,NA,,1i,PR,semi,HEAD,TRUE,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,,Trichoptera
Rhyacophila Visor Group,FALSE,CN,,F,11,1,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,,Trichoptera
Rhyacophila Vofixa Group,FALSE,CN,U,F,1,0,15,2,PR,semi,RHEO,TRUE,TRUE,stenoc,Cold Stenotherm,,13.05281357,17.257,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,,Trichoptera
Goereilla baumanni,FALSE,CN,,F,1,0,,1i,SH,,,TRUE,FALSE,,,,,,,,116302,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Rossianidae,,,,Goereilla,,,,,baumanni,Trichoptera
Rossiana montana,FALSE,CN,,F,1,0,,1i,SH,,,TRUE,FALSE,,,,,,,,116401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Rossianidae,,,,Rossiana,,,,,montana,Trichoptera
Rossianidae,FALSE,CN,,F,1,0,,1i,SH,,,TRUE,FALSE,,,,,,,,598186,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Rossianidae,,,,,,,,,,Trichoptera
Gumaga,FALSE,CN,,F,11,3,,2,OM,semi,RHEO,,FALSE,cowa,Cool-Warm,,18.90715954,21.625,,,117003,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Sericostomatoidea,Sericostomatidae,,,,Gumaga,,,,,,Trichoptera
Neophylax,FALSE,CN,,F,2,3,10,3,SC,uni,RHEO,,FALSE,,Cool,,16.45616476,20.967,,yes,116046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,,Trichoptera
Neophylax occidentis,FALSE,CN,,F,11,3,,2,SC,uni,RHEO,,FALSE,,,Less30,,,,,116065,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,occidentis,Trichoptera
Neophylax rickeri,FALSE,CN,,F,11,3,,3,SC,uni,RHEO,,FALSE,cowa,Cool-Warm,,19.15799487,22.11,,,116054,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,rickeri,Trichoptera
Neophylax splendens,FALSE,CN,,F,11,3,,3,SC,uni,RHEO,,FALSE,cool,Cool,,17.05364978,20.448,,,116063,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,splendens,Trichoptera
Oligophlebodes,FALSE,CN,,F,1,3,20,2,SC,uni,RHEO,TRUE,FALSE,cold,Cold,,14.31321176,18.361,,,116039,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Oligophlebodes,,,,,,Trichoptera
Thremmatidae,FALSE,CN,F,F,11,NA,,3,SC,uni,RHEO,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,,,,,,,Trichoptera
Farula,FALSE,CN,,,,0,,1i,SC,semi,SPEC,TRUE,FALSE,cool,Cool,,17.91795724,19.96,,,116331,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,Uenoinae,,,Farula,,,,,,Trichoptera
Neothremma,FALSE,CN,U,F,1,1,10,2,SC,semi,RHEO,,TRUE,stenoc,Cold Stenotherm,,12.86626507,17.814,Cold Stenotherm,,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,Uenoinae,,,Neothremma,,,,,,Trichoptera
Sericostriata surdickae,FALSE,CN,,,1,1,,1i,SC,uni,RHEO,TRUE,FALSE,,,,,,,,605894,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,Uenoinae,,,Sericostriata,,,,,surdickae,Trichoptera
Uenoidae,FALSE,CN,,F,11,0,,2,SC,semi,RHEO,,FALSE,,Cool,,14.89896884,20.69,,yes,568757,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,,,,,,,,,,Trichoptera
Hydropsychoidea,FALSE,UN,,,,,,,UNKN,UNKN,UNKN,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,,,,,,,,,,,Trichoptera
Integripalpia,FALSE,UN,,,,,,,UNKN,UNKN,UNKN,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,,,,,,,,,,,,Trichoptera
Limnephiloidea,FALSE,UN,,,,NA,,NA,UNKN,UNKN,UNKN,,FALSE,,Eurythermal,,16.9680582,22.05,,yes,598162,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,,,,,,,,,,,Trichoptera
Philopotamoidea,FALSE,UN,,,,,,,UNKN,UNKN,UNKN,,FALSE,,Eurythermal,,18.82916163,22.277,,yes,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,,,,,,,,,,,Trichoptera
Trichoptera,FALSE,UN,,F,11,NA,,NA,UNKN,UNKN,UNKN,,FALSE,,Eurythermal,,18.05778279,22.43,,yes,115095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,Trichoptera
Anisogammaridae,FALSE,UN,,,,4,,,,,,,FALSE,cowa,Cool-Warm,,19.79104836,21.958,,,203113,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,,,,,,,Other Non-Insect
Ramellogammarus,FALSE,UN,,,,4,,4,SH,uni,BRAC,,FALSE,cowa,Cool-Warm,,19.79836757,22,,,93953,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Ramellogammarus,,,,,,Other Non-Insect
Americorophium,FALSE,UN,,,11,NA,,NA,CG,multi,BRAC,,FALSE,,,Less30,,,,,656484,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Americorophium,,,,,,Other Non-Insect
Crangonyctidae,FALSE,UN,,,,NA,,5,CG,multi,GENE,,FALSE,cowa,Cool-Warm,,19.94643719,23.112,,,95080,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,,,,,,,Other Non-Insect
Crangonyx,FALSE,UN,,F,11,6,,5,CG,multi,GENE,,FALSE,cowa,Cool-Warm,,19.95292243,23.132,,,95081,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Crangonyx,,,,,,Other Non-Insect
Stygobromus,FALSE,UN,,F,11,NA,,1i,CG,multi,SPEC,TRUE,FALSE,,,Less30,,,,,93861,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Stygobromus,,,,,,Other Non-Insect
Gammaridae,FALSE,UN,,,,4,,,,,,,FALSE,,,,,,,,93745,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Gammaridae,,,,,,,,,,Other Non-Insect
Gammarus,FALSE,UN,,F,1,4,,5,SH,uni,GENE,,FALSE,warm,Warm,,21.76202526,26.186,,,93773,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Gammaridae,,,,Gammarus,,,,,,Other Non-Insect
Hyalella,FALSE,UN,,F,3,8,,5,CG,multi,GENE,,FALSE,warm,Warm,,22.80938705,27.044,,,94025,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Hyalellidae,,,,Hyalella,,,,,,Other Non-Insect
Amphipoda,FALSE,UN,,F,11,4,,5,CG,UNKN,GENE,,FALSE,,Warm,,20.67083228,25.06,,yes,93294,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,,,,,,,,,,,,,Other Non-Insect
Gammaridea,FALSE,UN,,,,,,,,,,,FALSE,,Warm,,20.71619973,25.32653054,,yes,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,,,,,,,,,,,Other Non-Insect
Astacidae,FALSE,UN,F,T,11,8,,,,,,,FALSE,,,,,,,,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,,Other Non-Insect
Pacifastacus,FALSE,UN,,F,3,6,,4,OM,semi,GENE,,TRUE,warm,Warm,,19.88220909,23.735,,,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,,Other Non-Insect
Cambaridae,FALSE,UN,F,F,11,6,,,,,,,FALSE,,,,,,,,97336,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,,,,,,,,,,Other Non-Insect
Orconectes,FALSE,UN,,F,11,6,,,,,,,FALSE,,,,,,,,97421,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,Cambarinae,,,Orconectes,,,,,,Other Non-Insect
Decapoda,FALSE,UN,,F,3,6,,4,,UNKN,UNKN,,TRUE,,Warm,,19.84045614,23.926,,yes,95599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,,,,,,,,Other Non-Insect
Asellidae,FALSE,UN,,F,11,8,,,,,,,FALSE,,,,,,,,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,,Other Non-Insect
Asellus,FALSE,UN,,,,,,,,,,,FALSE,,,,,,,,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,,Other Non-Insect
Caecidotea,FALSE,UN,,F,5,8,,5,OM,multi,GENE,,FALSE,warm,Warm,,22.08084258,24.7,,,92686,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Caecidotea,,,,,,Other Non-Insect
Calasellus/Salmasellus,FALSE,UN,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,Aselloidea,Asellidae,,,,Calasellus/Salmasellus,,,,,,Other Non-Insect
Lirceus,FALSE,UN,,,,NA,,,,,,,FALSE,,,,,,,,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,,Other Non-Insect
Sphaeromatidae,FALSE,UN,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeomatidae,,,,,,,,,,Other Non-Insect
Gnorimosphaeroma,FALSE,UN,,,,NA,,,,,,,FALSE,,,,,,,,92295,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeromatidae,,,,Gnorimosphaeroma,,,,,,Other Non-Insect
Isopoda,FALSE,UN,,F,11,8,,NA,,,,,FALSE,,Warm,,22.14549522,25.06862808,,yes,92120,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,,,,,,,,Other Non-Insect
Ostracoda,FALSE,UN,,F,11,8,,4,CG,multi,GENE,,FALSE,eurythermal,Eurythermal,,17.36454527,23.114,,,84195,Animalia,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,,,,,,Other Non-Insect
Crustacea,FALSE,UN,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Crustacea,,,,,,,,,,,,,,,,Other Non-Insect
Hydra,FALSE,UN,,F,3,5,,,,,,,FALSE,cool,Cool,,18.97399169,20.865,,,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,,Other Non-Insect
Margaritiferidae,FALSE,UN,,F,11,4,,,,,,,TRUE,,,Less30,,,,,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,,Other Non-Insect
Anodonta,FALSE,UN,,,,,,,,,,,FALSE,,,,,,,,79930,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Unionidae,,,,Anodonta,,,,,,Other Non-Insect
Unionoidea,FALSE,UN,,,,,,,,,,,TRUE,,,Less30,,,,,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,Unionoidea,,,,,,,,,,,,Other Non-Insect
Corbicula,FALSE,UN,,F,11,NA,,6,CF,semi,GENE,,TRUE,,,Less30,,,,,81385,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Corbiculidae,,,,Corbicula,,,,,,Other Non-Insect
Musculium,FALSE,UN,,F,11,6,,,,,,,FALSE,,,Less30,,,,,81427,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Musculium,,,,,,Other Non-Insect
Pisidium,FALSE,UN,,F,11,5,,4,CF,semi,GENE,,TRUE,eurythermal,Eurythermal,,18.83678382,23,,,81400,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Pisidium,,,,,,Other Non-Insect
Sphaeriidae,FALSE,UN,,F,3,8,,4,CF,semi,GENE,,TRUE,eurythermal,Eurythermal,,19.73237414,23.466,,,81389,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,,,,,,,Other Non-Insect
Sphaerium,FALSE,UN,,F,11,5,,4,CF,semi,GENE,,TRUE,,,Less30,,,,,81391,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Sphaerium,,,,,,Other Non-Insect
