TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Trans,LIFE_CYCLE,AirBreather,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID,TSN,ParTSN
Eukiefferiella,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Eukiefferiella,8,Collector,Sprawler,77,128689,128457
Eukiefferiella claripennis,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Eukiefferiella,8,Collector,Sprawler,1645,128693,
Euparyphus,FALSE,,,CG,SP,,,uni,TRUE,Arthropoda,Insecta,Diptera,Stratiomyidae,,,Euparyphus,8,Predator,Sprawler,1947,130436,130436
Fallceon,FALSE,4,4_middle,"CG,SH",SW,,,multi,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Fallceon,5,Collector,Sprawler,3234,568551,568551
Fallceon quilleri,FALSE,4,4_middle,"CG,SH",SW,,,multi,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Fallceon,5,Collector,Sprawler,6236,568601,568551
Faxonius,FALSE,4,4_better,CG,NA,,,,FALSE,Arthropoda,Decapoda,,,,,,,,,16306,,
Ferrissia,FALSE,4,4_middle,SC,CB,,,,FALSE,Mollusca,Gastropoda,Pulmonata,Ancylidae,,,Ferrissia,8,Scraper,Clinger,2194,76569,76568
Ferrissia rivularis,FALSE,4,4_middle,SC,CB,,,,FALSE,Mollusca,Gastropoda,Pulmonata,Ancylidae,,,Ferrissia,8,Scraper,Clinger,2193,76572,76569
Forcipomyia,FALSE,4,4_middle,"SC,PR","BU,SP",SG,,uni,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,Forcipomyia,6,Scraper,Sprawler,1586,127152,127152
Forcipomyiinae,FALSE,4,4_middle,"SC,PR","BU,SP",SG,snag,uni,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyiinae,,,6,Scraper,Sprawler,14629,,
Fossaria,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Fossaria,8,Scraper,Sprawler,2171,76497,76483
Fossaria bulimoides,FALSE,,,,,,,,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Fossaria,8,Scraper,Sprawler,2168,76506,
Fossaria humilis,FALSE,,,,,,,,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Fossaria,4,Scraper,Sprawler,2169,76513,76497
Fossaria obrussa,FALSE,,,,,,,,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Fossaria,4,Scraper,Sprawler,2170,76504,76497
Fredericella sultana,FALSE,,,,,,,,FALSE,Bryozoa,Ectoprocta,Phylactolaemata,Fredericellidae,,,Fredericella,6,Filterer,Clinger,2155,156723,
Fridericia,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Enchytraeidae,,,Fridericia,9,Collector,Burrower,6556,204785,
Fusconaia flava,FALSE,,,,,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Fusconaia,4,Filterer,Burrower,2223,80041,
Galba,FALSE,,,,,,,,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Galba,2,Scraper,Sprawler,14446,,
Galerucella,FALSE,,,SH,SP,,,multi,FALSE,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,Galerucella,6,Shredder,Sprawler,1511,114541,
Gammaridae,FALSE,4,4_middle,CG,SP,,,uni,FALSE,Arthropoda,Crustacea,Amphipoda,Gammaridae,,,,3,Collector,Swimmer,1490,93745,93295
Gammarus,FALSE,4,4_middle,CG,SP,,,uni,FALSE,Arthropoda,Crustacea,Amphipoda,Gammaridae,,,Gammarus,3,Collector,Swimmer,1489,93773,93745
Gammarus lacustris,FALSE,4,4_middle,CG,SP,,,uni,FALSE,Arthropoda,Crustacea,Amphipoda,Gammaridae,,,Gammarus,3,Collector,Swimmer,1488,93789,93773
Gastropoda,FALSE,,,SC,CB,,,,FALSE,Mollusca,Gastropoda,,,,,,8,Scraper,Sprawler,2210,69459,69458
Gelastocoridae,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Hemiptera,Gelastocoridae,,,,8,Predator,Skater,2034,103768,
Gerridae,FALSE,4,4_middle,PR,SK,,,uni,TRUE,Arthropoda,Insecta,Hemiptera,Gerridae,,,,8,Predator,Skater,2042,103801,103801
Gerris,FALSE,4,4_middle,PR,SK,,,multi,TRUE,Arthropoda,Insecta,Hemiptera,Gerridae,,,Gerris,8,Predator,Skater,2035,103829,103829
Gillotia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Gillotia,6,Collector,Burrower,4025,129480,
Glossiphonia,FALSE,4,4_worse,PR,SP,,,,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Glossiphonia,6,Predator,Clinger,1389,69380,69380
Glossiphonia complanata,FALSE,4,4_worse,PR,SP,,,,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Glossiphonia,2,Predator,Clinger,1383,69381,69380
Glossiphonia elegans,FALSE,4,4_worse,,,,,,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Glossiphonia,6,Predator,Clinger,15744,,
Glossiphoniidae,FALSE,4,4_worse,PR,SP,,,"multi,uni",FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,,8,Predator,Swimmer,187,69357,69295
Glossosoma,FALSE,3,,SC,CN,,,multi,FALSE,Arthropoda,Insecta,Trichoptera,Glossosomatidae,,,Glossosoma,0,Scraper,Clinger,1773,117159,117159
Glyptotendipes,FALSE,4,4_worse,"SH,CG,CF",BU,SG,snag,uni,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Glyptotendipes,10,Filterer,Burrower,1646,129483,129229
Goeldichironomus,FALSE,4,4_middle,CG,BU,SG,snag,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Goeldichironomus,10,Collector,Burrower,1647,129506,129229
Gomphidae,FALSE,4,4_middle,PR,BU,,,semi,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Gomphidae,5,Predator,Burrower,1709,101664,
Gomphurus,FALSE,4,4_middle,PR,BU,,,semi,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Gomphurus,6,Predator,Burrower,1702,101777,
Gomphus,FALSE,4,4_middle,PR,BU,,,semi,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Gomphus,5,Predator,Burrower,393,101665,101664
Gonomyia,FALSE,4,4_middle,CG,BU,,,uni,FALSE,Arthropoda,Insecta,Diptera,Limoniidae,,,Gonomyia,10,,,14600,,
Gordiidae,FALSE,4,4_middle,PA,NA,,,,FALSE,Nematomorpha,Gordioda,Gordiidea,Gordiidae,,,,6,Unidentified,Unidentified,2276,64227,64227
Gordius,FALSE,4,4_worse,PR,BU,,,,FALSE,Nematomorpha,Gordioda,Gordiidea,Gordiidae,,,Gordius,6,Unidentified,Unidentified,2275,64228,64228
Graphoderus,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Graphoderus,4,Predator,Swimmer,363,112165,111963
Gymnochthebius,FALSE,4,4_middle,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Hydraenidae,,,Gymnochthebius,4,Shredder,Clinger,10285,193637,
Gyraulus,FALSE,4,4_worse,SC,CB,,,,FALSE,Mollusca,Gastropoda,Pulmonata,Planorbidae,,,Gyraulus,4,Scraper,Sprawler,2202,76592,76591
Gyraulus parvus,FALSE,4,4_worse,SC,CB,,,,FALSE,Mollusca,Gastropoda,Pulmonata,Planorbidae,,,Gyraulus,4,Scraper,Sprawler,2201,76595,76592
Gyrinidae,FALSE,4,4_middle,PR,SW,,,,TRUE,Arthropoda,Insecta,Coleoptera,Gyrinidae,,,,4,Predator,Swimmer,225,112653,109226
Gyrinus,FALSE,4,4_middle,PR,SW,RM,root_mat,uni,TRUE,Arthropoda,Insecta,Coleoptera,Gyrinidae,,,Gyrinus,4,Predator,Swimmer,227,112654,112653
Haemonais waldvogeli,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Haemonais,6,Collector,Clinger,1413,69004,69003
Haemopis,FALSE,,,"PR,SH",SP,,,,FALSE,Annelida,Hirudinea,Gnathobdellida,Hirudinidae,,,Haemopis,5,Predator,Clinger,1368,69408,69407
Haliplidae,FALSE,4,4_worse,PH,CN,,,multi,TRUE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,,5,Scraper,Clinger,228,111857,109226
Haliplus,FALSE,4,4_worse,"SH,PH",CB,,,multi,TRUE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Haliplus,5,Scraper,Clinger,82,111858,111857
Halocladius,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Halocladius,2,Collector,Sprawler,1648,128725,
Harnischia,FALSE,4,4_middle,CG,"CB,BU",NF,pool,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Harnischia,3,Collector,Sprawler,1649,129516,129229
Heleniella,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Heleniella,1,Collector,Sprawler,1650,128730,128457
Helichus,FALSE,4,4_middle,"SC,SH,CG",CN,,,semi,FALSE,Arthropoda,Insecta,Coleoptera,Dryopidae,,,Helichus,6,Shredder,Climber,1514,114006,114006
Helicopsyche,FALSE,4,4_middle,SC,CN,CS,coarse,uni,FALSE,Arthropoda,Insecta,Trichoptera,Helicopsychidae,,,Helicopsyche,3,Scraper,Clinger,1778,117016,117016
Helicopsyche borealis,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Helicopsychidae,,,Helicopsyche,3,Scraper,Clinger,1776,117020,117016
Helisoma,FALSE,4,4_middle,SC,CB,,,"multi,uni",FALSE,Mollusca,Gastropoda,Pulmonata,Planorbidae,,,Helisoma,7,Scraper,Sprawler,2204,76599,76591
Helisoma anceps,FALSE,4,4_middle,SC,CB,,,"multi,uni",FALSE,Mollusca,Gastropoda,Pulmonata,Planorbidae,,,Helisoma,7,Scraper,Sprawler,2203,76600,76599
Helisoma trivolvis,FALSE,4,4_middle,,,,,,FALSE,Mollusca,Gastropoda,Pulmonata,Planorbidae,,,Helisoma,7,Scraper,Sprawler,2205,76611,
Helius,FALSE,4,4_middle,"CG,SH",BU,,,uni,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Helius,6,Shredder,Burrower,1960,119690,
Helobata,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Helobata,8,Collector,Swimmer,3241,113162,112811
Helobdella,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella,8,Predator,Clinger,188,69396,69357
Helobdella elongata,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella,10,Predator,Clinger,189,69397,69396
Helobdella fusca,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella,6,Predator,Clinger,1380,69401,69396
Helobdella papillata,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella,6,Predator,Clinger,10671,69403,
Helobdella stagnalis,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella,6,Predator,Clinger,84,69398,69396
Helobdella triserialis,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella,4,Predator,Clinger,1384,69399,69396
Helochares,FALSE,4,4_middle,"PR,CG",CB,,,multi,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Helochares,8,Predator,Burrower,3250,113150,113150
Helophorus,FALSE,4,4_worse,SH,SW,,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Helophorus,8,Shredder,Swimmer,1556,113106,113106
Hemerodromia,FALSE,4,4_middle,PR,SP,,,"multi,uni",FALSE,Arthropoda,Insecta,Diptera,Empididae,,,Hemerodromia,6,Predator,Clinger,85,136327,136304
Hemiptera,FALSE,,,PR,CB,,,,TRUE,Arthropoda,Insecta,Hemiptera,,,,Hemiptera,,Predator,Swimmer,2078,103359,
Henlea,FALSE,,,,,,,,FALSE,Annelida,Clitellata,Haplotaxidae,Enchytraeidae,,,Henlea,,,,16307,,
Heptagenia,FALSE,4,4_middle,SC,CN,SG,snag,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,4,Scraper,Clinger,86,100602,100504
Heptagenia diabasia,FALSE,4,4_middle,SC,CN,SG,snag,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,3,Scraper,Clinger,1985,100608,100602
Heptagenia flavescens,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,4,Scraper,Clinger,1987,100610,100602
Heptagenia marginalis,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Heptagenia,4,Scraper,Clinger,1989,100616,100602
Heptageniidae,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,4,Scraper,Clinger,2004,100504,100503
Hesperocorixa,FALSE,4,4_middle,PH,SW,,,uni,TRUE,Arthropoda,Insecta,Hemiptera,Corixidae,,,Hesperocorixa,10,Predator,Swimmer,3270,103444,
Hesperophylax,FALSE,3,,SH,SP,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hesperophylax,4,Shredder,Sprawler,1835,11600,11600
Hetaerina,FALSE,4,4_middle,PR,"CB,CN",,,semi,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Hetaerina,6,Predator,Climber,2108,102048,102048
Hetaerina americana,FALSE,4,4_middle,PR,"CB,CN",,,semi,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Hetaerina,6,Predator,Climber,2107,102050,102048
Heterelmis,FALSE,4,4_middle,CG,CN,,,semi,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Heterelmis,4,Collector,Clinger,414,114237,114093
Heterocloeon,FALSE,,,SC,SW,,,multi,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,1,Scraper,Swimmer,1970,100794,
Heteroptera,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Heteroptera,,,,Heteroptera,6,Predator,Sprawler,2079,103358,
Heterosternuta,FALSE,4,4_middle,PR,SW,,,,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Heterosternuta,5,,,14610,,
Heterotrissocladius,FALSE,,,"CG,SC","SP,BU",,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Heterotrissocladius,1,Collector,Sprawler,1651,128737,128457
Hexagenia,FALSE,4,4_middle,CG,BU,NF,pool,semi,FALSE,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,,,Hexagenia,4,Scraper,Burrower,394,101537,101525
Hexagenia atrocaudata,FALSE,4,4_middle,CG,BU,,,semi,FALSE,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,,,Hexagenia,4,Scraper,Burrower,1979,101539,101537
Hexagenia limbata,FALSE,4,4_middle,CG,BU,NF,pool,semi,FALSE,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,,,Hexagenia,5,Scraper,Burrower,1981,101552,101537
Hexatoma,FALSE,3,,PR,BU,,,uni,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Hexatoma,2,Predator,Burrower,88,120094,120030
Hirudinea,FALSE,4,4_worse,PR,SP,,,semi,FALSE,Annelida,Hirudinea,Hirudinea,Hirudinea,,,,10,Predator,Clinger,89,69290,68422
Hirudinidae,FALSE,,,PR,SP,,,,FALSE,Annelida,Hirudinea,Gnathobdellida,Hirudinidae,,,,6,Predator,Clinger,1367,69407,69406
Homoeoneuria,FALSE,,,CF,BU,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,,,Homoeoneuria,3,Collector,Clinger,2008,101036,101036
Homoeoneuria ammophila,FALSE,,,CF,BU,,,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,,,Homoeoneuria,3,Collector,Clinger,2007,101038,
Homophylax,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Homophylax,1,Shredder,Sprawler,1836,116286,116286
Hyalella,FALSE,4,4_worse,CG,SP,,,multi,FALSE,Arthropoda,Crustacea,Amphipoda,Talitridae,,,Hyalella,8,Collector,Clinger,14431,,
Hyalella azteca,FALSE,4,4_worse,CG,SP,,,multi,FALSE,Arthropoda,Crustacea,Amphipoda,Talitridae,,,Hyalella,8,Collector,Clinger,395,94026,94025
Hydaticus,FALSE,,,PR,SW,,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Hydaticus,5,Predator,Swimmer,1523,112172,111963
Hydatophylax,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hydatophylax,1,Shredder,Sprawler,1837,115995,115995
Hydra,FALSE,,,PR,CN,,,,FALSE,Coelenterata,Hydrozoa,Hydroida,Clavidae,,,Hydra,4,Collector,Clinger,2164,50845,50844
Hydrachna,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,,,Hydrachna,5,Predator,Clinger,6538,83123,
Hydraenidae,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Hydraenidae,,,Hydraenidae,4,Shredder,Clinger,1544,112756,
Hydrellia,FALSE,,,"SH,CG",BU,,,multi,FALSE,Arthropoda,Insecta,Diptera,Ephydridae,,,Hydrellia,8,Collector,Sprawler,1925,147117,147117
Hydrobaenus,FALSE,4,4_worse,SC,SP,,,uni,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Hydrobaenus,8,Scraper,Sprawler,1653,128750,128457
Hydrobiomorpha,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hydrobiomorpha,8,Predator,Swimmer,3264,113244,
Hydrobius,FALSE,4,4_worse,PR,"CB,CN",,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hydrobius,8,Predator,Swimmer,1557,113196,112811
Hydrocanthus,FALSE,,,PR,CB,,,uni,FALSE,Arthropoda,Insecta,Coleoptera,Noteridae,,,Hydrocanthus,7,Collector,Climber,1563,112623,112606
Hydrochara,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hydrochara,8,Predator,Swimmer,3263,113190,
Hydrochus,FALSE,4,4_worse,SH,"CB,SW",SG,snag,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hydrochus,8,Shredder,Swimmer,1558,113166,112811
Hydrodroma,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,,,Hydrodroma,,,,,,
Hydrometra,FALSE,4,4_middle,PR,SK,,,multi,TRUE,Arthropoda,Insecta,Hemiptera,Hydrometridae,,,Hydrometra,8,Predator,Skater,2045,103939,103939
Hydrometridae,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Hemiptera,Hydrometridae,,,Hydrometridae,8,Predator,Skater,2046,103938,
Hydrophilidae,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,,5,Predator,Swimmer,91,112811,112752
Hydrophilus,FALSE,,,PR,"SW,CB",,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hydrophilus,5,Predator,Swimmer,242,113204,112811
Hydroporinae,FALSE,,,,,,,,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,5,Predator,Swimmer,3248,678402,
Hydroporus,FALSE,4,4_middle,PR,SW,,,semi,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Hydroporus,5,Predator,Swimmer,1524,112390,112390
Hydroporus undulatus,FALSE,4,4_middle,PR,SW,,,semi,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Hydroporus,5,Predator,Swimmer,1525,112408,112390
Hydropsyche,FALSE,4,4_worse,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,Filterer,Clinger,1798,115453,115398
Hydropsyche arinale,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,1788,115456,115453
Hydropsyche betteni,FALSE,4,4_worse,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,6,Filterer,Clinger,1789,115454,115453
Hydropsyche bidens,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,Filterer,Clinger,1790,115458,115453
Hydropsyche bifida,FALSE,,,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,,,,,,
Hydropsyche cuanis,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,1791,115461,115453
Hydropsyche elissoma,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,1792,115488,115453
Hydropsyche frisoni,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,1793,115468,115453
Hydropsyche incommoda,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,Filterer,Clinger,1794,115471,115453
Hydropsyche Morosa Gr.,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,,,,,,
Hydropsyche occidentalis,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,1,Filterer,Clinger,1795,115513,115453
Hydropsyche orris,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,8,Filterer,Clinger,1796,115485,115453
Hydropsyche scalaris,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,1797,115480,115453
Hydropsyche simulans,FALSE,4,4_worse,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,415,115481,115453
Hydropsyche venularis,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,4,Filterer,Clinger,1799,115484,115453
Hydropsychidae,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,,5,Filterer,Clinger,1804,115398,
Hydroptila,FALSE,4,4_middle,"SC,PH",CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Hydroptila,6,Scraper,Clinger,1807,115641,115629
Hydroptilidae,FALSE,4,4_middle,"SC,PH",CB,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,,4,Scraper,Clinger,1818,115629,
Hydrovatus,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Hydrovatus,5,Predator,Swimmer,1526,112259,112257
Hydrozoa,FALSE,4,4_middle,NA,CN,,,,FALSE,Coelenterata,Hydrozoa,,,,,Hydrozoa,5,Collector,Clinger,2167,48739,
Hydryphantidae,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,,,,6,Predator,Climber,10284,83212,
Hygrobates,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,,,Hygrobates,5,Predator,Clinger,6543,83297,
Hygrotus,FALSE,4,4_worse,PR,SW,,,multi,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Hygrotus,5,Predator,Swimmer,1527,112200,111963
Hylogomphus,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Hylogomphus,6,Predator,Burrower,1703,101791,
Ilybius,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Ilybius,5,Predator,Swimmer,1528,112181,111963
Ilyodrilus templetoni,FALSE,4,4_middle,CG,BU,NF,pool,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Ilyodrilus,8,Collector,Burrower,1458,68662,68660
Ironoquia,FALSE,4,4_middle,SH,"CB,CN,SP",,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Ironoquia,3,Shredder,Sprawler,2124,116382,116382
Ischnura,FALSE,4,4_worse,PR,CB,RM,root_mat,uni,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Ischnura,9,Predator,Climber,2118,102078,102078
Isochaetides curvisetosus,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Isochaetides,9,Collector,Burrower,1460,68809,68808
Isogenus,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Plecoptera,Perlodidae,,,Isogenus,2,Predator,Clinger,1756,103070,
Isonychia,FALSE,4,4_middle,CF,"SW,CN",CS,coarse,uni,FALSE,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,,,Isonychia,2,Collector,Swimmer,220,101041,101029
Isoperla,FALSE,3,,PR,CN,CS,coarse,uni,FALSE,Arthropoda,Insecta,Plecoptera,Perlodidae,,,Isoperla,2,Predator,Clinger,1757,102995,102995
Isopoda,FALSE,,,CG,NA,,,,FALSE,Arthropoda,Crustacea,Isopoda,,,,Isopoda,6,Scraper,Clinger,1507,92121,89802
Isotomidae,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Collembola,Isotomidae,,,,8,Collector,Clinger,212,99245,99238
Isotomurus,FALSE,,,CG,SK,,,,FALSE,Arthropoda,Insecta,Collembola,Isotomidae,,,Isotomurus,8,Collector,Skater,1572,99246,99245
Isotomurus palustris,FALSE,,,CG,SK,,,,FALSE,Arthropoda,Insecta,Collembola,Isotomidae,,,Isotomurus,8,Collector,Skater,1573,99247,99246
Iswaeon,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Iswaeon,4,Scraper,Swimmer,6497,776928,
Ithytrichia,FALSE,,,"SC,PR",CN,,,uni,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Ithytrichia,,,,16308,,
Kloosia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Kloosia,6,Collector,Sprawler,14630,,
