Taxon_Group,Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Lepidoptera,Simyra,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Diptera,Sinotipula,FALSE,,DNI,Tipulidae,Tipulidae,DNI,118840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,,,,,,,
Ephemeroptera,Siphlonuridae,FALSE,,DNI,Siphlonuridae,Siphlonuridae,DNI,100951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,,,,,,
Ephemeroptera,Siphlonurus,FALSE,,DNI,Siphlonurus,Siphlonurus,DNI,100953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,Siphlonurus,,,,,
Neuroptera,Sisyra,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI,115085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,Hemerobiiformia,,Sisyridae,,,,,,,,,
Neuroptera,Sisyridae,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI,115085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,Hemerobiiformia,,Sisyridae,,,,,,,,,
Terrestrial,Skenea,TRUE,Marine,DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,Prosobranchia,Archaeogastropoda,,,Skeneidae,,,,,,,,,
Plecoptera,Skwala,FALSE,,Skwala,Skwala,Skwala,Skwala,103102,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Skwala,,,,,
Plecoptera,Skwala americana,FALSE,,Skwala,Skwala,Skwala,Skwala,103102,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Skwala,,,,,
Plecoptera,Skwala curvata,FALSE,,Skwala,Skwala,Skwala,Skwala,103102,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Skwala,,,,,
Oligochaeta,Slavina,FALSE,,Naidinae,Slavina,Oligochaeta,Naidinae,68855,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Slavina,,,,,
Oligochaeta,Slavina appendiculata,FALSE,,Naidinae,Slavina,Oligochaeta,Naidinae,68855,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Slavina,,,,,
Chironomidae,Smittia,FALSE,,DNI,Smittia,Smittia,DNI,129110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Smittia,,,,,
Plecoptera,Soliperla,FALSE,,Soliperla,Soliperla,Soliperla,Soliperla,103142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,Soliperla,,,,,
Odonata,Somatochlora,FALSE,,DNI,Corduliidae,Corduliidae,DNI,102020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,,,,,,,,,
Plecoptera,Soyedina,FALSE,,Soyedina,Soyedina,Soyedina,Soyedina,102556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Soyedina,,,,,
Terrestrial,Sparganophilidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Clitellata,,Opisthopora,,,,,,,,,,,,
Oligochaeta,Specaria,FALSE,,Naidinae,Specaria,Oligochaeta,Naidinae,68984,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Specaria,,,,,
Other Non-Insect,Todothyas,FALSE,,DNI,Parathyas,Trombidiformes,DNI,895841,Animalia,Arthropoda,Chelicerata,Arachnida,,Trombidiformes,,,Hydryphantidae,,,,,,,,,
Other Non-Insect,Sperchon,FALSE,,Sperchon,Sperchon,Trombidiformes,Sperchon,83006,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,
Other Non-Insect,Sperchon/Sperchonopsis,FALSE,,DNI,Sperchontidae,Trombidiformes,DNI,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Other Non-Insect,Sperchonidae,FALSE,,DNI,Sperchontidae,Trombidiformes,DNI,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Other Non-Insect,Sperchonopsis,FALSE,,Sperchonopsis,Sperchonopsis,Trombidiformes,Sperchonopsis,83029,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,
Other Non-Insect,Sperchontidae,FALSE,,DNI,Sperchontidae,Trombidiformes,DNI,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Coleoptera,Sperchopsis,FALSE,,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae,112811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,,,,,,,,,
Other Non-Insect,Sphaeriidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae,81389,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,,,,,,
Other Non-Insect,Sphaerium,FALSE,,Sphaeriidae,Sphaerium,Sphaerium,Sphaeriidae,81391,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Sphaerium,,,,,
Terrestrial,Sphaeroceridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,145784,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sphaeroceridae,,,,,,,,,
Terrestrial,Sphaerodoridae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Other Non-Insect,Sphaeromatidae,FALSE,,DNI,Sphaeromatidae,Sphaeromatidae,DNI,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeomatidae,,,,,,,,,
Diptera,Sphaeromias,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Oligochaeta,Spirosperma,FALSE,,Tubificinae,Spirosperma,Oligochaeta,Tubificinae,68780,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Spirosperma,,,,,
Oligochaeta,Spirosperma nikolskyi,FALSE,,Tubificinae,Spirosperma,Oligochaeta,Tubificinae,68780,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Spirosperma,,,,,
Trichoptera,Stactobiella,FALSE,,DNI,Stactobiella,Stactobiella,DNI,115817,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Stactobiini,,Stactobiella,,,,,
Other Non-Insect,Stagnicola,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Coleoptera,Staphylinidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,113265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Staphylinidae,,,,,,,,,
Diptera,Stegopterna,FALSE,,DNI,Stegopterna,Stegopterna,DNI,126761,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Stegopterna,,,,,
Chironomidae,Stempellina,FALSE,,Stempellina,Stempellina,Stempellina,Stempellina,129962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellina,,,,,
Chironomidae,Stempellinella,FALSE,,Stempellinella,Stempellinella,Stempellinella,Stempellinella,129969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,,,
Chironomidae,Stempellinella/Zavrelia,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Ephemeroptera,Stenacron,FALSE,,DNI,Stenacron,Stenacron,DNI,100713,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Stenacron,,,,,
Coleoptera,Stenelmis,FALSE,,DNI,Stenelmis,Stenelmis,DNI,114095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Stenelmis,,,,,
Chironomidae,Stenochironomus,FALSE,,DNI,Stenochironomus,Stenochironomus,DNI,129746,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,,,
Ephemeroptera,Stenonema,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Chironomidae,Stictochironomus,FALSE,,Stictochironomus,Stictochironomus,Stictochironomus,Stictochironomus,129785,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,,,
Chironomidae,Stictocladius,FALSE,,DNI,Stictocladius,Stictocladius,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stictocladius,,,,,
Coleoptera,Stictotarsus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Stictotarsus griseostriatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Stictotarsus striatellus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Stictotarsus/Boreonectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Diptera,Stilobezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Chironomidae,Stilocladius,FALSE,,Stilocladius,Stilocladius,Stilocladius,DNI,129152,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stilocladius,,,,,
Diptera,Stratiomyidae,FALSE,,Stratiomyidae,Stratiomyidae,Stratiomyidae,DNI,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,
Diptera,Stratiomys,FALSE,,Stratiomyidae,Stratiomyidae,Stratiomyidae,DNI,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,
Other Non-Insect,Stygobromus,FALSE,,DNI,Stygobromus,Stygobromus,DNI,93861,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Stygobromus,,,,,
Other Non-Insect,Stygomomonia,FALSE,,DNI,Stygomomonia,Trombidiformes,DNI,83471,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Stygomomonia,,,,,
Other Non-Insect,Stygothrombidiidae,FALSE,spelling and formatting,DNI,Stygothrombiidae,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,
Other Non-Insect,Stygothrombiidae,FALSE,spelling and formatting,DNI,Stygothrombiidae,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,
Other Non-Insect,Stygothrombium,FALSE,,DNI,Stygothrombium,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,
Oligochaeta,Stylaria,FALSE,,Naidinae,Stylaria,Oligochaeta,Naidinae,68871,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Stylaria,,,,,
Oligochaeta,Stylaria lacustris,FALSE,,Naidinae,Stylaria,Oligochaeta,Naidinae,68871,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Stylaria,,,,,
Oligochaeta,Stylodrilus,FALSE,,Lumbriculidae,Stylodrilus,Oligochaeta,Lumbriculidae,68450,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Stylodrilus,,,,,
Oligochaeta,Stylodrilus heringianus,FALSE,,Lumbriculidae,Stylodrilus,Oligochaeta,Lumbriculidae,68450,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Stylodrilus,,,,,
Odonata,Stylurus olivaceus,FALSE,,DNI,Stylurus olivaceus,Stylurus olivaceus,DNI,593023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Stylurus,,,,,olivaceus
Chironomidae,Sublettea,FALSE,,Sublettea,Sublettea,Sublettea,DNI,129975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,
Chironomidae,Sublettea coffmani,FALSE,,Sublettea,Sublettea,Sublettea,DNI,129975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,
Plecoptera,Suwallia,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,,Suwalliini,,,,,,,
Plecoptera,Suwallia autumna,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,,Suwalliini,,,,,,,
Plecoptera,Suwallia forcipata,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,,Suwalliini,,,,,,,
Plecoptera,Suwalliini,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,,Suwalliini,,,,,,,
Plecoptera,Sweltsa,FALSE,,Sweltsa,Sweltsa,Sweltsa,Sweltsa,103273,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Sweltsa,,,,,
Plecoptera,Sweltsa adamantea,FALSE,,Sweltsa,Sweltsa,Sweltsa,Sweltsa,103273,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Sweltsa,,,,,
Chironomidae,Symbiocladius,FALSE,,DNI,Symbiocladius,Symbiocladius,DNI,129156,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Symbiocladius,,,,,
Odonata,Sympetrum,FALSE,,DNI,Libellulidae,Libellulidae,DNI,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
Diptera,Symplecta,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,Symplecta,,,,,
Chironomidae,Sympotthastia,FALSE,,DNI,Sympotthastia,Sympotthastia,DNI,128426,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Sympotthastia,,,,,
Chironomidae,Synorthocladius,FALSE,,Synorthocladius,Synorthocladius,Synorthocladius,Synorthocladius,129161,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Synorthocladius,,,,,
Diptera,Syrphidae,FALSE,,DNI,Syrphidae,Syrphidae,DNI,139621,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,,,,,,,,,
Diptera,Tabanidae,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Diptera,Tabanus,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Plecoptera,Taenionema,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,102788,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,,,,,,,,,
Plecoptera,Taenionema californicum,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,102788,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,,,,,,,,,
Plecoptera,Taeniopterygidae,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,102788,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,,,,,,,,,
Plecoptera,Taeniopteryx,FALSE,,Taeniopterygidae,Taeniopteryx,Taeniopteryx,Taeniopterygidae,102789,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,Taeniopteryginae,,,Taeniopteryx,,,,,
Plecoptera,Taeniopteryx nivalis,FALSE,,Taeniopterygidae,Taeniopteryx,Taeniopteryx,Taeniopterygidae,102789,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,Taeniopteryginae,,,Taeniopteryx,,,,,
Other Non-Insect,Talitridae,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella,94025,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Hyalellidae,,,,Hyalella,,,,,
Diptera,Tanyderidae,FALSE,,DNI,Tanyderidae,Tanyderidae,DNI,125799,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tanyderidae,,,,,,,,,
Chironomidae,Tanypodinae,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI,127994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,,,,,,
Chironomidae,Tanypus,FALSE,,DNI,Tanypus,Tanypus,DNI,128324,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Tanypodini,,Tanypus,,,,,
Chironomidae,Tanytarsini,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironomidae,Tanytarsus,FALSE,,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,129978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,,,
Other Non-Insect,Tartarothyas,FALSE,,DNI,Tartarothyas,Trombidiformes,DNI,895797,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Tartarothyas,,,,,
Oligochaeta,Telmatodrilus vejdovskyi,FALSE,,DNI,Telmatodrilus vejdovskyi,Oligochaeta,DNI,68760,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Telmatodrilinae,,,Telmatodrilus,,,,,vejdovskyi
Chironomidae,Telopelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Terrestrial,Tenebrionidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,114419,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Tenebrionidae,,,,,,,,,
Other Non-Insect,Testudacarus,FALSE,,Testudacarus,Testudacarus,Trombidiformes,Testudacarus,83250,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Testudacarus,,,,,
Other Non-Insect,Teutonia,FALSE,,DNI,Teutonia,Trombidiformes,DNI,83235,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Teutoniidae,,,,Teutonia,,,,,
Diptera,Thaumalea,FALSE,,Thaumaleidae,Thaumaleidae,Thaumaleidae,Thaumaleidae,126624,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Thaumaleidae,,,,,,,,,
Diptera,Thaumaleidae,FALSE,,Thaumaleidae,Thaumaleidae,Thaumaleidae,Thaumaleidae,126624,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Thaumaleidae,,,,,,,,,
Coleoptera,Thermonectus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Other Non-Insect,Theromyzon,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,
Chironomidae,Thienemannia,FALSE,,DNI,Thienemannia,Thienemannia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,
Chironomidae,Thienemannia gracilis,FALSE,,DNI,Thienemannia,Thienemannia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,
Chironomidae,Thienemanniella,FALSE,,Thienemanniella,Thienemanniella,Thienemanniella,Thienemanniella,129182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Thienemanniella,,,,,
Chironomidae,Thienemannimyia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemannimyia complex,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemannimyia Genus Gr.,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemannimyia gr.,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Diptera,Thienemannimyia Gr.,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemannimyia group,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemannimyia Group,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemannimyia senata,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,
Chironomidae,Thienemanniola,FALSE,,DNI,Chironomidae,Chironomidae,DNI,127917,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,,,,,,,
