Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Neothremma,FALSE,2,SC,semi,RHEO,,TRUE,stenoc,,12.86626507,17.814,steno_cold,,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Neothremma,,,,,,Trichoptera
Neotrichia,FALSE,3,SC,multi,RHEO,,,,Less30,,,,,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,,Trichoptera
Nerophilus,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,,Trichoptera
Neumania,FALSE,,,,,,,,Less30,,,,,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,,Other Non-Insect
Neureclipsis,FALSE,3,PR,uni,GENE,,,,Less30,,,,,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,,Trichoptera
Neuroptera,FALSE,,,,,,,,,,,,,114999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,,,,,,,,,,,,,Neuroptera
Nilotanypus,FALSE,4,PR,multi,RHEO,,FALSE,warm,,20.97984118,24.89,,,128202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,,Chironomidae
Nilothauma,FALSE,NA,CG,multi,GENE,,,,Less30,,,,,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,,Chironomidae
Nootkadrilus,FALSE,,,,,,,,Less30,,,,,974543,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Phallodrilinae,,,Nootkadrilus,,,,,,Oligochaeta
Ochrotrichia,FALSE,2,PH,multi,RHEO,TRUE,FALSE,warm,,19.9755104,27.28,,,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,,Trichoptera
Octogomphus,FALSE,,,,,,TRUE,cowa,,19.04129032,21.833,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,,Odonata
Ocybrachypoda,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ocybrachypoda,,,,,,Other Non-Insect
Odonata,FALSE,,,,,,,warm,,21.64680307,25.541,,,101593,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,,,,,,,,,,,,,Odonata
Odontoceridae,FALSE,,,,,,,,Less30,,,,,116496,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,,,,,,,,,,Trichoptera
Odontomesa,FALSE,4,CG,multi,RHEO,,FALSE,cowa,,20.22685321,22.398,,,128446,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Odontomesa,,,,,,Chironomidae
Odontomyia,FALSE,,,,,,,,Less30,,,,,130573,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Odontomyia,,,,,,Diptera
Oecetis,FALSE,4,PR,uni,GENE,,FALSE,stenow,,25.79974716,28.415,,,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,,Trichoptera
Oligochaeta,FALSE,4,CG,uni,GENE,,FALSE,eurythermal,,17.8478085,22.79,,,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,Oligochaeta
Oligophlebodes,FALSE,2,SC,uni,RHEO,TRUE,FALSE,cold,,14.31321176,18.361,,,116039,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Oligophlebodes,,,,,,Trichoptera
Onocosmoecus,FALSE,,,,,,FALSE,cowa,,19.66937416,23.229,,,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,,Trichoptera
Ophidonais,FALSE,,,,,,,,Less30,,,,,68995,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Ophidonais,,,,,,Oligochaeta
Ophiogomphus,FALSE,3,PR,semi,DEPO,,,stenow,,25.26708362,27.904,,,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,,Odonata
Optioservus,FALSE,4,SC,semi,RHEO,,TRUE,warm,,20.9290148,23.82,warm,,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,,Coleoptera
Orconectes,FALSE,,,,,,,,,,,,,97421,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,Cambarinae,,,Orconectes,,,,,,Other Non-Insect
Ordobrevia nubifera,FALSE,3,CG,semi,RHEO,TRUE,,warm,,20.29537524,25.34,,,114235,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ordobrevia,,,,,,Coleoptera
Oregonacarus,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Oregonacarus,,,,,,Other Non-Insect
Oreodytes,FALSE,NA,PR,uni,RHEO,,FALSE,cool,,18.76029366,21.819,,,112314,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Oreodytes,,,,,,Coleoptera
Oreogeton,FALSE,2,PR,semi,RHEO,TRUE,TRUE,stenoc,,12.97260499,17.674,,,136377,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Oreogetoninae,,,Oreogeton,,,,,,Diptera
Oreoleptis torrenticola,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Oreoleptidae,,,,Oreoleptis,,,,,torrenticola,Diptera
Oribatida,FALSE,4,PR,multi,UNKN,,FALSE,cool,,16.82437888,20.42,,,733326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Sarcoptiformes,Oribatida,,,,,,,,,,,,Other Non-Insect
Ormosia,FALSE,4,CG,uni,GENE,,FALSE,,Less30,,,,,120830,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Ormosia,,,,,,Diptera
Orohermes,FALSE,,,,,,TRUE,cool,,16.88394138,19.188,,,115044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Orohermes,,,,,,Megaloptera
Oropuella,FALSE,3,,,,,,stenoc,,13.50485209,17.485,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Oropuella,,,,,,Chironomidae
Orthocladiinae,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,17.69249126,22.549,,yes,128457,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,,Chironomidae
Orthocladius,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,17.06236212,22.55,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,Chironomidae
Orthocladius (Euorthocladius),FALSE,NA,CG,multi,RHEO,,FALSE,,Less30,,,,,568520,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,Euorthocladius,,,,,Chironomidae
Orthocladius (Mesorthocladius),FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,Mesorthocladius,,,,,Chironomidae
Orthocladius (Orthocladius),FALSE,,,,,,,,Less30,,,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,Chironomidae
Orthocladius (Symposiocladius),FALSE,3,UNKN,multi,SPEC,,FALSE,cold,,16.77290475,19.44,,,568523,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,Symposiocladius,,,,,Chironomidae
Orthocladius complex,FALSE,4,CG,multi,GENE,,FALSE,warm,,20.84978088,25.574,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,Chironomidae
Orthotrichia,FALSE,,,,,,,,,,,,,115828,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Orthotrichia,,,,,,Trichoptera
Osobenus yakimae,FALSE,1i,PR,uni,RHEO,TRUE,,,,,,,,103184,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Osobenus,,,,,yakimae,Plecoptera
Ostracoda,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,17.36454527,23.114,,,84195,Animalia,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,,,,,,Other Non-Insect
Oxidae,FALSE,,,,,,,cool,,17.15129821,21.181,,,83239,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,,,,,,,Other Non-Insect
Oxus,FALSE,,,,,,FALSE,cool,,17.07003671,20.55,,,83244,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,,Other Non-Insect
Oxycera,FALSE,,,,,,,,,,,,,130461,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Oxycera,,,,,,Diptera
Oxyethira,FALSE,4,PH,multi,GENE,,,warm,,19.63367138,24.068,,,115779,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Oxyethira,,,,,,Trichoptera
Pacifastacus,FALSE,4,OM,semi,GENE,,TRUE,warm,,19.88220909,23.735,,,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,,Other Non-Insect
Pagastia,FALSE,3,CG,multi,GENE,,FALSE,eurythermal,,16.38323369,22.05,,,128401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pagastia,,,,,,Chironomidae
Pagastiella,FALSE,NA,CG,multi,GENE,,,,Less30,,,,,129561,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,,,,Chironomidae
Palaeagapetus nearcticus,FALSE,1i,MH,uni,SPEC,TRUE,,cold,,16.1656186,19.67,,,115849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Ptilocolepinae,,,Palaegapetus,,,,,,Trichoptera
Panisopsis,FALSE,,,,,,,,Less30,,,,,895838,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisopsis,,,,,,Other Non-Insect
Panisus,FALSE,,,,,,,,Less30,,,,,895807,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisus,,,,,,Other Non-Insect
Parachaetocladius,FALSE,3,CG,multi,RHEO,,FALSE,cool,,15.03462407,21.22,,,128951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parachaetocladius,,,,,,Chironomidae
Parachironomus,FALSE,NA,PR,multi,GENE,,,,Less30,,,,,129564,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,,,,Chironomidae
Paracladopelma,FALSE,4,CG,multi,GENE,,FALSE,cowa,,19.03701424,22.108,,,129597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,,,,Chironomidae
Paracloeodes,FALSE,,,,,,,,Less30,,,,,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,,Ephemeroptera
Paracricotopus,FALSE,NA,CG,multi,RHEO,,,,Less30,,,,,128962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paracricotopus,,,,,,Chironomidae
Paracymus,FALSE,,,,,,FALSE,,Less30,,,,,112909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Paracymus,,,,,,Coleoptera
Paradelphomyia,FALSE,,,,,,,,Less30,,,,,120298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Paradelphomyia,,,,,,Diptera
Parakiefferiella,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,19.75957045,22.684,,,128968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parakiefferiella,,,,,,Chironomidae
Paralauterborniella,FALSE,4,CG,multi,GENE,,,,Less30,,,,,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,,Chironomidae
Paraleptophlebia Bicornuta Group,FALSE,3,CG,uni,DEPO,,FALSE,warm,,19.47089484,23.86,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,,Ephemeroptera
Paralimnophyes,FALSE,,,,,,,,,,,,,128976,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paralimnophyes,,,,,,Chironomidae
Parametriocnemus,FALSE,4,CG,multi,RHEO,,FALSE,eurythermal,,17.96659693,22.26,eurythermal,,128978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parametriocnemus,,,,,,Chironomidae
Paramideopsis,FALSE,,,,,,,,,,,,,83494,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Paramideopsis,,,,,,Other Non-Insect
Paranais,FALSE,,,,,,,,Less30,,,,,68862,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Paranais,,,,,,Oligochaeta
Paraperla,FALSE,3,PR,semi,SPEC,,TRUE,cold,,16.15704293,19.354,,,103233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Paraperla,,,,,,Plecoptera
Paraperlinae,FALSE,3,PR,semi,SPEC,,,cold,,15.58767557,19.228,,,609856,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,,,,,,,Plecoptera
Paraphaenocladius,FALSE,4,CG,multi,GENE,,FALSE,cool,,15.47915957,20.634,,,128989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paraphaenocladius,,,,,,Chironomidae
Parapsyche,FALSE,NA,PR,semi,RHEO,,TRUE,cold,,15.41133328,19.51,,yes,115556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,,Trichoptera
Parapsyche almota,FALSE,5,PR,semi,RHEO,,TRUE,cowa,,18.12456743,22.265,,,115563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,almota,Trichoptera
Parapsyche elsis,FALSE,2,PR,semi,RHEO,,TRUE,stenoc,,13.36293805,17.079,steno_cold,,115560,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis,Trichoptera
Parapsyche turbinata,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,turbinata,Trichoptera
Parasmittia,FALSE,,,,,,,,,,,,,129003,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parasmittia,,,,,,Chironomidae
Paratanytarsus,FALSE,4,CG,multi,GENE,,FALSE,warm,,20.61495356,24.822,,,129935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,,,,Chironomidae
Paratendipes,FALSE,4,CG,multi,GENE,,FALSE,warm,,20.98359901,24.152,,,129623,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,,,,Chironomidae
Parathyas,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,,Trombidiformes,,,Hydryphantidae,,,,,,,,,,Other Non-Insect
Paratrissocladius,FALSE,,,,,,,,,,,,,129010,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paratrissocladius,,,,,,Chironomidae
Parochlus,FALSE,NA,CG,multi,GENE,,,,Less30,,,,,127987,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Podonomini,,Parochlus,,,,,,Chironomidae
Parorthocladius,FALSE,3,CG,multi,RHEO,,FALSE,cold,,14.38835818,18.038,,,129011,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parorthocladius,,,,,,Chironomidae
Parthina,FALSE,1i,OM,semi,HEAD,TRUE,,,Less30,,,,,116525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Parthina,,,,,,Trichoptera
Partnunia,FALSE,,,,,,,,Less30,,,,,895799,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Partnunia,,,,,,Other Non-Insect
Pedicia,FALSE,3,PR,uni,SPEC,TRUE,TRUE,cold,,15.59868046,18.206,,,121118,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Pedicia,,,,,,Diptera
Pediciidae,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,,,,,,,,,,Diptera
Pedomoecus sierra,FALSE,1i,UNKN,semi,SPEC,TRUE,FALSE,cold,,14.56327502,17.254,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Pedomoecus,,,,,sierra,Trichoptera
Peltodytes,FALSE,,,,,,FALSE,,Less30,,,,,111923,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Peltodytes,,,,,,Coleoptera
Peltoperlidae,FALSE,2,SH,semi,RHEO,,FALSE,cold,,14.30665979,19.634,,yes,102488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,,,,,,,Plecoptera
Pentaneura,FALSE,4,PR,multi,GENE,,FALSE,warm,,22.83382559,27.035,,,128215,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Pentaneura,,,,,,Chironomidae
Pentaneurini,FALSE,4,PR,multi,GENE,,FALSE,eurythermal,,19.26866161,23.328,,yes,128078,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,,,,,,,Chironomidae
Pericomaini,FALSE,3,CG,uni,GENE,,FALSE,cool,,16.81868614,20.9,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Pericomaini,,,,,,,,Diptera
Perlidae,FALSE,3,PR,semi,RHEO,,TRUE,eurythermal,,17.8843883,21.92,,yes,102914,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,,,,,,,,,,Plecoptera
Perlinodes aureus,FALSE,,,,,,FALSE,warm,,19.59017965,23.518,,,103135,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Perlinodes,,,,,aurea,Plecoptera
Perlodidae,FALSE,3,PR,uni,RHEO,,FALSE,cool,,16.37300146,21.628,,yes,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,,,,,,,,,Plecoptera
Perlomyia,FALSE,,,,,,FALSE,,Less30,,,,,103239,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Perlomyia,,,,,,Plecoptera
Petrophila,FALSE,4,SC,multi,RHEO,,FALSE,stenow,,25.37371513,28.173,,,117682,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,Crambidae,Nymphulinae,Argyractini,,Petrophila,,,,,,Lepidoptera
Phaenopsectra,FALSE,4,SC,multi,GENE,,FALSE,warm,,21.15088226,25.48,,,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,,Chironomidae
Philocasca,FALSE,,,,,,,,Less30,,,,,115971,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Philocasca,,,,,,Trichoptera
Philopotamidae,FALSE,3,CF,UNKN,RHEO,,FALSE,eurythermal,,18.82916163,22.277,,yes,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,,,,,,,,,,Trichoptera
Philopotamoidea,FALSE,,,,,,,eurythermal,,18.82916163,22.277,,,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,Trichoptera
Phryganeidae,FALSE,NA,PR,uni,GENE,TRUE,FALSE,,Less30,,,,,115867,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,,,,,,,,,,Trichoptera
Physella,FALSE,5,CG,multi,GENE,,FALSE,warm,,22.73963686,26.076,,,76698,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Physidae,,,,Physella,,,,,,Other Non-Insect
Pilaria,FALSE,NA,PR,uni,SPEC,TRUE,FALSE,,Less30,,,,,120335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pilaria,,,,,,Diptera
Piona,FALSE,,,,,,,,Less30,,,,,83350,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,,Other Non-Insect
Pionacercus,FALSE,,,,,,,,Less30,,,,,83400,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pionacercus,,,,,,Other Non-Insect
Pionidae,FALSE,,,,,,FALSE,,Less30,,,,,83330,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,,Other Non-Insect
Piscicolidae,FALSE,,,,,,TRUE,,Less30,,,,,69296,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,,,,,,,,,,Other Non-Insect
Pisidium,FALSE,4,CF,semi,GENE,,TRUE,eurythermal,,18.83678382,23,,,81400,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Pisidium,,,,,,Other Non-Insect
Planorbella,FALSE,4,SC,uni,GENE,,,,Less30,,,,,76654,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Planorbella,,,,,,Other Non-Insect
Planorbidae,FALSE,4,SC,multi,GENE,,FALSE,warm,,20.6879611,25.547,,,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,,Other Non-Insect
Platyhydracarus,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Platyhydracarus,,,,,,Other Non-Insect
Platysmittia,FALSE,4,CG,multi,HEAD,TRUE,,,Less30,,,,,129013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Platysmittia,,,,,,Chironomidae
Plauditus,FALSE,,,,,,,,,,,,,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,,Ephemeroptera
Plecoptera,FALSE,NA,UNKN,UNKN,RHEO,,FALSE,eurythermal,,16.45622341,22.095,,,102467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,,Plecoptera
Podmosta,FALSE,,,,,,,,Less30,,,,,102605,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Podmosta,,,,,,Plecoptera
Podonominae,FALSE,3,CG,multi,GENE,,,cool,,16.77858597,20.346,,,127952,Animalia,ARTHROPODA,HEXAPODA,INSECTA,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,,,,,,,,,Chironomidae
