TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,Taxon_Group,TSN,Synonyms,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon Authority,Taxon Authority Source,Tetra Tech AddIn,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID
PLANARIIDAE,FALSE,4,4_middle,CG,SP,,,,FALSE,Other Non-Insect,54502,,ANIMALIA,PLATYHELMINTHES,,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,,,PLANARIIDAE,,,,,,,,,,"Stimpson, 1857",ITIS,,6,Collector,Sprawler,2291
PLANORBELLA,FALSE,4,4_worse,SC,CB,SG,snag,,FALSE,Other Non-Insect,76654,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,PLANORBELLA,,,,,,"Haldeman, 1842",ITIS,,6,Scraper,Sprawler,2206
PLANORBIDAE,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Other Non-Insect,76591,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,,,,,,,"Rafinesque, 1815",Other,,6,Scraper,Sprawler,2209
PLATAMBUS,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Coleoptera,728241,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,,PLATAMBUS,,,,,,"Thomson, 1859",ITIS,,5,Predator,Swimmer,11934
PLATHEMIS,FALSE,4,4_middle,PR,SP,NF,pool,,FALSE,Odonata,101808,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,LIBELLULIDAE,,,,PLATHEMIS,,,,,,"Hagen, 1861",ITIS,,6,Predator,Sprawler,403
PLATYCENTROPUS,FALSE,,,SH,CB,,,uni,FALSE,Trichoptera,116407,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,PLATYCENTROPUS,,,,,,"Ulmer, 1905",ITIS,,3,Collector,Clinger,2128
PLAUDITUS,FALSE,4,4_middle,CG,SW,,,,FALSE,Ephemeroptera,568553,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,PLAUDITUS,,,,,,"Lugo-Ortiz and McCafferty, 1998",ITIS,,4,Scraper,Sprawler,3254
PLECOPTERA,FALSE,,,PR,CN,,,,FALSE,Plecoptera,102467,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,,,,,,,,,,,,,,,,,,,1767
PLEIDAE,FALSE,4,4_worse,PR,SW,,,"multi,uni",TRUE,Heteroptera,103602,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,PLEIDAE,,,,,,,,,,"Fieber, 1851",ITIS,,8,Predator,Swimmer,2067
PLUMATELLA,FALSE,,,,,,,,FALSE,Other Non-Insect,,,ANIMALIA,BRYOZOA,,,,,,,PLUMATELLIDAE,,,,PLUMATELLA,,,,,,,,yes,6,Filterer,Clinger,2158
PODURA,FALSE,,,,,,,,FALSE,Terrestrial,,,ANIMALIA,ARTHROPODA,HEXAPODA,COLLEMBOLA,,COLLEMBOLA,,,,,,,PODURA,,,,,,,,yes,8,Collector,Sprawler,1574
POLYCENTROPODIDAE,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,117043,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,,,,,,,,,,"Ulmer, 1903",ITIS,,4,Predator,Clinger,2148
POLYCENTROPUS,FALSE,3,,PR,CN,,,uni,FALSE,Trichoptera,117044,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,POLYCENTROPODINAE,,,POLYCENTROPUS,,,,,,"Curtis, 1835",ITIS,,4,Predator,Clinger,2147
POLYPEDILUM,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,129657,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,,"Kieffer, 1913",ITIS,,6,Shredder,Sprawler,431
POLYPEDILUM AVICEPS,FALSE,3,,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,129666,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,AVICEPS,"Townes, 1945",ITIS,,4,Collector,Sprawler,1843
POLYPEDILUM BERGI,FALSE,,,,,,,,FALSE,Chironomidae,129726,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,BERGI,Maschwitz,ITIS,,6,,,14963
POLYPEDILUM CONVICTUM GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,CONVICTUM GR.,,,,,,yes,4,Shredder,Sprawler,1844
POLYPEDILUM FALLAX GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,FALLAX GR.,,,,,,,6,Shredder,Sprawler,1845
POLYPEDILUM FLAVUM,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,FLAVUM,"Johannsen, 1905",Other,,4,Shredder,Sprawler,14432
POLYPEDILUM HALTERALE GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,HALTERALE GR.,,,,,,,7,Shredder,Sprawler,1846
POLYPEDILUM ILLINOENSE GROUP,FALSE,4,4_worse,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,ILLINOENSE GR.,,,,,,,6,Collector,Sprawler,418
POLYPEDILUM LAETUM,FALSE,,,,,,,,FALSE,Chironomidae,129692,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,LAETUM GR.,,,LAETUM,"(Meigen, 1818)",ITIS,,6,Shredder,Sprawler,1847
POLYPEDILUM SCALAENUM GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,SCALAENUM GR.,,,,,,,7,Shredder,Sprawler,1848
POLYPEDILUM SIMULANS,FALSE,,,,,,,,FALSE,Chironomidae,129711,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,HALTERALE GR.,,,SIMULANS,"Townes, 1945",ITIS,,8,Shredder,Sprawler,404
POLYPEDILUM TRIGONUM,FALSE,,,,,,,,FALSE,Chironomidae,129718,Polypedilum trigonus,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,TRIGONUM,"Townes, 1945",ITIS,,7,Shredder,Sprawler,1849
POLYPEDILUM TRIGONUS,FALSE,,,,,,,,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,TRIGONUS,"Townes, 1945",Other,,,,,
POLYPEDILUM TRITUM,FALSE,4,4_middle,"SH,CG","CB,CN",,,multi,FALSE,Chironomidae,129719,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,POLYPEDILUM,,,,,TRITUM,"(Walker, 1856)",ITIS,,7,Shredder,Sprawler,1850
POTAMANTHUS,FALSE,,,,,,,,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,,,POTAMANTHIDAE,,,,POTAMANTHUS,,,,,,,,yes,4,Collector,Clinger,221
POTAMILUS ALATUS,FALSE,,,,,,,,FALSE,Other Non-Insect,80282,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,POTAMILUS,,,,,ALATUS,"(Say, 1817)",ITIS,,4,Filterer,Burrower,2240
POTAMILUS PURPURATUS,FALSE,,,,,,,,FALSE,Other Non-Insect,,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,POTAMILUS,,,,,PURPURATUS,,,yes,4,Filterer,Burrower,2241
POTAMOTHRIX BAVARICUS,FALSE,,,,,,,,FALSE,Oligochaeta,68787,Tubifex bavaricus,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,POTAMOTHRIX,,,,,BAVARICUS,"(Oschmann, 1913)",ITIS,,8,Collector,Burrower,1469
POTAMYIA FLAVA,FALSE,4,4_worse,CF,CN,,,multi,FALSE,Trichoptera,115552,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,POTAMYIA,,,,,FLAVA,"(Hagen, 1861)",ITIS,,6,Filterer,Clinger,1800
POTTHASTIA,FALSE,,,"CG,SC",SP,,,,FALSE,Chironomidae,128408,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,,POTTHASTIA,,,,,,Kieffer,ITIS,,0,Collector,Sprawler,1851
PRISTINA,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Oligochaeta,68876,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINA,,,,,,"Ehrenberg, 1828",ITIS,,4,Collector,Clinger,1436
PRISTINA AEQUISETA,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Oligochaeta,68879,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINA,,,,,AEQUISETA,"Bourne, 1891",ITIS,,4,Collector,Clinger,1427
PRISTINA LONGISETA,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Oligochaeta,68883,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINA,,,,,LONGISETA,"Ehrenberg, 1828",ITIS,,4,Collector,Clinger,1431
PRISTINA LONGISOMA,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Oligochaeta,,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINA,,,,,LONGISOMA,,,yes,8,Collector,Clinger,1433
PRISTINA OSBORNI,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Oligochaeta,68887,Pristinella osborni,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINA,,,,,OSBORNI,"(Walton, 1906)",ITIS,,4,Collector,Clinger,1434
PRISTINA SIMA,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Oligochaeta,68878,Pristinella sima,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINA,,,,,SIMA,"(Marcus, 1944)",ITIS,,4,Collector,Clinger,1435
PRISTINELLA,FALSE,,,,,,,,FALSE,Oligochaeta,69024,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,,PRISTINELLA,,,,,,"Brinkhurst, 1985",ITIS,,4,Collector,Clinger,1437
PROBEZZIA,FALSE,4,4_middle,PR,"BU,SP",,,multi,FALSE,Diptera,127729,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,CERATOPOGONINAE,SPHAEROMIINI,,PROBEZZIA,,,,,,"Kieffer, 1906",ITIS,,4,Predator,Sprawler,419
PROCLADIUS,FALSE,4,4_middle,PR,SP,,,multi,FALSE,Chironomidae,128277,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,,PROCLADIUS,,,,,,"Skuse, 1889",ITIS,,9,Predator,Sprawler,405
PROCLOEON,FALSE,4,4_middle,CG,SW,,,multi,FALSE,Ephemeroptera,206622,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,PROCLOEON,,,,,,"Bengtsson, 1915",ITIS,,2,Scraper,Sprawler,406
PRODIAMESA,FALSE,,,,,,,,FALSE,Chironomidae,128452,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,PRODIAMESINAE,,,PRODIAMESA,,,,,,"Kieffer, 1906",Other,,1,Collector,Clinger,1852
PROGOMPHUS,FALSE,4,4_better,PR,BU,,,uni,FALSE,Odonata,101718,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,,PROGOMPHUS,,,,,,"Selys, 1854",ITIS,,4,Predator,Burrower,1706
PROGOMPHUS OBSCURUS,FALSE,4,4_better,PR,BU,NF,pool,uni,FALSE,Odonata,101720,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,,PROGOMPHUS,,,,,OBSCURUS,"(Rambur, 1842)",ITIS,,4,Predator,Burrower,1705
PROMENETUS,FALSE,4,4_worse,SC,CB,,,,FALSE,Other Non-Insect,76621,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,PROMENETUS,,,,,,"F. C. Baker, 1935",ITIS,,6,Scraper,Sprawler,2207
PROSTOMA,FALSE,,,,,,,,FALSE,Other Non-Insect,57577,,ANIMALIA,NEMERTEA,,ENOPLA,,HOPLONEMERTEA,MONOSTILIFERA,,TETRASTEMMATIDAE,,,,PROSTOMA,,,,,,"Duges, 1828",ITIS,,6,Collector,Sprawler,2282
PROTANYPUS,FALSE,,,,,,,,FALSE,Chironomidae,128431,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,PROTANYPINI,,PROTANYPUS,,,,,,"Kieffer, 1906",Other,,6,Collector,Burrower,372
PROTOPTILA,FALSE,,,"SC,PR",CN,,,uni,FALSE,Trichoptera,115221,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,PROTOPTILINAE,,,PROTOPTILA,,,,,,"Banks, 1904",ITIS,,1,Scraper,Clinger,1774
PSECTROCLADIUS,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Chironomidae,129018,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,PSECTROCLADIUS,,,,,,Kieffer,ITIS,,2,Collector,Sprawler,1853
PSECTROTANYPUS,FALSE,4,4_middle,PR,SP,,,,FALSE,Chironomidae,128048,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,,PSECTROTANYPUS,,,,,,"Kieffer, 1909",Other,,8,Predator,Sprawler,1854
PSEPHENIDAE,FALSE,,,SC,CN,,,semi,FALSE,Coleoptera,114069,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,PSEPHENIDAE,,,,,,,,,,"Lacordaire, 1854",ITIS,,4,Scraper,Clinger,238
PSEUDIRON CENTRALIS,FALSE,,,PR,SP,,,uni,FALSE,Ephemeroptera,100674,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,PSEUDIRONIDAE,,,,PSEUDIRON,,,,,CENTRALIS,"McDunnough, 1931",ITIS,,6,Predator,Sprawler,1991
PSEUDOCHIRONOMUS,FALSE,4,4_middle,CG,BU,,,multi,FALSE,Chironomidae,129851,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,PSEUDOCHIRONOMINI,,PSEUDOCHIRONOMUS,,,,,,"Malloch, 1915",Other,,6,Predator,Sprawler,407
PSEUDOCLOEON,FALSE,4,4_worse,CG,"SW,CN",,,multi,FALSE,Ephemeroptera,100771,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,PSEUDOCLOEON,,,,,,"Klapalek, 1905",ITIS,,4,Collector,Clinger,1973
PSEUDOLIMNOPHILA,FALSE,3,,PR,BU,,,uni,FALSE,Diptera,120365,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,LIMNOPHILINAE,,,PSEUDOLIMNOPHILA,,,,,,"Alexander, 1919",Other,,4,Shredder,,1965
PSEUDORTHOCLADIUS,FALSE,,,CG,SP,,,,FALSE,Chironomidae,129052,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,PSEUDORTHOCLADIUS,,,,,,"Goetghebuer, 1943",Other,,0,Collector,,1855
PSEUDOSMITTIA,FALSE,4,4_middle,CG,SP,SG,snag,"multi,uni",FALSE,Chironomidae,129071,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,PSEUDOSMITTIA,,,,,,"Goetghebuer, 1932",ITIS,,6,Collector,Sprawler,134
PSEUDOSTENOPHYLAX,FALSE,,,SH,SP,,,uni,FALSE,Trichoptera,115989,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,PSEUDOSTENOPHYLACINAE,,,PSEUDOSTENOPHYLAX,,,,,,"Martynov, 1909",ITIS,,1,Shredder,Sprawler,2129
PSEUDOSUCCINEA COLUMELLA,FALSE,4,4_worse,SC,CB,,,,FALSE,Other Non-Insect,76529,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,LYMNAEIDAE,,,,PSEUDOSUCCINEA,,,,,COLUMELLA,"(Say, 1817)",ITIS,,7,Scraper,Sprawler,2175
PSILOMETRIOCNEMUS,FALSE,,,,,,,,FALSE,Chironomidae,129083,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,PSILOMETRIOCNEMUS,,,,,,Saether,ITIS,,2,Collector,Sprawler,1856
PSILOMETRIOCNEMUS TRIANNULATUS,FALSE,,,,,,,,FALSE,Chironomidae,129084,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,PSILOMETRIOCNEMUS,,,,,TRIANNULATUS,"Saether, 1969",ITIS,,2,Collector,Sprawler,10676
PSYCHODA,FALSE,4,4_worse,CG,BU,,,multi,FALSE,Diptera,125468,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,PSYCHODINAE,,,PSYCHODA,,,,,,"Latreille, 1797",Other,,9,Collector,Burrower,1933
PSYCHODIDAE,FALSE,4,4_worse,CG,BU,,,multi,FALSE,Diptera,125351,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,,,,,,,,,,"Bigot, 1854",Other,,9,Collector,Burrower,1934
PTERONARCYIDAE,FALSE,4,4_better,SH,CN,,,semi,FALSE,Plecoptera,102470,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,,,,,,,,,,"Newman, 1853",Other,,1,Shredder,Sprawler,1763
PTERONARCYS,FALSE,4,4_better,SH,CN,,,semi,FALSE,Plecoptera,102471,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,PTERONARCYS,,,,,,"Newman, 1838",ITIS,,1,Shredder,Sprawler,1762
PTERONARCYS CALIFORNICA,FALSE,,,,,,,,FALSE,Plecoptera,102473,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,PTERONARCYS,,,,,CALIFORNICA,"Newport, 1848",ITIS,,1,Shredder,Sprawler,1759
PTERONARCYS DORSATA,FALSE,4,4_better,SH,CN,,,semi,FALSE,Plecoptera,102478,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,PTERONARCYS,,,,,DORSATA,"(Say, 1823)",ITIS,,1,Shredder,Sprawler,1760
PTILOSTOMIS,FALSE,4,4_middle,SH,CN,RM,root_mat,uni,FALSE,Trichoptera,115868,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,PTILOSTOMIS,,,,,,"Kolenati, 1859",ITIS,,3,Shredder,Sprawler,2131
PTYCHOPTERA,FALSE,,,CG,BU,,,"multi,uni",TRUE,Diptera,125786,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PTYCHOPTERIDAE,PTYCHOPTERINAE,,,PTYCHOPTERA,,,,,,"Meigen, 1803",ITIS,,7,Collector,Sprawler,1935
PYCNOPSYCHE,FALSE,4,4_middle,SH,SP,,,uni,FALSE,Trichoptera,116409,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,STENOPHYLACINI,,PYCNOPSYCHE,,,,,,"Banks, 1905",ITIS,,3,Shredder,Sprawler,2132
PYGANODON GRANDIS,FALSE,,,,,,,,FALSE,Other Non-Insect,568179,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,PYGANODON,,,,,GRANDIS,"(Say, 1829)",ITIS,,4,Filterer,Burrower,6521
PYRALIDAE,FALSE,3,,SH,SP,NF,pool,multi,FALSE,Lepidoptera,117641,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,PYRALIDAE,,,,,,,,,,"Latreille, 1809",Other,,4,Shredder,Sprawler,2081
QUADRULA QUADRULA,FALSE,,,,,,,,FALSE,Other Non-Insect,80060,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,QUADRULA,,,,,QUADRULA,"(Rafinesque, 1820)",ITIS,,6,Filterer,Burrower,2251
QUISTADRILUS,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,974307,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,QUISTADRILUS,,,,,,"Brinkhurst, 1981",ITIS,,,,,1473
QUISTADRILUS MULTISETOSUS,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,974772,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,QUISTADRILUS,,,,,MULTISETOSUS,"(F. Smith, 1900)",ITIS,,,,,1472
RADOTANYPUS,FALSE,,,,,,,,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,,RADOTANYPUS,,,,,,"Fittkau and Murray, 1985",Other,,6,,,14525
RANATRA,FALSE,4,4_worse,PR,CN,,,"multi,uni",TRUE,Heteroptera,103748,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,NEPIDAE,RANATRINAE,,,RANATRA,,,,,,"Fabricius, 1790",ITIS,,6,Predator,Clinger,2060
