TaxaID,NonTarget,BCG_Attr_roman,BCG_Attr,BCG_Attr2,FFG,Habit,HABSTRUCT,LIFE_CYCLE,AirBreather,LargeRiver,Rank,Taxon_Group,Ins,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,OCC_RefNum,OCC_NotUsedForEPT,OWRB_TOLVAL,OCC_HBI_score,OWRB_FFG,OCC_FFG,OWRB_Habit,OWRB_LIFE_CYCLE
CAPNIIDAE,FALSE,III,3,,SH,SP,,uni,0,FALSE,Family,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,,,,,,,1,,SH,,CN,UNI
CARDIOCLADIUS,FALSE,IV_middle,4,4_middle,PR,BU,,multi,0,TRUE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CARDIOCLADIUS,,,,5,,PR,,BU,MULTI
CERACLEA,FALSE,IV_middle,4,4_middle,CG,"CN,SP",,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,ATHRIPSODINI,CERACLEA,,237.5,,4,4,CG,CG,UNKN,UNI
CERATOPOGONIDAE,FALSE,IV_middle,4,4_middle,PR,SP,,multi,0,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,,,,,87,,6,6,PR,,UNKN,UNI
CERATOPOGONINAE,FALSE,IV_middle,4,4_middle,PR,SP,,multi,0,FALSE,Subfamily,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,CERATOPOGONINAE,,,,,,NA,,"CG,PR",,UNKN,UNI
CERCOBRACHYS,FALSE,IV_middle,4,4_middle,CG,SP,,NA,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,CERCOBRACHYS,,131.5,,NA,7,CG,,UNKN,UNI
CHAETARTHRIA,FALSE,IV_middle,4,4_middle,"CG,PR",SW,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,CHAETARTHRIINI,CHAETARTHRIA,,,,5,,PR,,UNKN,UNKN
CHAETOGASTER,FALSE,,,,,,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,CHAETOGASTER,,12,,6,6,CG,CG,UNKN,UNKN
CHAOBORUS,FALSE,IV_middle,4,4_middle,PR,SP,NF,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,,,,8,,PR,,UNKN,UNI
CHAULIODES,FALSE,IV_middle,4,4_middle,PR,CN,,semi,0,FALSE,Genus,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,CHAULIODES,,166.5,,0,4,PR,,BU,UNKN
CHELIFERA/METACHELA,FALSE,IV_middle,4,4_middle,PR,"BU,SP",,NA,0,,Genus slash,DIPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,,,,,,,,,,
CHERNOVSKIIA,FALSE,,,,CG,SP,,,0,TRUE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHERNOVSKIIA,,,,NA,,UN,,UNKN,UNKN
CHEUMATOPSYCHE,FALSE,IV_worse,4,4_worse,CF,CN,,multi,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,CHEUMATOPSYCHE,,228,x,4,4,CF,CF,CN,UNI
CHIMARRA,FALSE,III,3,,CF,CN,CS,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,,247,,3,3,CF,CF,CN,UNI
CHIRONOMIDAE,FALSE,IV_middle,4,4_middle,CG,BU,,"uni,multi",0,FALSE,Family,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,,,,,,,6,,CG,,UNKN,MULTI
CHIRONOMINI,FALSE,IV_middle,4,4_middle,,,,,0,FALSE,Tribe,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,90,,8,8,CG,CG,BU,MULTI
CHIRONOMUS,FALSE,IV_worse,4,4_worse,CG,BU,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,,,,9.8,,"CG,SH",,BU,MULTI
CHLOROPERLIDAE,FALSE,III,3,,PR,CN,CS,uni,0,FALSE,Family,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,,,,,,,1,,PR,,CN,UNI
CHLOROTABANUS,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,DIACHLORINI,CHLOROTABANUS,,110.3,,6,6,PR,,UNKN,UNKN
CHOROTERPES,FALSE,III,3,,CG,CN,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,CHOROTERPES,,144,,2,2,CG,CG,UNKN,UNI
CHRYSOPS,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,CHRYSOPSINAE,CHRYSOPSINI,CHRYSOPS,,110.5,,6,6,"CG,PR","CG,PR",BU,UNI
CLADOCERA,FALSE,,,,,,,,0,FALSE,SubOrder,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,,,,,,,,,NA,,CF,,UNKN,MULTI
CLADOPELMA,FALSE,IV_middle,4,4_middle,CG,BU,NF,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA,,,,2.5,,CG,,BU,MULTI
CLADOTANYTARSUS,FALSE,IV_middle,4,4_middle,CG,CB,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,,,,3.7,,"CF,CG",,UNKN,MULTI
CLATHROSPERCHON,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,RHYNCHOHYDRACARIDAE,,,CLATHROSPERCHON,,,,NA,,PR,,UNKN,UNKN
CLIMACIA,FALSE,III,3,,PR,CB,,multi,0,FALSE,Genus,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,NEUROPTERA,HEMEROBIIFORMIA,,SISYRIDAE,,,CLIMACIA,,170.6,,4,4,PR,,UNKN,UNI
CLINOCERA,FALSE,IV_middle,4,4_middle,PR,CN,CS,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,CLINOCERINAE,,CLINOCERA,,98,,6,6,PR,,CN,UNI
CLINOTANYPUS,FALSE,IV_middle,4,4_middle,PR,BU,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,CLINOTANYPUS,,,,NA,,PR,,BU,MULTI
CLIOPERLA,FALSE,III,3,,PR,CN,,uni,0,,Genus,PLECOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,,,CLIOPERLA,,216,,,2,,,,
CLIOPERLA CLIO,FALSE,III,3,,PR,CN,CS,uni,0,FALSE,Species,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,ISOPERLINAE,,CLIOPERLA,CLIO,,,NA,,UN,,CN,UNKN
CLOEON,FALSE,,,,CG,SW,,NA,0,,Genus,EPHEMEROPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,CLOEON,,126,,,4,,OM,,
CNEPHIA,FALSE,IV_middle,4,4_middle,CF,NA,SG,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,CNEPHIA,,,,6,,CF,,UNKN,UNKN
COELOTANYPUS,FALSE,IV_middle,4,4_middle,PR,BU,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,COELOTANYPUS,,,,8,,PR,,UNKN,UNKN
COENAGRION/ENALLAGMA,FALSE,IV_worse,4,4_worse,PR,CB,,NA,0,FALSE,Genus slash,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,,,,,,,,,,
COENAGRIONIDAE,FALSE,IV_worse,4,4_worse,PR,CB,,uni,0,TRUE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,,,178,,9,9,PR,,UNKN,UNI
COLLEMBOLA,FALSE,,,,,,,,,FALSE,,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,HEXAPODA,COLLEMBOLA,,COLLEMBOLA,,,,,,,,,,NA,,UN,,UNKN,
CONSTEMPELLINA,FALSE,,,,CG,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CONSTEMPELLINA,,,,NA,,CG,,UNKN,MULTI
COPELATUS,FALSE,IV_middle,4,4_middle,PR,SW,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,COPELATINAE,COPELATINI,COPELATUS,,,,7,,PR,,UNKN,UNKN
COPEPODA,FALSE,,,,,,,,0,FALSE,SubClass,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MAXILLOPODA,COPEPODA,,,,,,,,,,,NA,,CG,,UNKN,MULTI
CORBICULA,FALSE,VI m,6m,,CF,BU,,multi,0,TRUE,Genus,BIVALVIA,NonIns,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,CORBICULOIDEA,CORBICULIDAE,,,CORBICULA,,275,,5,5,CF,CF,UNKN,SEMI
CORDULEGASTER/ZORAENA,FALSE,,,,,,,,0,FALSE,Genus slash,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,CORDULEGASTRIDAE,,,,,,,,,,,,
CORDULIIDAE,FALSE,IV_middle,4,4_middle,PR,CB,,uni,0,FALSE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,CORDULIIDAE,,,,,,,5,,PR,,UNKN,UNI
CORETHRELLA,FALSE,,,,,,,,,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CORETHRELLIDAE,,,CORETHRELLA,,,,,,,,,
CORIXIDAE,FALSE,IV_middle,4,4_middle,PR,SW,,multi,-1,TRUE,Family,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,,,,,,,8,,PR,,UNKN,UNI
CORTICACARUS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,,ARACHNIDA,,TROMBIDIFORMES,,,HYGROBATIDAE,,,CORTICACARUS,,,,8,,PR,,UNKN,UNKN
CORYDALIDAE,FALSE,IV_middle,4,4_middle,PR,CN,,"semi,uni",0,FALSE,Family,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,,,,,,,4,,PR,,UNKN,SEMI
CORYDALUS,FALSE,IV_middle,4,4_middle,PR,CN,CS,"semi,uni",0,TRUE,Genus,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,,,CORYDALUS,,167,,4,4,PR,,UNKN,SEMI
CORYNONEURA,FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CORYNONEURA,,,,6.2,,CG,,UNKN,MULTI
CRANGONYX,FALSE,IV_middle,4,4_middle,CG,SP,,uni,0,FALSE,Genus,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,CRANGONYCTIDAE,,,CRANGONYX,,,,2,,CG,,UNKN,UNI
CRICOTOPUS,FALSE,IV_middle,4,4_middle,"SH,CG",CN,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CRICOTOPUS,,,,8.7,,"CG,SH",,CN,MULTI
CRICOTOPUS/ORTHOCLADIUS,FALSE,IV_middle,4,4_middle,"SH,CG",CN,,multi,0,FALSE,Genus slash,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,,,,,,,,
CRYPTOCHIRONOMUS,FALSE,IV_worse,4,4_worse,PR,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CRYPTOCHIRONOMUS,,,,6.7,,PR,,UNKN,MULTI
CRYPTOLABIS,FALSE,,,,,,,,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,CHIONEINAE,,CRYPTOLABIS,,,,3,,"CG,SH",,BU,UNI
CRYPTOTENDIPES,FALSE,IV_middle,4,4_middle,CG,"BU,SP",NF,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CRYPTOTENDIPES,,,,6.1,,UN,,UNKN,MULTI
CULEX,FALSE,IV_worse,4,4_worse,CF,SW,RM,multi,-1,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,CULEX,,,,NA,,CF,,UNKN,UNI
CULICIDAE,FALSE,IV_middle,4,4_middle,CG,SW,,multi,-1,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,,,,,,,NA,,CG,,UNKN,UNI
CURCULIONIDAE,FALSE,IV_middle,4,4_middle,SH,CN,,uni,0,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,CURCULIONIDAE,,,,,,,NA,,SH,,UNKN,UNKN
CYMBIODYTA,FALSE,IV_middle,4,4_middle,CG,"BU,SW",,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,CYMBIODYTA,,,,7,,PR,,BU,SEMI
CYRNELLUS,FALSE,IV_worse,4,4_worse,CF,CN,,uni,0,,Genus,TRICHOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,,,CYRNELLUS,,250,,,6,,CF,,
CYRNELLUS FRATERNUS,FALSE,IV_worse,4,4_worse,CF,CN,SG,uni,0,FALSE,Species,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,POLYCENTROPODINAE,,CYRNELLUS,FRATERNUS,,,6,,CF,,UNKN,UNKN
DASYHELEA,FALSE,,,,,,,,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,DASYHELEINAE,,DASYHELEA,,87.75,,6,6,CG,CG,UNKN,UNI
DEMEIJEREA,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DEMEIJEREA,,,,NA,,UN,,UNKN,UNKN
DEMICRYPTOCHIRONOMUS,FALSE,,,,CG,BU,CS,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DEMICRYPTOCHIRONOMUS,,,,NA,,CG,,BU,MULTI
DERO,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,DERO,,13,,10,10,CG,CG,UNKN,UNKN
DESMOPACHRIA,FALSE,IV_middle,4,4_middle,PR,SW,,multi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYPHYDRINI,DESMOPACHRIA,,,,NA,,PR,,UNKN,SEMI
DIAMESA,FALSE,III,3,,CG,SP,CS,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,DIAMESA,,,,7.7,,CG,,UNKN,MULTI
DIAMESINAE,FALSE,III,3,,,,,,0,FALSE,Subfamily,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,,,,91,,6,6,CG,CG,UNKN,MULTI
DIBUSA,FALSE,,,,,,,,0,,Genus,TRICHOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,,,DIBUSA,,233,,,4,,SC,,
DIBUSA ANGATA,FALSE,IV_middle,4,4_middle,,"CB,CN",,uni,0,FALSE,Species,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,DIBUSA,ANGATA,,,3,,SC,,CN,UNKN
DICRANOMYIA,FALSE,,,,,,,,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMONIINAE,,DICRANOMYIA,,,,3,,SH,,BU,UNI
DICRANOTA,FALSE,IV_middle,4,4_middle,PR,"SP,BU",,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,PEDICIIDAE,PEDICIINAE,,DICRANOTA,,,,3,,PR,,UNKN,UNI
DICROTENDIPES,FALSE,IV_worse,4,4_worse,CG,BU,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,,,,9.1,,"CF,CG",,BU,MULTI
DIDYMOPS TRANSVERSA,FALSE,IV_middle,4,4_middle,PR,SP,,semi,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,MACROMIIDAE,,,DIDYMOPS,TRANSVERSA,,,NA,,PR,,UNKN,UNKN
DINEUTUS,FALSE,IV_middle,4,4_middle,PR,SW,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,GYRINIDAE,,,DINEUTUS,,,,NA,,PR,,UNKN,UNKN
DIPHETOR HAGENI,FALSE,,,,CG,SW,,multi,0,FALSE,Species,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,DIPHETOR,HAGENI,,,5,,CG,,SW,MULTI
DIPLECTRONA,FALSE,,,,,,,,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,DIPLECTRONINAE,,DIPLECTRONA,,,,4,,CF,,CN,UNKN
DIPLOCLADIUS CULTRIGER,FALSE,IV_middle,4,4_middle,CG,SP,,uni,0,FALSE,Species,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,DIPLOCLADIUS,CULTRIGER,,,7.7,,CG,,UNKN,MULTI
DIPTERA,FALSE,,,,NA,CB,,NA,0,FALSE,Order,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,,,,,,,,,,NA,,UN,,UNKN,UNI
DIURA,FALSE,,,,,,,,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,PERLODINI,DIURA,,,,NA,,"PR,SC",,UNKN,UNI
DIXELLA,FALSE,IV_middle,4,4_middle,CG,SW,RM,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,DIXIDAE,,,DIXELLA,,95.8,,NA,,CG,CG,UNKN,UNI
DOLICHOPODIDAE,FALSE,IV_middle,4,4_middle,PR,"SP,BU",,NA,-1,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,DOLICHOPODIDAE,,,,,,,4,,PR,,UNKN,UNI
DOLOPHILODES,FALSE,III,3,,CF,CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,,,DOLOPHILODES,,247.5,,3,3,CG,CG,CN,UNI
DREISSENA,FALSE,VI m,6m,,CF,CN,,uni,0,FALSE,Genus,BIVALVIA,NonIns,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,,DREISSENIDAE,,,DREISSENA,,,,,,,,,
