TaxaID,NonTarget,BCG_Attr_roman,BCG_Attr,BCG_Attr2,FFG,Habit,HABSTRUCT,LIFE_CYCLE,AirBreather,LargeRiver,Rank,Taxon_Group,Ins,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,OCC_RefNum,OCC_NotUsedForEPT,OWRB_TOLVAL,OCC_HBI_score,OWRB_FFG,OCC_FFG,OWRB_Habit,OWRB_LIFE_CYCLE
LUMBRICULUS,FALSE,IV_middle,4,4_middle,CG,BU,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,,,LUMBRICULIDAE,,,LUMBRICULUS,,,,NA,,CG,,BU,UNKN
LUTROCHUS,FALSE,III,3,,SH,SP,,semi,0,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,LUTROCHIDAE,,,LUTROCHUS,,,,NA,,UN,,UNKN,UNKN
LYMNAEA,FALSE,IV_middle,4,4_middle,SC,CB,,multi,0,,Genus,GASTROPODA,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,LYMNAEA,,264,,,6,,SC,,
LYMNAEIDAE,FALSE,IV_middle,4,4_middle,SC,CB,,multi,0,TRUE,Family,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,,,,,6,,SC,,UNKN,UNI
LYPE DIVERSA,FALSE,,,,,,,,0,FALSE,Species,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PSYCHOMYIIDAE,PSYCHOMYIINAE,,LYPE,DIVERSA,,,2,,SC,,UNKN,UNKN
MACCAFFERTIUM,FALSE,IV_middle,4,4_middle,SC,CN,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,MACCAFFERTIUM,,137.1,,NA,3.1,"CG,SC",OM,UNKN,UNI
MACROMIA,FALSE,IV_middle,4,4_middle,PR,SP,,semi,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,MACROMIIDAE,,,MACROMIA,,195,,3,3,PR,,UNKN,UNKN
MACROMIIDAE,FALSE,IV_middle,4,4_middle,PR,SP,,NA,0,FALSE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,MACROMIIDAE,,,,,,,NA,,PR,,UNKN,SEMI
MACRONYCHUS,FALSE,IV_middle,4,4_middle,CG,CN,,"semi,uni",0,,Genus,COLEOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,MACRONYCHUS,,57,,,4,,OM,,
MACRONYCHUS GLABRATUS,FALSE,IV_middle,4,4_middle,CG,CN,SG,"semi,uni",0,FALSE,Species,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,MACRONYCHINI,MACRONYCHUS,GLABRATUS,,,4,,OM,,CN,UNKN
MACROSTEMUM,FALSE,,,,,,,,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,MACRONEMATINAE,MACRONEMATINI,MACROSTEMUM,,229.3,,4,4,CF,CF,CN,UNKN
MARILIA,FALSE,,,,SH,CN,,,0,FALSE,Species,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,ODONTOCERIDAE,ODONTOCERINAE,,MARILIA,FLEXUOSA,,,0,,SH,,UNKN,SEMI
MAYATRICHIA,FALSE,IV_middle,4,4_middle,SC,CN,,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,NEOTRICHIINI,MAYATRICHIA,,235.2,,1,4,SC,,CN,MULTI
MERAMECIA,FALSE,,,,,,,,,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LIMNESIIDAE,,,MERAMECIA,,,,NA,,PR,,UN,
MERRAGATA,FALSE,,,,PR,SK,,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HEBRIDAE,HEBRINAE,,MERRAGATA,,,,NA,,PR,,UNKN,UNKN
MESOCRICOTOPUS,FALSE,,,,CG,SP,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,MESOCRICOTOPUS,,,,NA,,CG,,SP,MULTI
MESOSMITTIA,FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,MESOSMITTIA,,,,NA,,UN,,UNKN,UNKN
MESOVELIA,FALSE,IV_worse,4,4_worse,PR,"SK,CB",RM,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,MESOVELIIDAE,,,MESOVELIA,,,,NA,,PR,,UNKN,UNI
METRICHIA,FALSE,,,,,,,,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,OCHROTRICHIINI,METRICHIA,,,,NA,,UN,,CN,MULTI
METROBATES,FALSE,IV_middle,4,4_middle,PR,SK,,uni,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,GERRIDAE,TREPOBATINAE,,METROBATES,,,,7,,PR,,UNKN,UNI
MIATHYRIA,FALSE,,,,,,,,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,MIATHYRIA,,192.85,,,9,,,,
MICRASEMA,FALSE,,,,SH,CN,,semi,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,BRACHYCENTRIDAE,,,MICRASEMA,,,,1,,OM,,CN,UNI
MICROCYLLOEPUS,FALSE,III,3,,CG,CN,,semi,0,TRUE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,MICROCYLLOEPUS,,58,,4,4,CG,CG,CN,SEMI
MICROMENETUS,FALSE,,,,SC,CB,,multi,0,FALSE,Genus,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,MICROMENETUS,,,,7,,SC,,UNKN,UNI
MICROPSECTRA,FALSE,IV_middle,4,4_middle,CG,CB,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,MICROPSECTRA,,,,1.4,,CG,,UNKN,MULTI
MICROTENDIPES,FALSE,III,3,,CF,CN,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,,,,6.2,,"CF,CG",,CN,MULTI
MICROVELIA,FALSE,IV_middle,4,4_middle,PR,SK,,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,VELIIDAE,MICROVELIINAE,,MICROVELIA,,,,8,,PR,,UNKN,UNI
MIDEOPSIS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,MIDEOPSIDAE,,,MIDEOPSIS,,,,NA,,PR,,UNKN,MULTI
MOCHLONYX,FALSE,,,,,,,,,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,MOCHLONYX,,,,8,,PR,,UNKN,UNKN
MOMONIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,MOMONIIDAE,,,MOMONIA,,,,NA,,PR,,UNKN,UNKN
MONATRACTIDES,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,TORRENTICOLIDAE,,,MONATRACTIDES,,,,NA,,PR,,UNKN,UNKN
MONODIAMESA,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,PRODIAMESINAE,,MONODIAMESA,,,,7,,CG,,SP,MULTI
MUSCIDAE,FALSE,IV_middle,4,4_middle,PR,SP,,NA,0,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,MUSCIDAE,,,,,,,6,,PR,,UNKN,UNI
MUSCULIUM/SPHAERIUM,FALSE,IV_middle,4,4_middle,CF,BU,,uni,0,FALSE,Genus slash,BIVALVIA,NonIns,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,,SPHAERIIDAE,,,,,,,,,,,,
MYSTACIDES,FALSE,,,,,,,,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDINI,MYSTACIDES,,,,4,,CG,,UNKN,UNI
MYXOSARGUS,FALSE,IV_worse,4,4_worse,CG,SP,,,-1,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,PROSOPOCHRYSINI,MYXOSARGUS,,,,8,,CG,,UNKN,UNKN
NAIDIDAE,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Family,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,,,,,11,,8,8,CG,CG,UNKN,UNI
NAIDINAE,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Subfamily,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,,,,,8,,CG,,UN,UNKN
NAIS,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,NAIS,,14,,8,8,CG,CG,UNKN,UNI
NANOCLADIUS,FALSE,IV_middle,4,4_middle,CG,SP,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,NANOCLADIUS,,,,4.9,,CG,,UNKN,MULTI
NASIAESCHNA,FALSE,IV_middle,4,4_middle,PR,CB,,semi,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,NASIAESCHNA,,174,,,3,,,,
NASIAESCHNA PENTACANTHA,FALSE,IV_middle,4,4_middle,PR,CB,RM,semi,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,NASIAESCHNA,PENTACANTHA,,,3,,PR,,UNKN,UNKN
NATARSIA,FALSE,III,3,,PR,SP,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,NATARSIINI,NATARSIA,,,,10,,PR,,UNKN,MULTI
NAUCORIDAE,FALSE,,,,,,,,-1,FALSE,Family,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,NAUCORIDAE,,,,,,,NA,,PR,,UNKN,UNKN
NAUTARACHNA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,PIONIDAE,,,NAUTARACHNA,,,,8,,PR,,UN,UNKN
NECTOPSYCHE,FALSE,IV_middle,4,4_middle,SH,"CB,SP",,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,NECTOPSYCHINI,NECTOPSYCHE,,238,,4,4,OM,OM,UNKN,UNI
NEMATA,FALSE,IV_middle,4,4_middle,NA,BU,,,0,FALSE,Phylum,OTHER NON-INSECT,NonIns,ANIMALIA,NEMATA,,,,,,,,,,,,,,NA,,PA,,UNKN,UNKN
NEMATOMORPHA,FALSE,IV_middle,4,4_middle,PA,BU,,NA,0,FALSE,Phylum,OTHER NON-INSECT,NonIns,ANIMALIA,NEMATOMORPHA,,,,,,,,,,,,281.25,,NA,,PA,PA,UNKN,MULTI
NEMOTELUS,FALSE,IV_worse,4,4_worse,CG,SP,,uni,-1,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,NEMOTELINAE,,NEMOTELUS,,107.8,,8,8,CG,CG,UNKN,UNI
NEMOURIDAE,FALSE,III,3,,SH,"CN,SP",,uni,0,FALSE,Family,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,,,,,,,2,,SH,,CN,UNI
NEOACARUS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,NEOACARIDAE,,,NEOACARUS,,,,4,,PR,,UNKN,UNKN
NEOBIDESSUS,FALSE,,,,,,,,,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,BIDESSINI,NEOBIDESSUS,,,,NA,,PR,,SW,UNKN
NEOCHOROTERPES,FALSE,IV_better,4,4_better,CG,CN,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,NEOCHOROTERPES,,146,,2,2,CG,CG,CN,UNI
NEOELMIS,FALSE,,,,,,,,0,,Genus,COLEOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,NEOELMIS,,58.5,,,4,,CG,,
NEOELMIS CAESA,FALSE,,,,,,,,,FALSE,Species,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,NEOELMIS,CAESA,,,4,,CG,,CN,UNKN
NEOLIMNOCHARES,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LIMNOCHARIDAE,,,NEOLIMNOCHARES,,,,NA,,PR,,UN,UNKN
NEOPERLA,FALSE,IV_better,4,4_better,PR,CN,,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,PERLINAE,NEOPERLINI,NEOPERLA,,213,,1,1,PR,,UNKN,UNKN
NEOPHYLAX,FALSE,III,3,,SC,CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,THREMMATIDAE,,,NEOPHYLAX,,,,3,,SC,,CN,UNI
NEOPLEA,FALSE,IV_worse,4,4_worse,PR,"SW,CN",RM,"multi,uni",-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,PLEIDAE,,,NEOPLEA,,,,NA,,PH,,UNKN,UNKN
NEOPORUS,FALSE,IV_worse,4,4_worse,PR,SW,,multi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,NEOPORUS,,,,7,,PR,,UNKN,SEMI
NEOSTEMPELLINA REISSI,FALSE,,,,,,,,0,FALSE,Species,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,NEOSTEMPELLINA,REISSI,,,2,,CG,,CM,MULTI
NEOTRICHIA,FALSE,IV_middle,4,4_middle,SC,CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,NEOTRICHIINI,NEOTRICHIA,,235.3,,4,4,SC,SC,CN,MULTI
NEUMANIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,UNIONICOLIDAE,,,NEUMANIA,,,,NA,,PR,,UNKN,UNKN
NEURECLIPSIS,FALSE,IV_middle,4,4_middle,CF,CN,SG,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,POLYCENTROPODINAE,,NEURECLIPSIS,,251,,6,6,CF,CF,UNKN,UNI
NEUROCORDULIA,FALSE,IV_middle,4,4_middle,PR,CB,,uni,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,NEUROCORDULIA,,181.5,,,5,,,,
NIGRONIA,FALSE,III,3,,PR,CN,,semi,0,FALSE,Genus,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,NIGRONIA,,168,,4,4,PR,,BU,UNKN
NILOTANYPUS,FALSE,IV_middle,4,4_middle,PR,SP,CS,"multi,uni",0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,NILOTANYPUS,,,,6,,PR,,SP,MULTI
NILOTHAUMA,FALSE,IV_middle,4,4_middle,CG,BU,SG,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,NILOTHAUMA,,,,5.5,,UN,,UNKN,MULTI
NIXE,FALSE,IV_better,4,4_better,"SC,PR",CN,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,NIXE,,,,4,,SC,,CN,UNI
NOTONECTA,FALSE,IV_middle,4,4_middle,PR,"SW,CB",,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,NOTONECTIDAE,NOTONECTINAE,NOTONECTINI,NOTONECTA,,,,NA,,PR,,UNKN,UNI
NYCTIOPHYLAX,FALSE,IV_middle,4,4_middle,PR,CN,SG,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,POLYCENTROPODINAE,,NYCTIOPHYLAX,,,,6,,CF,,UNKN,UNI
OCHROTRICHIA,FALSE,IV_middle,4,4_middle,CG,"CN,CB",,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,OCHROTRICHIINI,OCHROTRICHIA,,235.5,,4,4,CG,CG,CN,MULTI
OCHTHEBIUS,FALSE,IV_worse,4,4_worse,SC,CN,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDRAENIDAE,OCHTHEBIINAE,OCHTHEBIINI,OCHTHEBIUS,,,,4,,PR,,CN,SEMI
ODONTOCERIDAE,FALSE,,,,,,,,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,ODONTOCERIDAE,,,,,,,0,,SH,,UNKN,UNKN
ODONTOMYIA/HEDRIODISCUS,FALSE,IV_worse,4,4_worse,CG,SP,,NA,-1,FALSE,Genus slash,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,STRATIOMYINI,,,,,,,,,,
OECETIS,FALSE,IV_middle,4,4_middle,PR,"CN,SP",,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,OECETINI,OECETIS,,239,,4,4,PR,,CN,UNI
OLIGOCHAETA,FALSE,IV_middle,4,4_middle,CG,BU,,,0,FALSE,SubClass,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,,,,,,,,,,,NA,,CG,,UNKN,UNI
OPHIDONAIS,FALSE,,,,,,,,0,,Genus,OLIGOCHAETA,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,OPHIDONAIS,,15,,,8,,CG,,
OPHIDONAIS SERPENTINA,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Species,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,OPHIDONAIS,SERPENTINA,,,6,,CG,,UN,UNI
OPHIOGOMPHUS,FALSE,III,3,,PR,BU,,semi,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,OPHIOGOMPHUS,,189,,,1,,,,
OPTIOSERVUS,FALSE,IV_better,4,4_better,SC,CN,,semi,0,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,OPTIOSERVUS,,,,4,,SC,,CN,SEMI
ORDOBREVIA,FALSE,,,,,,,,,FALSE,,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,ORDOBREVIA,,,,,,,,,
ORIBATIDA,FALSE,,,,,,,,0,FALSE,SubOrder,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,SARCOPTIFORMES,ORIBATIDA,,,,,,,,,NA,,UN,,UNKN,UNKN
ORMOSIA,FALSE,IV_middle,4,4_middle,CG,BU,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,CHIONEINAE,,ORMOSIA,,119,,3,3,CG,CG,BU,UNI
ORTHOCLADIINAE,FALSE,IV_middle,4,4_middle,,,,,0,FALSE,Subfamily,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,92,,6,6,CG,CG,UNKN,MULTI
