TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,HABSTRUCT,HABSTRUCT_Full,BioticIndex_MO,BISource_MO,FFG_MO,PrimaryFFG_MO,SecondaryFFG_MO,FFG_Source,FHG_MO,PrimaryHabit_MO,SecondaryHabit_MO,FHG_Source,Phylum,Class,Subclass,Order,Family,Subfamily,Tribe,Genus
POLYPEDILUM LAETUM,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM ONTARIO,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM SCALAENUM GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",multi,FALSE,,,,L,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM TRIGONUM,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM TRITUM,FALSE,4,4_middle,"SH,CG","CB,CN",multi,FALSE,,,6.8,KY,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POMATIOPSIS LAPIDARIA,FALSE,,,SC,CB,,FALSE,,,,,,,,,,,,,MOLLUSCA,GASTROPODA,,LITTORINIDA,POMATIOPSIDAE,,,POMATIOPSIS
POTAMANTHIDAE,FALSE,4,4_worse,CF,BU,NA,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POTAMANTHIDAE,,,
POTAMOTHRIX,FALSE,,,,,,FALSE,,,,,,,,,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,POTAMOTHRIX
POTAMOTHRIX BAVARICUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ANNELIDA,OLIGOCHAETA,,TUBIFICIDA,NAIDIDAE,,,POTAMOTHHRIX
POTAMYIA FLAVA,FALSE,4,4_worse,CF,CN,multi,FALSE,,,5,H,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,POTAMYIA
POTTHASTIA,FALSE,,,"CG,SC",SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,DIAMESINAE,,POTTHASTIA
PRIONOCERA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PRIONOCERA
PROCAMBARUS,FALSE,,,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS
PROCAMBARUS ACUTUS,FALSE,4,4_middle,CG,SP,NA,FALSE,,,,,,,,,,,,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,,PROCAMBARUS
PROCAMBARUS GRACILIS,FALSE,,,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS
PROCLADIUS,FALSE,4,4_middle,PR,SP,multi,FALSE,,,9.3,L,"Pr,Ga",PR,GA,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,PROCLADIUS
PROCLOEON,FALSE,4,4_middle,CG,SW,multi,FALSE,,,6.3,L,"Ga,Sc",GA,SC,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PROCLOEON
PROGOMPHUS,FALSE,4,4_better,PR,BU,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,PROGOMPHUS
PROGOMPHUS OBSCURUS,FALSE,4,4_middle,PR,BU,uni,FALSE,NF,pool,8.7,L,Pr,PR,,MC**,Bu,BU,,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,PROGOMPHUS
PROSIMULIUM,FALSE,3,,CF,CN,uni,FALSE,CS,coarse,2.6,L,"Fi,Sc",FI,SC,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,,PROSIMULIUM
PROSTOIA,FALSE,,,SH,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,,PROSTOIA
PROTOPLASA FITCHII,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TANYDERIDAE,,,PROTOPLASA
PROTOPTILA,FALSE,,,"SC,PR",CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,,PROTOPTILA
PSECTROCLADIUS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,3.8,L,"Ga,Sh",GA,SH,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PSECTROCLADIUS
PSECTROTANYPUS,FALSE,4,4_middle,PR,SP,NA,FALSE,,,10,L,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,PSECTROTANYPUS
PSEPHENUS HERRICKI,FALSE,4,4_better,SC,CN,semi,FALSE,CS,coarse,2.5,L,Sc,SC,,MC**,Cg,CG,,,ARTHROPODA,INSECTA,,COLEOPTERA,PSEPHENIDAE,,,PSEPHENUS
PSEUDOCENTROPTILOIDES,FALSE,,,CG,"SW,CN",,FALSE,,,5,KY,Ga,GA,,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PSEUDOCENTROPTILOIDES
PSEUDOCHIRONOMUS,FALSE,4,4_middle,CG,BU,multi,FALSE,,,4.2,L,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PSEUDOCHIRONOMINI,PSEUDOCHIRONOMUS
PSEUDOCLOEON,FALSE,4,4_worse,CG,"SW,CN",multi,FALSE,,,4,KY,"Ga,Sc",GA,SC,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PSEUDOCLOEON
PSEUDODIAMESA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,PSEUDODIAMESA
PSEUDOLIMNOPHILA,FALSE,3,,PR,BU,uni,FALSE,,,7.3,L,Pr,PR,,EPA,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PSEUDOLIMNOPHILA
PSEUDORTHOCLADIUS,FALSE,,,CG,SP,,FALSE,,,0,L,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PSEUDORTHOCLADIUS
PSEUDOSMITTIA,FALSE,4,4_middle,CG,SP,"multi,uni",FALSE,SG,snag,4,KS,Ga,GA,,EPA,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PSEUDOSMITTIA
PSEUDOSUCCINEA,FALSE,4,4_worse,SC,CB,NA,FALSE,,,7.2,L,Sc,SC,,KY,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,,PSEUDOSUCCINEA
PSILOMETRIOCNEMUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PSILOMETICNEMUS
PSYCHODA,FALSE,4,4_worse,CG,BU,multi,FALSE,,,9.9,L,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,PSYCHODA
PSYCHODIDAE,FALSE,4,4_worse,CG,BU,multi,FALSE,,,10,H,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,
PSYCHOMYIA,FALSE,4,4_middle,"CG,SC",CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,,PSYCHOMYIA
PSYCHOMYIIDAE,FALSE,4,4_middle,CG,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,,
PTERONARCYIDAE,FALSE,4,4_better,SH,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,,
PTERONARCYS PICTETII,FALSE,4,4_better,SH,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,,PTERONARCYS
PTILOSTOMIS,FALSE,4,4_middle,SH,CN,uni,FALSE,RM,root_mat,6.7,L,"Sh,Pr",SH,PR,MC,Cl,CL,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,,PTILOSTOMIS
PTYCHOPTERA,FALSE,,,CG,BU,"multi,uni",TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,PTYCHOPTERIDAE,,,PTYCHOPTERA
PYCNOPSYCHE,FALSE,4,4_middle,SH,SP,uni,FALSE,,,2.3,L,"Sh,Sc",SH,SC,MC,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,PYCNOPSYCHE
PYRALIDAE,FALSE,3,,SH,SP,multi,FALSE,NF,pool,3,KY,,,,,,,,,ARTHROPODA,INSECTA,,LEPIDOPTERA,PYRALIDAE,,,
QUISTRADRILUS MULTISETOSUS,FALSE,4,4_middle,CG,BU,NA,FALSE,,,,B,Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,,,QUISTRADRILUS
RANATRA,FALSE,4,4_worse,PR,CN,"multi,uni",TRUE,,,7.5,L,"Pr,Pi",PR,PI,MC,Cl,CL,,,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,RANATRA
RANATRA BUENOI,FALSE,4,4_worse,PR,CN,,TRUE,,,7.8,KY,"Pr,Pi",PR,PI,MC**,Cl,CL,,,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,RANATRA
RANATRA FUSCA,FALSE,4,4_worse,PR,CN,"multi,uni",TRUE,RM,root_mat,7.3,KS,"Pr,Pi",PR,PI,MC**,Cl,CL,,,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,RANATRA
RANATRA KIRKALDYI,FALSE,4,4_worse,PR,CN,"multi,uni",TRUE,,,5.5,KS,"Pr,Pi",PR,PI,MC**,Cl,CL,,,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,RANATRA
RANATRA NIGRA,FALSE,4,4_worse,PR,CN,"multi,uni",TRUE,RM,root_mat,6.4,KS,"Pr,Pi",PR,PI,MC**,Cl,CL,,,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,RANATRA
RHABDOMASTIX,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,RHABDOMASTIX
RHAGOVELIA,FALSE,4,4_middle,PR,SK,uni,TRUE,CS,coarse,7.3,KS,"Pr,Pi",PR,PI,MC,Sk,SK,,,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,RHAGOVELIA
RHAMPHOMYIA,FALSE,,,PR,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,RHAMPHOMYIA
RHANTUS,FALSE,,,PR,SW,"multi,uni",TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,RHANTUS
RHEOCRICOTOPUS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.3,L*,"Ga,Sh",GA,SH,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,RHEOCRICOTOPUS
RHEOSMITTIA,FALSE,4,4_middle,CG,BU,multi,FALSE,,,7.1,L*,Ga,GA,,EPA,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,RHEOSMITTIA
RHEOTANYTARSUS,FALSE,4,4_middle,CF,CN,multi,FALSE,,,6.4,L,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,RHEOTANYTARSUS
RHEUMATOBATES,FALSE,4,4_middle,PR,SK,uni,TRUE,,,6.4,KS,"Pr,Pi",PR,PI,MC,Sk,SK,,,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,RHEUMATOBATES
RHITHROGENA,FALSE,,,CG,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,RHITHROGENA
RHYACOPHILA,FALSE,3,,PR,CN,uni,FALSE,CS,coarse,0.8,L*,"Pr,Sc",PR,SC,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,RHYACOPHILIDAE,,,RHYACOPHILA
RHYACOPHILIDAE,FALSE,,,,,,,,,,,,,,,,,,,,,,TRICHOPTERA,RHYACOPHILIDAE,,,
ROBACKIA,FALSE,4,4_middle,CG,BU,uni,FALSE,,,3.4,L*,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ROBACKIA
SAETHERIA,FALSE,4,4_middle,CG,BU,"multi,uni",FALSE,,,8.1,L,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,SAETHERIA
SALDIDAE,FALSE,4,4_middle,PR,CB,multi,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,
SALPINGIDAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,SALPINGIDAE,,,
SCATHOPHAGIDAE,FALSE,,,,,,FALSE,,,,,"Sh,Pa",SH,PR,MC,"Bu,Sp",BU,SP,,ARTHROPODA,INSECTA,,DIPTERA,SCATOPHAGIDAE,,,
SCELIONIDAE,TRUE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HYMENOPTERA,SCELIONIDAE,,,
SCIARIDAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,SCIARIDAE,,,
SCIOMYZIDAE,FALSE,5,,PR,BU,multi,FALSE,,,6,KY,Pr,PR,PA,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,SCIOMYZIDAE,,,
SCIRTES,FALSE,4,4_middle,SC,CB,,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,,SCIRTES
SCIRTIDAE,FALSE,4,4_middle,SC,CB,NA,TRUE,,,5,B,"Sc,Ga",SC,GA,MC,"Cl,Sp",CL,SP,,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,,
SERRATELLA,FALSE,2,,CG,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,,SERRATELLA
SERRATELLA FRISONI,FALSE,2,,CG,CN,,,,,,,,,,,,,,,,,,EPHEMEROPTERA,EPHEMERELLIDAE,,,SERRATELLA
SERRATELLA SERRATOIDES,FALSE,2,,CG,CN,,,,,,,,,,,,,,,,,,EPHEMEROPTERA,EPHEMERELLIDAE,,,SERRATELLA
SETODES,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,SETODES
SHIPSA ROTUNDA,FALSE,,,SH,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,,SHIPSA
SIALIDAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,MEGALOPTERA,SIALIDAE,,,SIALIDAE
SIALIS,FALSE,4,4_middle,PR,BU,uni,FALSE,,,7.5,L,"Pr,Ga",PR,GA,MC,"Bu,Cl",BU,CL,,ARTHROPODA,INSECTA,,MEGALOPTERA,SIALIDAE,,,SIALIS
SIGARA,FALSE,4,4_middle,PH,SW,multi,TRUE,NF,pool,4.6,KS,"Pi,Ga",PI,GA,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,SIGARA
SILVIUS,FALSE,4,4_middle,PR,SP,uni,FALSE,,,,,Pr,PR,,EPA,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,SILVIUS
SIMULIIDAE,FALSE,4,4_middle,CF,CN,uni,FALSE,,,6,H,"Fi,Sc",FI,SC,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,,
SIMULIUM,FALSE,4,4_middle,CF,CN,multi,FALSE,,,4.4,L,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,,SIMULIUM
SIPHLONURIDAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,SIPHLONURIDAE,,,
SIPHLONURUS,FALSE,3,,CG,"SW,CB",uni,FALSE,,,2.6,L,"Ga,Sc",GA,SC,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,SIPHLONURIDAE,,,SIPHLONURUS
SISYRA,FALSE,3,,PR,CB,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,,SISYRA
SISYRIDAE,FALSE,3,,PR,CB,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,,
SMITTIA,FALSE,4,4_middle,CG,BU,"multi,uni",FALSE,,,4,KS,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,SMITTIA
SOMATOCHLORA,FALSE,4,4_middle,PR,"SP,CB","semi,uni",FALSE,,,8.9,L,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA
SPARBARUS,FALSE,4,4_middle,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,SPARBARUS
SPERCHOPSIS,FALSE,4,4_middle,"PR,CG",CN,uni,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,SPERCHOPSIS
SPHAERIUM (PISIDIIDAE),FALSE,,,,,,FALSE,,,,,,,,,,,,,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,SPHAERIUM
SPIROSPERMA,FALSE,4,4_middle,CG,BU,,FALSE,,,,,,,,,,,,,ANNELIDA,OLIGOCHAETA,,TUBIFICIDA,NAIDIDAE,,,SPIROSPERMA
STAGNICOLA,FALSE,5,,SC,CB,multi,FALSE,,,,,,,,,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,,STAGNICOLA
STEGOPTERNA,FALSE,4,4_middle,CF,CN,uni,FALSE,,,5,H*,"Fi,Sc",FI,SC,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,,STEGOPTERNA
STEINOVELIA,FALSE,,,,,multi,-1,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,STEINOVELIA
STEMPELLINA,FALSE,3,,CG,CB,NA,FALSE,NF,pool,2,L,Ga,GA,FI,MC,"Cl,Sp",CL,SP,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA
STEMPELLINELLA,FALSE,3,,CG,CB,multi,FALSE,,,5.3,L,Ga,GA,FI,MC***,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA
STENACRON,FALSE,4,4_middle,CG,CN,multi,FALSE,,,7.1,L,"Sc,Ga",SC,GA,MC,Cg,CG,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,STENACRON
STENELMIS,FALSE,4,4_middle,SC,CN,"semi,uni",FALSE,,,5.4,L,"Sc,Ga",SC,GA,MC,Cg,CG,,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,STENELMIS
STENELMIS SEXLINEATA,FALSE,4,4_middle,SC,CN,"semi,uni",FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,STENELMIS
STENOCHIRONOMUS,FALSE,4,4_middle,"CG,SH",BU,multi,FALSE,SG,snag,6.4,L,"Ga,Sh",GA,SH,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STENOCHIRONOMUS
STENONEMA FEMORATUM,FALSE,4,4_better,SC,CN,uni,FALSE,,,7.5,L,"Sc,Ga",SC,GA,MC,Cg,CG,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,STENONEMA
STICTOCHIRONOMUS,FALSE,4,4_worse,CG,BU,NA,FALSE,NF,pool,6.7,L,"Ga,Sh",GA,SH,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STICTOCHIRONOMUS
STILOCLADIUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,CHIRONOMINI,STILOCLADIUS
STRATIOMYIDAE,FALSE,4,4_worse,CG,SP,NA,TRUE,,,10,KY,Ga,GA,,MC,"Sp,Sw",SP,SW,,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,
STRATIOMYS,FALSE,4,4_worse,CG,SP,uni,TRUE,,,7.3,KS,"Ga,Fi",GA,FI,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,STRATIOMYS
STROPHOPTERYX,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,STROPHOPTERYX
STROPHOPTERYX CUCULLATA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,STROPHOPTERYX
STROPHOPTERYX FASCIATA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,STROPHOPTERYX
STYGOBROMUS,FALSE,3,,CG,SP,uni,FALSE,,,8,KY,Ga,GA,,EPA****,,,,,ARTHROPODA,CRUSTACEA,,AMPHIPODA,CRANGONYCTIDAE,,,STYGOBROMUS
STYLOGOMPHUS ALBISTYLUS,FALSE,2,,PR,BU,semi,FALSE,,,4.8,L,Pr,PR,,MC**,Bu,BU,,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,STYLOGOMPHUS
STYLURUS,FALSE,4,4_middle,"PR,CG","BU,SP",semi,FALSE,,,4,H,Pr,PR,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,STYLURUS
SUBLETTEA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,TANYTARSINI,SUBLETTEA
SUPHISELLUS,FALSE,,,PR,CB,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,NOTERIDAE,,,SUPHISELLUS
SYMPETRUM,FALSE,4,4_middle,PR,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,SYMPETRUM
SYMPOTTHASTIA,FALSE,,,"CG,SC",SP,,FALSE,CS,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,DIAMESINAE,,SYMPOTTHASTIA
SYNORTHOCLADIUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,SYNORTHOCLADIUS
SYRPHIDAE,FALSE,,,CG,BU,,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,SYRPHIDAE,,,
TABANIDAE,FALSE,4,4_middle,PR,SP,uni,FALSE,,,9,KY,Pr,PR,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,
TABANUS,FALSE,4,4_middle,PR,SP,uni,FALSE,,,9.7,L,Pr,PR,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,TABANUS
TABANUS/WHITNEOMYIA/ATYLOTUS,FALSE,4,4_middle,PR,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,
TAENIOPTERYGIDAE,FALSE,3,,SH,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,
TAENIOPTERYX,FALSE,3,,SH,"SP,CN",uni,FALSE,,,6.3,L,"Sh,Ga",SH,GA,MC,"Sp,Cg",SP,CG,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,TAENIOPTERYX
TAENIOPTERYX BURKSI,FALSE,3,,SH,"SP,CN",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,TAENIOPTERYX
TANYDERIDAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TANYDERIDAE,,,
TANYPODINAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,,
TANYPUS,FALSE,4,4_worse,PR,SP,NA,FALSE,NF,pool,9.6,L,Pr,PR,PI,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TANYPODINI,TANYPUS
TANYTARSUS,FALSE,4,4_middle,"CF,CG",CN,uni,FALSE,,,6.7,L,"Fi,Ga",FI,GA,MC,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,TANYTARSUS
