,Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_attr2,BCG_PredContScore,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MTTI_WA.optima,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,BSTI_WA.optima,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
603,Plecoptera,Lednia,FALSE,1i,,NA,"SH,CG","SP,CN",semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Lednia,,,,,
604,Trichoptera,Lepania cascada,FALSE,1i,,NA,CG,"SP,BU",semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,11,0,F,NA,NA,,116348,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Goeridae,Lepaniinae,,,Lepania,,,,,cascada
605,Lepidoptera,Lepidoptera,TRUE,NA,,4.078101158,MH,UN,uni,UN,FALSE,FALSE,,Warm,,NA,24.93628295,27.95,,yes,11,7,F,NA,NA,,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
606,Trichoptera,Lepidostoma,FALSE,3,,3.074639559,"SH,CG","CB,SP",uni,LOTI,FALSE,FALSE,eurythermal,Eurythermal,,18.9,18.83171357,22.02,,,1,1,F,NA,13.5,,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
607,Trichoptera,Lepidostoma Astanea Group,FALSE,1i,,NA,"SH,CG","CB,SP",uni,LENT,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Astanea Group,,,
608,Trichoptera,Lepidostoma Canthum/Pluviale Groups,FALSE,4,4_middle,NA,"SH,CG","CB,SP",uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Canthum/Pluviale Groups,,,
609,Trichoptera,Lepidostoma Panel Case Group,FALSE,4,4_middle,NA,"SH,CG","CB,SP",uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Panel Case Group,,,
610,Trichoptera,Lepidostoma Spiral Case Group,FALSE,1i,,NA,"SH,CG","CB,SP",uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,Lepidostoma Spiral Case Group,,,
611,Trichoptera,Leptoceridae,FALSE,NA,,3.829621553,UN,UN,uni,UN,FALSE,FALSE,,Warm,,NA,23.17710433,27.296,,yes,11,4,F,NA,NA,,116547,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,,,,,,
612,Trichoptera,Leptocerus americanus,FALSE,NA,,NA,MH,"CB,SW",uni,LENT,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,Leptocerus,,,,,americanus
613,Ephemeroptera,Leptohyphidae,FALSE,NA,,3.813941956,"CG,SC","SP,CN",multi,GENE,FALSE,FALSE,stenow,Warm Stenotherm,,NA,24.22020522,27.616,,,11,4,F,NA,NA,,568545,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,,,,,,
614,Ephemeroptera,Leptophlebiidae,FALSE,NA,,3.122951508,CG,"CN,SP,SW",uni,GENE,FALSE,FALSE,,Eurythermal,,NA,17.64307495,22.08,,yes,11,2,F,NA,NA,U,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
615,Odonata,Lestes,FALSE,NA,,NA,PR,CB,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,11,9,F,NA,NA,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
616,Odonata,Lestidae,FALSE,NA,,NA,PR,CB,uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,9,F,NA,NA,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,,,,,,
617,Hemiptera,Lethocerus,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,
618,Hemiptera,Lethocerus americanus,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,americanus
619,Odonata,Leucorrhinia,FALSE,NA,,NA,PR,CB,UN,LENT,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,Leucorrhinia,,,,,
620,Trichoptera,Leucotrichia,FALSE,4,4_worse,3.76296258,"SC,CG",CN,multi,LOTI,FALSE,FALSE,warm,Warm,,22.4,22.45463596,27.002,,,1,2,F,NA,NA,,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
621,Ephemeroptera,Leucrocuta,FALSE,NA,,NA,"SC,CG",CN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,1,F,NA,NA,,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,
622,Plecoptera,Leuctridae,FALSE,3,,2.903985739,SH,"SP,CN",uni,LOTI,FALSE,FALSE,,Cold,,NA,15.35283437,19.662,,yes,0,0,F,NA,NA,,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,
623,Odonata,Libellulidae,FALSE,NA,,NA,PR,"CB,SP",UN,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,9,F,NA,NA,,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
624,Trichoptera,Limnephilidae,FALSE,NA,,2.943781376,UN,UN,UN,UN,FALSE,FALSE,,Cool,,NA,16.04420894,21.418,,yes,11,3,F,NA,NA,,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,,,,,,
625,Trichoptera,Limnephiloidea,FALSE,NA,,3.186210155,UN,NA,UN,UN,FALSE,FALSE,,Eurythermal,,NA,16.9680582,22.05,,yes,NA,NA,,NA,NA,,598162,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,,,,,,,,,,
626,Trichoptera,Limnephilus,FALSE,NA,,NA,"SH,MH,CG","CB,SP",uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,2,3,F,NA,NA,,116069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,
627,Acari,Limnesia,FALSE,4,4_middle,3.843703508,"PR,PA",UN,uni,GENE,FALSE,FALSE,warm,Warm,,20.3,20.12441661,24.365,,,NA,NA,,NA,27,,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,
628,Acari,Limnesiidae,FALSE,NA,,3.662541389,"PR,PA",SW,uni,GENE,FALSE,FALSE,warm,Warm,,NA,20.08907404,24.26,,,11,NA,,NA,NA,,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,
629,Acari,Limnochares,FALSE,2,,NA,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,
630,Oligochaeta,Limnodrilus,FALSE,5,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,Less30,21,NA,NA,,,11,10,F,NA,46.5,T,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,
631,Chironomidae,Limnophyes,FALSE,4,4_worse,4.394705296,CG,SP,multi,GENE,FALSE,FALSE,eurythermal,Eurythermal,,19.1,18.95992803,23.244,,,11,8,F,NA,35.4,,128776,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Limnophyes,,,,,
632,Hemiptera,Limnoporus,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,Gerrinae,,,Limnoporus,,,,,
633,Diptera,Limoniidae,FALSE,NA,,2.901993275,UN,UN,uni,GENE,FALSE,FALSE,,Cool-Warm,,NA,19.45541675,22.771,,yes,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
634,Chironomidae,Lipiniella,FALSE,NA,,NA,UN,UN,multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lipiniella,,,,,
635,Diptera,Lipsothrix,FALSE,NA,,NA,"SH,XY",BU,semi,LOTI,TRUE,TRUE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,120749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Lipsothrix,,,,,
636,Crustacea,Lirceus,FALSE,6t,,NA,OM,CB,multi,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,
637,Acari,Ljania,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,
638,Chironomidae,Lopescladius,FALSE,3,,3.108162403,CG,SP,multi,LOTI,TRUE,FALSE,warm,Warm,,22.6,23.36830776,26.932,,,11,2,F,NA,NA,,128811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Lopescladius,,,,,
639,Oligochaeta,Lumbriculidae,FALSE,4,4_middle,4.092959881,CG,"BU,SP",uni,GENE,FALSE,TRUE,cool,Cool,,18.8,18.36323759,21.424,,,1,4,F,NA,17,,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
640,Coleoptera,Lutrochus,FALSE,NA,,NA,"SH,XY,MH",CN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,3,,NA,NA,,114037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Lutrochidae,,,,Lutrochus,,,,,
641,Mollusca,Lymnaeidae,FALSE,5,,4.716871738,SC,CN,uni,GENE,FALSE,FALSE,warm,Warm,,21.8,21.67354241,26.385,,,3,6,F,NA,56,,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
642,Ephemeroptera,Maccaffertium,FALSE,4,4_worse,NA,"SC,CG",CN,multi,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
643,Ephemeroptera,Macdunnoa,FALSE,NA,,NA,"SC,CG",CN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Macdunnoa,,,,,
644,Mollusca,Macoma,FALSE,NA,,NA,CF,"BU,SP",uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Autobranchia,Sphaeriida,,Tellinoidea,Tellinidae,,,,Macoma,,,,,
645,Odonata,Macromia,FALSE,NA,,NA,PR,SP,UN,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,2,F,NA,NA,,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,
646,Chironomidae,Macropelopia,FALSE,3,,3.155644417,PR,SP,multi,GENE,TRUE,FALSE,cool,Cool,,17.5,17.48659678,20.848,,,5,6,F,NA,21.6,T,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
647,Chironomidae,Macropelopiini,FALSE,NA,,3.926223278,PR,UN,multi,GENE,FALSE,FALSE,,Eurythermal,,NA,18.80941866,22.262,,yes,11,NA,F,NA,NA,T,128020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,
648,Trichoptera,Macrostemum,FALSE,NA,,NA,CF,CN,UN,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Macronematinae,,,Macrostemum,,,,,
649,Hemiptera,Macrovelia,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,,,,Macrovelia,,,,,
650,Hemiptera,Macrovelia hornii,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,,,,Macrovelia,,,,,hornii
651,Hemiptera,Macroveliidae,TRUE,NA,,NA,PR,"CB,SP",UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,,,,,,
652,Plecoptera,Malenka,FALSE,4,4_middle,3.776972294,"SH,CG","SP,CN",uni,LOTI,FALSE,FALSE,cool,Cool,,18.5,18.30303736,21.438,,,1,1,F,NA,16.6,,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,
653,Polychaeta,Manayunkia,TRUE,NA,,NA,UN,,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Annelida,,Polychaeta,Sedentaria,Sabellida,,,Fabriciidae,,,,Manayunkia,,,,,
654,Trichoptera,Manophylax,FALSE,1i,,NA,UN,UN,semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Manophylax,,,,,
655,Mollusca,Margaritifera falcata,FALSE,2,,NA,CF,"BU,SP",semi,LOTI,TRUE,TRUE,,,,21.8,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionida,,,Margaritiferidae,,,,Margaritifera,,,,,falcata
656,Trichoptera,Marilia,FALSE,NA,,NA,SH,"SP,BU",UN,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,NA,F,NA,NA,,116514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Marilia,,,,,
657,Mollusca,Marisa cornuarietis,FALSE,6t,,NA,MH,CN,semi,UN,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,Prosobranchia,Architaenioglossa,,Ampullarioidea,Ampullariidae,,,,Marisa,,,,,cornuarietis
658,Diptera,Maruina,FALSE,3,,3.131140471,"SC,CG",CN,uni,LOTI,FALSE,FALSE,cowa,Cool-Warm,,19.5,19.51096521,23.215,,,11,1,T,NA,8.3,,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
659,Ephemeroptera,Matriella teresa,FALSE,3,,2.883938313,CG,CN,uni,LOTI,FALSE,FALSE,cool,Cool,,19.1,19.06645627,21.67,,,11,2,F,5,8.9,,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,teresa
660,Trichoptera,Mayatrichia,FALSE,NA,,NA,"PH,SC",CN,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,,,,Mayatrichia,,,,,
661,Plecoptera,Megaleuctra,FALSE,1i,,NA,SH,"SP,CN",semi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,11,0,F,NA,NA,,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,
662,Megaloptera,Megaloptera,FALSE,NA,,3.928924799,PR,"CN,CB",semi,GENE,FALSE,TRUE,,Cool-Warm,,NA,19.41566802,23.13,,yes,11,7,F,NA,NA,,115000,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,,,,,,,,,,
663,Plecoptera,Megarcys,FALSE,2,,2.084979296,PR,"SP,CN",semi,LOTI,FALSE,TRUE,stenoc,Cold Stenotherm,,13,12.95348618,17.07,Cold Stenotherm,,1,1,F,20,7.6,,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,
664,Mollusca,Melanoides tuberculatus,FALSE,6t,,NA,"SC,CG","CN,SP",semi,GENE,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,Cerithioidea,Thiaridae,,,,Melanoides,,,,,tuberculatus
665,Mollusca,Menetus,FALSE,4,4_middle,4.400328636,SC,CN,multi,GENE,FALSE,FALSE,warm,Warm,,19.6,19.363361,24.215,,,11,6,F,NA,59.8,T,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
666,Acari,Meramecia,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Meramecia,,,,,
667,Diptera,Meringodixa,FALSE,3,,2.868435144,CG,"SW,CB",multi,LOTI,FALSE,FALSE,cool,Cool,,17.5,17.53695693,20.31,,,11,2,F,NA,18.2,,125873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Meringodixa,,,,,
668,Hemiptera,Merragata,TRUE,NA,,NA,PR,CB,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Hebridae,,,,Merragata,,,,,
669,Oligochaeta,Mesenchytraeus,FALSE,3,,3.368213415,CG,"BU,SP",uni,GENE,FALSE,FALSE,cold,Cold,,15.2,15.07057539,19.705,,,11,4,F,NA,8.9,,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
670,Acari,Mesobates,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,
671,Chironomidae,Mesocricotopus,FALSE,NA,,NA,CG,SP,multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,128815,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesocricotopus,,,,,
672,Chironomidae,Mesosmittia,FALSE,NA,,NA,UN,UN,multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,128818,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesosmittia,,,,,
673,Hemiptera,Mesovelia,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Mesoveliidae,,,,Mesovelia,,,,,
674,Diptera,Metacnephia,FALSE,1i,,NA,CF,CN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,6,F,NA,NA,,126687,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Metacnephia,,,,,
675,Chironomidae,Metapelopia,FALSE,NA,,NA,UN,UN,multi,UN,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Metapelopia,,,,,
676,Chironomidae,Metriocnemus,FALSE,4,4_middle,4.028698444,"CG,PR","SP,BU",multi,GENE,TRUE,FALSE,eurythermal,Eurythermal,,19.1,19.05610859,22.415,,,11,6,F,NA,43.4,,128821,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Metriocnemus,,,,,
677,Hemiptera,Metrobates,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,Trepobatinae,,,Metrobates,,,,,
678,Hemiptera,Metrobates trux,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,Trepobatinae,,,Metrobates,,,,,trux
679,Hemiptera,Micracanthia,TRUE,NA,,NA,PR,CB,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Saldidae,,,,Micracanthia,,,,,
680,Trichoptera,Micrasema,FALSE,3,,2.887443781,"CG,MH","CN,SP",uni,LOTI,FALSE,FALSE,cool,Cool,,16.8,16.67755003,20.829,,,2,1,F,NA,9.7,U,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Micrasema,,,,,
681,Trichoptera,Micrasema Bactro Group,FALSE,3,,NA,"CG,MH","CN,SP",uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Micrasema,,Bactro Group,,,
682,Trichoptera,Micrasema gelidum,FALSE,3,,NA,"CG,MH","CN,SP",semi,GENE,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Micrasema,,,,,gelidum
683,Chironomidae,Microchironomus,FALSE,NA,,NA,CG,BU,multi,LENT,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,129532,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microchironomus,,,,,
684,Coleoptera,Microcylloepus,FALSE,4,4_worse,3.998806715,"CG,SC","CN,CB",semi,LOTI,FALSE,TRUE,stenow,Warm Stenotherm,,26.7,26.84036357,28.71,,,4,5,F,NA,NA,,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Microcylloepus,,,,,
685,Chironomidae,Micropsectra,FALSE,4,4_middle,3.895017147,CG,"SP,CB",multi,GENE,FALSE,FALSE,eurythermal,Eurythermal,,17.9,17.73507182,22.151,Eurythermal,,1,4,F,NA,19.7,,129890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,,,
686,Chironomidae,Microtendipes,FALSE,4,4_middle,3.827666044,"CF,CG",CN,multi,GENE,FALSE,FALSE,,Warm,,20.3,20.31055476,23.584,,yes,4,6,F,NA,15,T,129535,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,
