,Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_attr2,BCG_PredContScore,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MTTI_WA.optima,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,BSTI_WA.optima,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
288,Trichoptera,Cryptochia,FALSE,2,,2.771752119,SH,"CN,CB",semi,TERR,TRUE,TRUE,cold,Cold,,13.8,13.64827716,17.727,,,11,0,F,NA,20,,115907,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,
289,Chironomidae,Cryptochironomus,FALSE,5,,4.833180428,PR,"SP,BU",multi,GENE,FALSE,FALSE,warm,Warm,,22.2,22.33791563,25.96,,,5,8,F,NA,50.7,T,129368,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,,,
290,Diptera,Cryptolabis,FALSE,3,,2.973296881,UN,BU,uni,LOTI,FALSE,FALSE,warm,Warm,,21.5,21.32707497,26.357,,,11,NA,T,NA,4.5,,120488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cryptolabis,,,,,
291,Chironomidae,Cryptotendipes,FALSE,4,4_middle,NA,CG,SP,multi,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,6,F,NA,NA,T,129394,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptotendipes,,,,,
292,Diptera,Culicidae,FALSE,NA,,NA,"CF,CG",SW,multi,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,10,T,NA,NA,,125930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
293,Trichoptera,Culoptila,FALSE,4,4_middle,NA,SC,CN,multi,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,1,F,NA,NA,,115236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Protoptilinae,,,Culoptila,,,,,
294,Plecoptera,Cultus,FALSE,3,,NA,PR,"SP,CN",uni,LOTI,FALSE,FALSE,,,Less30,NA,NA,NA,,,2,2,F,15,NA,,103137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Cultus,,,,,
295,Acari,Cyclomomonia,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Cyclomomonia,,,,,
296,Acari,Cyclothyas,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Cyclothyas,,,,,
297,Diptera,Cylindrotomidae,FALSE,NA,,NA,MH,"BU,SP",uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Tipuloidea,Cylindrotomidae,,,,,,,,,
298,Hemiptera,Cymatia americana,TRUE,NA,,NA,"PH,PR",SW,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Cymatiinae,,,Cymatia,,,,,americana
299,Coleoptera,Cymbiodyta,FALSE,NA,,NA,"PR,CG",BU,uni,GENE,TRUE,FALSE,,,Less30,18.7,NA,NA,,,11,10,F,NA,32.1,,113017,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Cymbiodyta,,,,,
300,Chironomidae,Cyphomella,FALSE,NA,,NA,CG,BU,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cyphomella,,,,,
301,Leeches,Cystobranchus,FALSE,NA,,NA,PA,CN,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,Piscicolinae,,,Cystobranchus,,,,,
302,Diptera,Dactylolabis,FALSE,NA,,NA,UN,"BU,CN",uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,120049,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Dactylolabinae,,,Dactylolabis,,,,,
303,Diptera,Dasyhelea,FALSE,4,4_worse,4.205358505,"CG,SC","SP,CB",multi,GENE,FALSE,FALSE,warm,Warm,,20.5,19.51135559,24.883,,,11,NA,F,NA,NA,,127278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Dasyheleinae,,,Dasyhelea,,,,,
304,Crustacea,Decapoda,FALSE,NA,,3.879862785,NA,NA,UN,NA,FALSE,FALSE,,Warm,,NA,19.84045614,23.926,,yes,3,6,F,NA,NA,,95599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,,,,,,,
305,Chironomidae,Demeijerea,FALSE,NA,,NA,"PR,MH",BU,multi,LENT,TRUE,FALSE,,,,NA,NA,NA,,,11,8,F,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demeijerea,,,,,
306,Chironomidae,Demicryptochironomus,FALSE,4,4_middle,NA,CG,BU,multi,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,4,8,F,NA,NA,T,129421,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demicryptochironomus,,,,,
307,Oligochaeta,Dero,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,Less30,21.2,NA,NA,,,11,8,F,NA,33.2,,68898,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Dero,,,,,
308,Chironomidae,Derotanypus,FALSE,NA,,NA,PR,UN,multi,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,Derotanypus,,,,,
309,Coleoptera,Desmopachria,FALSE,NA,,NA,PR,SW,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hyphydrini,,Desmopachria,,,,,
310,Plecoptera,Despaxia augusta,FALSE,3,,2.667472601,SH,"SP,CN",uni,LOTI,FALSE,FALSE,cool,Cool,,16.5,16.54365113,19.9,,,11,0,F,20,10.9,,102841,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Despaxia,,,,,augusta
311,Coleoptera,Deuteronectes,FALSE,NA,,NA,PR,SW,uni,GENE,FALSE,FALSE,,,,18.9,NA,NA,,,NA,NA,,NA,13.3,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Deuteronectes,,,,,
312,Diptera,Deuterophlebia,FALSE,2,,NA,SC,CN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,0,0,F,NA,NA,,121287,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Deuterophlebiidae,,,,Deuterophlebia,,,,,
313,Chironomidae,Diamesa,FALSE,3,,2.879486084,"CG,SC",SP,multi,LOTI,FALSE,FALSE,cold,Cold,,9.1,9.440019925,20.637,,,9,5,F,NA,6.6,,128355,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Diamesa,,,,,
314,Chironomidae,Diamesinae,FALSE,3,,3.126278162,"CG,SC","SP,CN",multi,GENE,FALSE,FALSE,,Eurythermal,,NA,15.27881709,22.358,,yes,11,5,F,NA,NA,U,128341,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,,,,,,,,
315,Acari,Diamphidaxona,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Diamphidaxona,,,,,
316,Trichoptera,Dicosmoecinae,FALSE,NA,,3.016031504,UN,UN,UN,UN,FALSE,FALSE,,Eurythermal,,NA,16.25240049,22.023,,yes,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,,,,,,
317,Trichoptera,Dicosmoecus,FALSE,3,,3.155458212,"SC,SH","CN,CB",UN,LOTI,FALSE,FALSE,,Warm,,NA,19.96147012,23.543,,yes,1,2,F,10,NA,U,116265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,
318,Trichoptera,Dicosmoecus atripes,FALSE,2,,2.431399584,"SH,SC,PR","CN,SP",semi,LOTI,FALSE,TRUE,cool,Cool,,19.2,19.22876834,21.427,,,11,1,F,NA,10,U,116266,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,atripes
319,Trichoptera,Dicosmoecus gilvipes,FALSE,3,,3.268592596,"SC,SH","CN,CB",uni,LOTI,FALSE,FALSE,warm,Warm,,20.3,20.31658957,24.49,,,11,2,F,10,12.8,,116268,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,gilvipes
320,Trichoptera,Dicosmoecus pallicornis,FALSE,1i,,NA,"SC,SH","CN,CB",semi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,1,,NA,NA,,116272,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,pallicornis
321,Diptera,Dicranomyia,FALSE,4,4_middle,3.850877047,"MH,SH","BU,SP",multi,GENE,FALSE,FALSE,cool,Cool,,17.2,17.01407378,20.646,,,NA,NA,,NA,NA,,119705,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Dicranomyia,,,,,
322,Diptera,Dicranophragma,FALSE,NA,,NA,PR,BU,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,4,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Dicranophragma,,,,,
323,Diptera,Dicranota,FALSE,4,4_middle,3.575992823,PR,"SP,BU,CN",uni,GENE,FALSE,FALSE,cool,Cool,,17.5,17.47758428,21.066,,,2,3,T,NA,18.9,,121027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Dicranota,,,,,
324,Chironomidae,Dicrotendipes,FALSE,5,,4.770759583,CG,"BU,CN",multi,GENE,FALSE,FALSE,warm,Warm,,23.8,24.96669198,27.117,,,5,8,F,NA,17.5,T,129428,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,,,,,
325,Ephemeroptera,Diphetor hageni,FALSE,4,4_better,3.744419336,CG,"SW,CN",multi,LOTI,FALSE,FALSE,cowa,Cool-Warm,,19.2,19.16262157,22.81,Cool-Warm,,1,5,F,NA,13,,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,hageni
326,Chironomidae,Diplocladius,FALSE,5,,4.768189907,CG,SP,multi,GENE,FALSE,FALSE,cowa,Cool-Warm,,18,17.81264383,22.61,,,11,5,F,NA,36.5,,128670,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Diplocladius,,,,,
327,Crustacea,Diporeia erythrophthalma,FALSE,NA,,NA,"CG,SH",SW,multi,LENT,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Pontoporiidae,,,,Diporeia,,,,,erythrophthalma
328,Diptera,Diptera,FALSE,NA,,3.97914505,UN,UN,UN,UN,FALSE,FALSE,,Eurythermal,,NA,18.11157007,22.491,,yes,11,NA,F,NA,NA,,118831,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,,,,,,,,,,,,
329,Plecoptera,Diura,FALSE,2,,NA,PR,"SP,CN",uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,2,F,NA,NA,,103094,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Diura,,,,,
330,Diptera,Dixa,FALSE,4,4_better,3.500022411,"CG,CF","SW,CB",multi,LOTI,FALSE,FALSE,cool,Cool,,17.2,17.07551304,20.725,,,11,1,F,NA,14,,125810,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixa,,,,,
331,Diptera,Dixella,FALSE,4,4_worse,3.853248358,CG,"SW,CB",multi,GENE,FALSE,FALSE,cowa,Cool-Warm,,20.4,20.4360572,22.244,,,11,4,F,NA,55.8,,125854,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixella,,,,,
332,Diptera,Dixidae,FALSE,NA,,3.54895997,"CG,CF","SW,CB",multi,GENE,FALSE,FALSE,,Cool,,NA,17.43027025,20.896,,yes,11,4,F,NA,NA,,125809,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,,,,,,
333,Chironomidae,Djalmabatista,FALSE,NA,,NA,PR,SP,multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Djalmabatista,,,,,
334,Chironomidae,Doithrix,FALSE,NA,,NA,UN,UN,multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doithrix,,,,,
335,Diptera,Dolichocephala,FALSE,NA,,NA,PR,CN,uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Dolichocephala,,,,,
336,Diptera,Dolichopodidae,FALSE,5,,NA,PR,"SP,BU",uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,4,4,T,NA,NA,,136824,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Dolichopodidae,,,,,,,,,
337,Trichoptera,Dolophilodes,FALSE,2,,2.165446758,CF,CN,uni,LOTI,FALSE,FALSE,cold,Cold,,16.6,16.10402054,19.697,,,1,0,F,10,8.1,U,115319,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,
338,Chironomidae,Doncricotopus,FALSE,NA,,NA,UN,UN,multi,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,128680,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doncricotopus,,,,,
339,Plecoptera,Doroneuria,FALSE,2,,2.044402361,PR,"SP,CN",semi,LOTI,FALSE,TRUE,cold,Cold,,15.6,15.54620448,19.28,Cold,,2,0,F,15,6.4,U,103121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Doroneuria,,,,,
340,Mollusca,Dreissena,FALSE,6t,,NA,CF,CN,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenoidea,Dreissenidae,,,,Dreissena,,,,,
341,Mollusca,Dreissena bugensis,FALSE,6t,,NA,CF,CN,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenoidea,Dreissenidae,,,,Dreissena,,,,,bugensis
342,Mollusca,Dreissena polymorpha,FALSE,6t,,NA,CF,CN,UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenoidea,Dreissenidae,,,,Dreissena,,,,,polymorpha
343,Ephemeroptera,Drunella,FALSE,3,,2.920901775,"SC,CG,PR","CN,SP",uni,LOTI,FALSE,FALSE,,Cool,,NA,15.49813056,20.75,,yes,11,1,F,5,NA,,101365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,
344,Ephemeroptera,Drunella Coloradensis Group,FALSE,3,,NA,"SC,CG","CN,SP",uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,Coloradensis Group,,,
345,Ephemeroptera,Drunella doddsii,FALSE,3,,2.777584553,"SC,CG,PR","CN,SP",semi,LOTI,FALSE,TRUE,cool,Cool,,15.5,15.50782231,20.49,Cool,,0,1,F,15,4.2,U,698494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,doddsii
346,Ephemeroptera,Drunella Grandis Group,FALSE,3,,NA,"SC,CG,PR","CN,SP",uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,Grandis Group,,,
347,Ephemeroptera,Drunella pelosa,FALSE,1i,,NA,"SC,CG","CN,SP",uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,0,,NA,NA,,568634,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,pelosa
348,Coleoptera,Dryopidae,FALSE,3,,NA,"SC,MH",CN,semi,LOTI,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,5,F,NA,NA,,113999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,,,,,,
349,Coleoptera,Dubiraphia,FALSE,5,,4.650678635,"CG,SC","CN,CB",uni,LOTI,FALSE,FALSE,stenow,Warm Stenotherm,,23.3,23.35822663,27.2,,,4,6,F,NA,37.6,,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,
350,Megaloptera,Dysmicohermes,FALSE,1i,,NA,PR,"CN,CB",semi,LOTI,TRUE,TRUE,,,Less30,16.7,NA,NA,,,NA,NA,,NA,2,,115046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Dysmicohermes,,,,,
351,Coleoptera,Dytiscidae,FALSE,NA,,3.481005192,PR,SW,uni,GENE,FALSE,FALSE,,Cool-Warm,,NA,18.78139826,22.058,,yes,7,5,T,NA,NA,,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
352,Coleoptera,Dytiscinae,FALSE,NA,,NA,PR,"SW,CB",uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,,,,,,,,
353,Trichoptera,Ecclisocosmoecus scylla,FALSE,2,,2.127852917,SH,"SP,BU",semi,LOTI,TRUE,TRUE,stenoc,Cold Stenotherm,,13.2,14.25516322,17.455,,,11,0,F,NA,3.7,,116342,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisocosmoecus,,,,,scylla
354,Trichoptera,Ecclisomyia,FALSE,2,,2.104732037,"CG,SC,SH,PR",CN,"uni,semi",LOTI,FALSE,FALSE,stenoc,Cold Stenotherm,,14.3,14.4306806,17.809,,,2,4,F,20,5.9,,116025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisomyia,,,,,
355,Ephemeroptera,Ecdyonurus,FALSE,4,4_middle,NA,"SC,CG",CN,multi,LOTI,FALSE,FALSE,,,,21,NA,NA,,,NA,NA,,NA,7.5,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ecdyonurus,,,,,
356,Ephemeroptera,Ecdyonurus criddlei,FALSE,4,4_middle,NA,"SC,CG",CN,multi,LOTI,FALSE,FALSE,,,,21,NA,NA,,,NA,NA,,NA,7.5,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ecdyonurus,,,,,criddlei
357,Ephemeroptera,Ecdyonurus simplicioides,FALSE,NA,,NA,"SC,CG",CN,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ecdyonurus,,,,,simplicioides
358,Oligochaeta,Eclipidrilus,FALSE,4,4_middle,3.615435123,CG,"BU,SP",uni,GENE,FALSE,FALSE,cool,Cool,,18.8,18.66425787,21.32915383,,,11,4,F,NA,17,,68473,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Eclipidrilus,,,,,
359,Diptera,Ectemnia,FALSE,NA,,NA,CF,CN,uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Ectemnia,,,,,
360,Ephemeroptera,Edmundsius agilis,FALSE,1i,,NA,UN,"SW,CN",uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,Edmundsius,,,,,agilis
361,Oligochaeta,Eiseniella,FALSE,4,4_middle,NA,CG,,semi,,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,974410,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,,,Lumbricidae,,,,Eiseniella,,,,,
362,Diptera,Elliptera,FALSE,NA,,NA,UN,"BU,CN",uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Elliptera,,,,,
363,Diptera,Ellipteroides,FALSE,NA,,NA,CG,BU,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Ellipteroides,,,,,
364,Coleoptera,Elmidae,FALSE,NA,,3.84507966,"CG,SC","CN,CB",semi,LOTI,FALSE,TRUE,,Eurythermal,,NA,19.5226259,22.79,,yes,11,4,F,NA,NA,U,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,
365,Diptera,Eloeophila,FALSE,3,,3.041345119,PR,BU,uni,LOTI,FALSE,FALSE,cold,Cold,,16.1,16.08487826,19.976,,,11,4,U,NA,23.9,U,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Eloeophila,,,,,
366,Diptera,Empididae,FALSE,NA,,3.940441608,PR,CN,uni,GENE,FALSE,FALSE,,Eurythermal,,NA,17.07492216,22.128,,yes,6,6,F,NA,NA,,135830,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,,,,,,,,,
367,Diptera,Empididae Genus A,FALSE,NA,,NA,PR,CN,uni,LOTI,FALSE,FALSE,,,Less30,NA,NA,NA,,,6,6,F,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,,,,Genus A,,,,,
368,Oligochaeta,Enchytraeidae,FALSE,4,4_middle,3.818102837,CG,"BU,SP",uni,GENE,FALSE,FALSE,,Cool,,NA,15.76726475,20.705,,yes,1,4,F,NA,NA,,68510,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,,,,,,
369,Oligochaeta,Enchytraeus,FALSE,4,4_middle,4.049723625,CG,"BU,SP",uni,GENE,FALSE,FALSE,cool,Cool,,17.8,17.88051793,21.292,,,11,4,F,NA,27.7,,68531,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Enchytraeus,,,,,
