FinalID,NonTarget,Rank,FFG,FFGSource,Habit,HabitSource,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,TolVal_RBP,TolValSource,BenTaxaID,TSN,ParTSN
Psychomyia nomada,FALSE,Species,"CG,PR,SC",Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Psychomyiidae,Psychomyiinae,,Psychomyia,,Psychomyia nomada,,RBP2 1999 (NC),1442,115344,115335
Psychomyiidae,FALSE,Family,CG,WSA,CN,WSA,3.901716938,19.53260583,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,,,,,,2,WSA,1131,115334,115095
Pteronarcella,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,Pteronarcella,,,,RBP2 1999 (ID),1047,102485,102470
Pteronarcyidae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,,,,,,,,1831,102470,102913
Pteronarcys,FALSE,Genus,SH,WSA,CN,WSA,5.832386,18.97554232,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,,2,WSA,1048,102471,102470
Pteronarcys biloba,FALSE,Species,SH,USEPA 1990 Draft,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,Pteronarcys biloba,0,USEPA 1990 Draft,1049,102474,102471
Pteronarcys proteus,FALSE,Species,SH,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,Pteronarcys proteus,,WSA,1050,102480,102471
Ptilodactylidae,FALSE,Family,SH,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Ptilodactylidae,,,,,,5,WSA,172,114265,113998
Ptilostomis,FALSE,Genus,SH,WSA,CN,WSA,4.402185788,19.50146333,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Ptilostomis,,,4,WSA,1220,115868,115867
Ptychoptera,FALSE,Genus,CG,WSA,BU,WSA,,,FALSE,4,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ptychopteridae,Ptychopterinae,,Ptychoptera,,,,RBP2 1999 (ID),617,125786,125785
Ptychopteridae,FALSE,Family,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ptychopteridae,,,,,,6,WSA,615,125763,125762
Pulmonata,FALSE,SubClass,,WSA,,WSA,,,FALSE,,,,,Mollusca,,Gastropoda,Pulmonata,,,,,,,,,,WSA,1385,,
Pycnopsyche,FALSE,Genus,SH,WSA,SP,WSA,4.549586169,21.69682692,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Pycnopsyche,,,2,WSA,1205,116409,568769
Pycnopsyche lepida,FALSE,Species,SH,Tt add in,SP,WSA,,,FALSE,,,3,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Pycnopsyche,,Pycnopsyche lepida,3,WSA,1206,116416,116409
Pyralidae,FALSE,Family,SH,WSA,SP,WSA,,21.06167592,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,,,,,,4,WSA,873,117641,117639
Quadrula,FALSE,Genus,CF,WSA,,WSA,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Quadrula,,,,WSA,1334,80059,79913
Quistradrilus,FALSE,Genus,CG,WSA,,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Quistradrilus,,,10,WSA,63,68793,68585
Quistradrilus multisetosus,FALSE,Species,CG,RBP2 1999,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Tubificidae,,,Quistradrilus,,Quistradrilus multisetosus,10,RBP2 1999 (MACS),1645,68794,68793
Radix,FALSE,Genus,,,,,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Radix,,,,,,,
Radotanypus,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Radotanypus,,,,WSA,561,,
Ranatra,FALSE,Genus,PR,Tt add in,CN,Tt add in,10,21.05030896,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Nepidae,Ranatrinae,,Ranatra,,,,,1763,103748,717622
Ranatra fusca,FALSE,Species,PR,RBP2 1999,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,Ranatrinae,,Ranatra,,Ranatra fusca,,,1602,103755,103748
Ranatra nigra,FALSE,Species,PR,RBP2 1999,"SW,CN","RBP2 1999, Tt add in",,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Nepidae,Ranatrinae,,Ranatra,,Ranatra nigra,,WSA,859,103754,103748
Raptoheptagenia,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Raptoheptagenia,,,,,1764,100749,100504
Reomyia,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Reomyia,,,,WSA,585,,
Rhabdomastix,FALSE,Genus,PR,RBP2 1999,"BU,SP",WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Eriopterini,Rhabdomastix,,,2,WSA,634,120968,120397
Rhagovelia,FALSE,Genus,PR,WSA,SK,WSA,,20.92110404,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,,,6,WSA,865,103886,103885
Rhagovelia knighti,FALSE,Species,PR,Tt add in,SK,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,Rhagovelia (Rhagovelia),Rhagovelia knighti,,WSA,866,103890,103886
Rhagovelia obesa,FALSE,Species,PR,WSA,SK,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,Rhagovelia (Rhagovelia),Rhagovelia obesa,7,WSA,867,103887,103886
Rhagovelia oriander,FALSE,Species,PR,Tt add in,SK,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,Rhagovelia (Rhagovelia),Rhagovelia oriander,,WSA,868,103896,103886
Rhagoveliinae,FALSE,SubFamily,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Veliidae,Rhagoveliinae,,,,,,,1454,721742,103885
Rhamphomyia,FALSE,Genus,PR,RBP2 1999,sp,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Empidinae,,Rhamphomyia,,,,RBP2 1999 (ID),281,136123,135930
Rhantus,FALSE,Genus,PR,WSA,SW,WSA,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Colymbetini,Rhantus,,,5,WSA,148,112086,111963
Rheocricotopus,FALSE,Genus,CG,WSA,SP,WSA,6.638617862,20.34544801,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,,6,WSA,529,129086,128457
Rheocricotopus eminellobus,FALSE,Species,CG,Tt add in,SP,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,eminellobus,,,1603,129096,129086
Rheocricotopus robacki,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,4,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,Rheocricotopus robacki,6,WSA,530,129102,129086
Rheocricotopus tuberculatus,FALSE,Species,CG,Tt add in,"BU,SP","RBP2 1999, Tt add in",,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,Rheocricotopus tuberculatus,,RBP2 1999 (NC),1500,129105,129086
Rheopelopia,FALSE,Genus,PR,WSA,SP,WSA,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,,3,WSA,586,128226,128078
Rheopelopia perda,FALSE,Species,PR,USEPA 1990 Draft,SP,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,Rheopelopia perda,4,USEPA 1990 Draft,587,128231,128226
Rheosmittia,FALSE,Genus,CG,WSA,BU,WSA,,,FALSE,,,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheosmittia,,,7,WSA,531,129107,128457
Rheotanytarsus,FALSE,Genus,CF,WSA,CN,WSA,6.213103943,20.21703255,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,6,WSA,432,129952,129872
Rheotanytarsus exiguus Gr.,FALSE,Genus,CF,Tt add in,CN,Tt add in,,,FALSE,,,4,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,,,1529,,
Rheotanytarsus pellucidus Gr.,FALSE,Genus,CF,Tt add in,CN,Tt add in,,,FALSE,,,4,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,,,1530,,
Rheotanytarsus pentapoda,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,Rheotanytarsus pentapoda,,WSA,433,,
Rheumatobates,FALSE,Genus,PR,WSA,SK,WSA,6.021921446,19.70765595,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Rhagodotarsinae,,Rheumatobates,,,6,WSA,846,103802,103801
Rheumatobates rileyi,FALSE,Species,PR,Tt add in,SK,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Rhagodotarsinae,,Rheumatobates,,Rheumatobates rileyi,,WSA,847,103803,103802
Rhinoncus,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Rhinoncus,,,,WSA,196,188024,114666
Rhithrogena,FALSE,Genus,"PR,SC",WSA,CN,WSA,0,17.60852323,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Rhithrogena,,,5,WSA,803,100572,100504
Rhithrogena pellucida,FALSE,Species,SC,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Rhithrogena,,Rhithrogena pellucida,,WSA,804,100588,100572
Rhyacophila,FALSE,Genus,PR,WSA,CN,WSA,,16.70073971,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,,0,WSA,1275,115097,115096
Rhyacophila acutiloba,FALSE,Species,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila acutiloba,0,WSA,1276,115160,115097
Rhyacophila carolina,FALSE,Species,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila carolina,0,WSA,1277,115131,115097
Rhyacophila fenestra,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,fenestra,,,1501,115132,115097
Rhyacophila fenestra/ledra,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila fenestra/ledra,,WSA,1278,,
Rhyacophila formosa,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila formosa,,WSA,1279,115203,115097
Rhyacophila fuscula,FALSE,Species,"CG,PR",WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila fuscula,2,WSA,1280,115133,115097
Rhyacophila mainensis,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila mainensis,,WSA,1281,115206,115097
Rhyacophila manistee,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,manistee,,NEIWPCC,1502,115149,115097
Rhyacophila minora,FALSE,Genus,PR,,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,,1,,1531,,
Rhyacophila nigrita,FALSE,Species,"CG,PR","WSA, Tt add in",CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila nigrita,2,WSA,1282,115138,115097
Rhyacophila torva,FALSE,Species,"CG,PR","WSA, Tt add in",CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila torva,3,WSA,1283,115144,115097
Rhyacophilidae,FALSE,Family,PR,WSA,CN,WSA,,21.38733048,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,,,,1,WSA,1274,115096,115095
Rhynchohydracaridae,FALSE,Family,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Rhynchohydracaridae,,,,,,,WSA,87,,
Rhyncholimnochares,FALSE,Genus,,NEIWPCC,,NEIWPCC,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,Rhyncholimnochares,,,,NEIWPCC,1503,83149,83145
Ripistes,FALSE,Genus,CG,Tt add in,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Ripistes,,,,,1792,68963,68854
Ripistes parasita,FALSE,Species,"CF,CG","USEPA 1990 Draft, Tt add in",,NEIWPCC,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Ripistes,,parasita,8,USEPA 1990 Draft,1504,68964,68963
Robackia,FALSE,Genus,CG,WSA,BU,WSA,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,,,WSA,403,129730,129229
Robackia claviger,FALSE,Species,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia claviger,2,WSA,404,129731,129730
Robackia demeijerei,FALSE,Species,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia demeijerei,2,WSA,405,129733,129730
Roederiodes,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Clinocerinae,,Roederiodes,,,,,,,
Sabellidae,FALSE,Family,,,,,,,FALSE,,,,,Annelida,,Polychaeta,Polychaeta,Canalipalpata,Sabellida,Sabellidae,,,,,,,,1832,68076,555671
Saetheria,FALSE,Genus,CG,WSA,BU,WSA,,20.27273027,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,,4,WSA,406,129735,129229
Saetheria tylus,FALSE,Species,CG,Tt add in,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Saetheria,,Saetheria tylus,6,WSA,407,129737,129735
Salda,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Saldidae,Saldinae,,Salda,,,,,1443,104080,104063
Saldidae,FALSE,Family,PR,WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Saldidae,,,,,,9,WSA,861,104063,103358
Saldula,FALSE,Genus,PR,RBP2 1999,SK,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Saldidae,Saldinae,,Saldula,,,,RBP2 1999 (ID),1444,104140,104063
Sanfilippodytes,FALSE,Genus,PR,,SW,,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Sanfilippodytes,,,,,,,
Scatella,FALSE,Genus,,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Ephydrinae,Scatellini,Scatella,,,,WSA,291,147568,147532
Scatopsidae,FALSE,Family,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Scatopsidae,Scatopsidae,,,,,,,WSA,658,125618,125350
Sciomyzidae,FALSE,Family,PR,WSA,BU,WSA,,19.66342858,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Sciomyzidae,,,,,,6,WSA,298,144653,131750
Scirtes,FALSE,Genus,SH,WSA,CB,WSA,,21.43660074,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,,Scirtidae,,,Scirtes,,,6,WSA,174,113929,113923
Scirtidae,FALSE,Family,SC,WSA,CB,WSA,,21.65688964,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Scirtidae,,,,,,4,WSA,264,113924,678306
Sepedon,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Sciomyzidae,Sciomyzinae,Tetanocerini,Sepedon,,,,,1765,144898,144770
Sericostomatidae,FALSE,Family,SH,WSA,SP,WSA,,20.50357195,FALSE,2,2,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Sericostomatidae,,,,,,3,WSA,1221,116982,115095
Serratella,FALSE,Genus,CG,WSA,CN,WSA,,18.97366301,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,,0,WSA,704,101395,101232
Serratella deficiens,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,3,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella deficiens,3,WSA,705,101396,101395
Serratella frisoni,FALSE,Species,CG,Tt add in,CN,Tt add in,,,FALSE,,,3,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella frisoni,,WSA,706,609604,101395
Serratella serrata,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella serrata,2,WSA,707,185976,101395
Serratella serratoides,FALSE,Species,CG,USEPA 1990 Draft,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella serratoides,2,WSA,708,185975,101395
Serratella tibialis,FALSE,Species,CG,RBP2 1999,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella tibialis,,,1445,101399,101395
Serromyia,FALSE,Genus,PR,WSA,BU,WSA,,20.50270158,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Serromyia,,,6,WSA,326,127614,127526
Setacera,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,,,Setacera,,,,,,,
Setodes,FALSE,Genus,"CG,SH",WSA,SP,WSA,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Setodini,Setodes,,,8,WSA,1177,116548,116547
Setodes oxapius,FALSE,Species,"CG,SH",Tt add in,SP,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Setodini,Setodes,,Setodes oxapius,,WSA,1178,116560,116548
Shipsa,FALSE,Genus,SH,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Shipsa,,,2,WSA,987,102640,102517
Sialidae,FALSE,Family,PR,WSA,"BU,CB",WSA,,19.7169632,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,,,,4,WSA,890,115001,115000
Sialis,FALSE,Genus,PR,WSA,BU,WSA,5.646787014,19.7169632,TRUE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,Sialis,,,6,WSA,891,115002,115001
Sialis aequalis,FALSE,Species,PR,Tt add in,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,Sialis,,Sialis aequalis,,WSA,892,568824,115002
Sialis velata,FALSE,Species,PR,Tt add in,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,Sialidae,,,Sialis,,Sialis velata,,WSA,893,115011,115002
Sigara,FALSE,Genus,PH,WSA,SW,WSA,7.739154075,21.00167302,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,,,9,RBP2 1999 (MACS),840,103369,103364
Sigara alternata,FALSE,Species,PH,Tt add in,SW,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Vermicorixa),alternata,,,1604,103370,103369
Sigara grossolineata,FALSE,Species,PH,Tt add in,SW,Tt add in,,,FALSE,4,5,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Vermicorixa),grossolineata,,,1605,103382,103369
Sigara lineata,FALSE,Species,PH,Tt add in,SW,Tt add in,,,FALSE,4,5,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Lasiosigara),lineata,,,1766,103402,717551
Sigara mathesoni,FALSE,Species,PH,Tt add in,SW,Tt add in,,,FALSE,,,5,5,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Vermicorixa),mathesoni,,,1606,103415,103369
Sigara trilineata,FALSE,Species,PH,Tt add in,SW,Tt add in,,,FALSE,4,5,5,5,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Sigara,Sigara (Lasiosigara),trilineata,,,1607,103403,103369
Silvius,FALSE,Genus,PR,RBP2 1999,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Tabanidae,Chrysopsinae,Chrysopsini,Silvius,,,7,WSA,312,131062,131061
Simuliidae,FALSE,Family,CF,WSA,CN,WSA,6.380316463,18.7912795,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,,,,,6,WSA,618,126640,125808
Simulium,FALSE,Genus,CF,WSA,CN,WSA,6.366786074,18.75535625,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Simulium,,,3,WSA,619,126774,126773
Simulium bivittatum,FALSE,Species,CF,RBP2 1999,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,bivittatum,,RBP2 1999 (ID),620,126790,126774
Simulium fibrinflatum,FALSE,Species,CF,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Simuliini,Simulium,,fibrinflatum,6,USEPA 1990 Draft,1446,126820,126774
Simulium jenningsi,FALSE,Species,CF,RBP2 1999,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Simuliini,Simulium,,jenningsi,6,RBP2 1999 (MACS),1447,126832,126774
Simulium lascivum,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,lascivum,,WSA,621,126652,
Simulium luggeri,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,luggeri,,WSA,622,126838,126774
Simulium meridionale,FALSE,Species,CF,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,meridionale,6,WSA,623,126841,126774
Simulium tuberosum,FALSE,Species,CF,USEPA 1990 Draft,CN,RBP2 1999,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,tuberosum,4,USEPA 1990 Draft,1505,126883,126774
