Taxon_orig,OTU_BCG_v1,Modified_BCG_v1,Rationale_modifyBCG,OTU_FinerRezWorms,Taxon_group
TELMATODRILUS,Oligochaeta,yes,worms to Oligochaeta,Telmatodrilinae,Oligochaeta
Telmatodrilus vejdovskyi,Oligochaeta,yes,worms to Oligochaeta,Telmatodrilinae,Oligochaeta
Teneridrilus,Oligochaeta,yes,worms to Oligochaeta,Telmatodrilinae,Oligochaeta
Testudacarus,Acari,yes,mites collapsed to Acari,Testudacarus,Acari
Testudacarus sp.,Acari,yes,mites collapsed to Acari,Testudacarus,Acari
Teutonia,Acari,yes,mites collapsed to Acari,Teutonia,Acari
Thaumaleidae,Thaumaleidae,no,,Thaumaleidae,Diptera
Theromyzon,Glossiphoniidae,yes,backed off to family,Glossiphoniidae,Leeches
Theromyzon sp.,Glossiphoniidae,yes,backed off to family,Glossiphoniidae,Leeches
Thienemanniella,Thienemanniella,no,,Thienemanniella,Chironomidae
Thienemanniella sp.,Thienemanniella,yes,sp.,Thienemanniella,Chironomidae
Thienemannimyia,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia complex,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia Genus Gr.,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia gr. sp.,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia group,Thienemannimyia Group,yes,CAPs,Thienemannimyia Group,Chironomidae
Thyas sp.,Acari,yes,mites collapsed to Acari,Parathyas,Acari
Timpanoga,Timpanoga hecuba,yes,monotypic,Timpanoga hecuba,Ephemeroptera
Timpanoga hecuba,Timpanoga hecuba,no,monotypic,Timpanoga hecuba,Ephemeroptera
Tinodes,Tinodes,no,,Tinodes,Trichoptera
Tinodes sp.,Tinodes,yes,sp.,Tinodes,Trichoptera
Tipula,Tipula,no,,Tipula,Diptera
Tipula sp.,Tipula,yes,sp.,Tipula,Diptera
Tipulidae,Tipulidae,no,,Tipulidae,Diptera
Tokunagaia,Tokunagaia,no,,Tokunagaia,Chironomidae
Tokunagaia sp.,Tokunagaia,yes,sp.,Tokunagaia,Chironomidae
Torrenticola,Acari,yes,mites collapsed to Acari,Torrenticola,Acari
Torrenticola sp.,Acari,yes,mites collapsed to Acari,Torrenticola,Acari
Torrenticolidae,Acari,yes,mites collapsed to Acari,Torrenticolidae,Acari
Trepaxonemata,Platyhelminthes,yes,backed off to Platyhelminthes,Platyhelminthes,Misc. Phyla
Triaenodes,Triaenodes,no,,Triaenodes,Trichoptera
Triaenodes sp.,Triaenodes,yes,sp.,Triaenodes,Trichoptera
Tribelos,Tribelos,no,,Tribelos,Chironomidae
Tribelos jucundum,Tribelos,yes,backed off to genus,Tribelos,Chironomidae
Tribelos sp.,Tribelos,yes,sp.,Tribelos,Chironomidae
Trichoclinocera,Clinocera/Trichoclinocera,yes,Slashed taxon,Clinocera/Trichoclinocera,Diptera
Trichoclinocera sp.,Clinocera/Trichoclinocera,yes,Slashed taxon,Clinocera/Trichoclinocera,Diptera
Trichoptera,Trichoptera,no,,Trichoptera,Trichoptera
Tricorythodes,Tricorythodes,no,,Tricorythodes,Ephemeroptera
Tricorythodes explicatus,Tricorythodes,yes,backed off to genus,Tricorythodes,Ephemeroptera
Tricorythodes minutus,Tricorythodes,yes,backed off to genus,Tricorythodes,Ephemeroptera
Tricorythodes sp.,Tricorythodes,yes,sp.,Tricorythodes,Ephemeroptera
Triogma,Triogma,no,,Triogma,Diptera
Triogma sp.,Triogma,yes,sp.,Triogma,Diptera
Trombidiformes,Acari,yes,mites collapsed to Acari,Trombidiformes,Acari
Tropisternus sp.,Hydrophilidae,yes,backed off to family,Hydrophilidae,Coleoptera
Truncatelloidea,Truncatelloidea,no,,Truncatelloidea,Mollusca
Tubifex,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Tubifex tubifex,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Tubificidae,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Tubificidae w/ cap setae,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Tubificidae w/o cap setae,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Tubificinae,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Turbellaria,Platyhelminthes,yes,backed off to Platyhelminthes,Platyhelminthes,Misc. Phyla
Tvetenia,Tvetenia,no,,Tvetenia,Chironomidae
Tvetenia Bavarica Gr.,Tvetenia Bavarica Group,yes,FORMATTING,Tvetenia Bavarica Group,Chironomidae
Tvetenia bavarica group,Tvetenia Bavarica Group,yes,CAPs,Tvetenia Bavarica Group,Chironomidae
Tvetenia Discoloripes Gr.,Tvetenia tshernovskii,yes,nomenclature,Tvetenia tshernovskii,Chironomidae
Tvetenia discoloripes group,Tvetenia tshernovskii,yes,nomenclature,Tvetenia tshernovskii,Chironomidae
Tvetenia tshernovskii,Tvetenia tshernovskii,no,,Tvetenia tshernovskii,Chironomidae
Tvetenia Vitracies Group,Tvetenia tshernovskii,yes,nomenclature,Tvetenia tshernovskii,Chironomidae
Twinnia,Twinnia,no,,Twinnia,Diptera
Twinnia sp.,Twinnia,yes,sp.,Twinnia,Diptera
Tyrrellia,Acari,yes,mites collapsed to Acari,Tyrrellia,Acari
Tyrrellia sp.,Acari,yes,mites collapsed to Acari,Tyrrellia,Acari
Uenoidae,Uenoidae,no,,Uenoidae,Trichoptera
Ulomorpha,Ulomorpha,no,,Ulomorpha,Diptera
Ulomorpha sp.,Ulomorpha,yes,sp.,Ulomorpha,Diptera
Uncinais,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Uncinais uncinata,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Unionacea,Unionida,yes,backed off to Unionida,Unionida,Mollusca
Unionicola,Acari,yes,mites collapsed to Acari,Unionicola,Acari
Unionicola sp.,Acari,yes,mites collapsed to Acari,Unionicola,Acari
Unionida,Unionida,no,,Unionida,Mollusca
Unionidae,Unionida,yes,backed off to Unionida,Unionida,Mollusca
Unionoida,Unionida,yes,naming scheme,Unionida,Mollusca
Utaxatax,Acari,yes,mites collapsed to Acari,Utaxatax,Acari
Valvata,Valvata,no,,Valvata,Mollusca
Valvata humeralis,Valvata,yes,backed off to genus,Valvata,Mollusca
Valvata sp.,Valvata,yes,sp.,Valvata,Mollusca
Valvata utahensis,Valvata,yes,backed off to genus,Valvata,Mollusca
Varichaetadrilus,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Vejdovskyella,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Veneroida,Veneroida,no,,Veneroida,Mollusca
Visoka,Visoka cataractae,yes,monotypic,Visoka cataractae,Plecoptera
Visoka cataractae,Visoka cataractae,no,monotypic,Visoka cataractae,Plecoptera
Visoka sp.,Visoka cataractae,yes,monotypic,Visoka cataractae,Plecoptera
Vorticifex,Vorticifex,no,,Vorticifex,Mollusca
Vorticifex effusa,Vorticifex,yes,backed off to genus,Vorticifex,Mollusca
Wandesia,Acari,yes,mites collapsed to Acari,Wandesia,Acari
Wandesia sp.,Acari,yes,mites collapsed to Acari,Wandesia,Acari
Wiedemannia,Roederiodes/Wiedemannia,yes,Slashed taxon,Roederiodes/Wiedemannia,Diptera
Wiedemannia sp.,Roederiodes/Wiedemannia,yes,Slashed taxon,Roederiodes/Wiedemannia,Diptera
Wormaldia,Wormaldia,no,,Wormaldia,Trichoptera
Wormaldia sp.,Wormaldia,yes,sp.,Wormaldia,Trichoptera
Xenochironomus,Xenochironomus xenolabis,yes,monotypic,Xenochironomus xenolabis,Chironomidae
Xenochironomus xenolabis,Xenochironomus xenolabis,no,monotypic,Xenochironomus xenolabis,Chironomidae
Yoraperla,Yoraperla,no,,Yoraperla,Plecoptera
Yoraperla brevis,Yoraperla,yes,backed off to genus,Yoraperla,Plecoptera
Yoraperla sp.,Yoraperla,yes,sp.,Yoraperla,Plecoptera
Zaitzevia,Zaitzevia,no,,Zaitzevia,Coleoptera
Zaitzevia parvula,Zaitzevia,yes,backed off to genus,Zaitzevia,Coleoptera
Zaitzevia posthonia,Zaitzevia,yes,backed off to genus,Zaitzevia,Coleoptera
Zaitzevia sp.,Zaitzevia,yes,sp.,Zaitzevia,Coleoptera
Zapada,Zapada,no,,Zapada,Plecoptera
Zapada cinctipes,Zapada cinctipes,no,,Zapada cinctipes,Plecoptera
Zapada columbiana,Zapada columbiana,no,,Zapada columbiana,Plecoptera
Zapada frigida,Zapada frigida,no,,Zapada frigida,Plecoptera
Zapada Oregonensis Gr.,Zapada Oregonensis Group,yes,Formatting,Zapada Oregonensis Group,Plecoptera
Zapada Oregonensis Group,Zapada Oregonensis Group,no,,Zapada Oregonensis Group,Plecoptera
Zapada sp.,Zapada,yes,sp.,Zapada,Plecoptera
Zavrelimyia,Zavrelimyia,no,,Zavrelimyia,Chironomidae
Zavrelimyia sp.,Zavrelimyia,yes,sp.,Zavrelimyia,Chironomidae
Zumatrichia,Zumatrichia,no,,Zumatrichia,Trichoptera
Zumatrichia notosa,Zumatrichia,yes,backed off to genus,Zumatrichia,Trichoptera
Zumatrichia notosa (Leucotrichia notosa),Zumatrichia,yes,backed off to genus,Zumatrichia,Trichoptera
Zygoptera,Zygoptera,no,,Zygoptera,Odonata
