"","Taxon","NonTarget","Habit","Hemoglobin","Air","TolVal2","TolVal","FSBI_2012","BSTI_WA.optima","BCG_attr","FFG","Life_Cycle","Habitat","Noteworthy","LONGLIVED","Thermal_indicator","ThermalPref_ALL","ThermTol_Less30","MTTI_WA.optima","MWMT_WAopt","MWMT_PCT90","Therm_TopIndicator","ThermVar","TSN","Kingdom","Phylum","SubPhylum","Class","SubClass","Order","SubOrder","SuperFamily","Family","SubFamily","Tribe","GenusGroup","Genus","SubGenus","SpeciesGroup","SpeciesSubGroup","SpeciesComplex","Species","Taxon_Group"
"724","Psilometriocnemus",FALSE,"UN","","F",11,4,NA,22.9,"4","CG","multi","RHEO",NA,FALSE,"cold","Cold","",17.1,17.01068156,19.968,"","",129083,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Psilometriocnemus","","","","","","Chironomidae"
"725","Psychodidae",FALSE,"BU","","T",11,4,NA,NA,"3","CG","UNKN","GENE",NA,FALSE,"","Cool","",NA,17.36572171,21.83,"","yes",125351,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Psychodidae","","","","","","","","","","Diptera"
"726","Psychodini",FALSE,"BU","","T",11,4,NA,NA,"5","CG","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Psychodidae","Psychodinae","Psychodini","","","","","","","","Diptera"
"727","Psychoglypha",FALSE,"SP","","F",2,0,NA,18.8,"3","OM","uni","DEPO",NA,FALSE,"cool","Cool","",17.1,16.6769521,21.224,"","",115974,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Limnephilinae","Chilostigmini","","Psychoglypha","","","","","","Trichoptera"
"728","Psychoglypha bella",FALSE,"SP","","F",11,0,NA,18.8,"3","OM","uni","DEPO",NA,FALSE,"","","Less30",17.1,NA,NA,"","",115977,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Limnephilinae","Chilostigmini","","Psychoglypha","","","","","bella","Trichoptera"
"729","Psychoglypha subborealis",FALSE,"SP","","F",11,0,NA,18.8,"3","OM","uni","GENE",NA,FALSE,"","","Less30",17.1,NA,NA,"","",115981,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Limnephilinae","Chilostigmini","","Psychoglypha","","","","","subborealis","Trichoptera"
"730","Psychomyia",FALSE,"CN","","F",1,2,NA,7.9,"3","SC","uni","RHEO",NA,FALSE,"warm","Warm","",19.7,19.79852084,23.662,"","",115335,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Annulipalpia","Hydropsychoidea","Psychomyiidae","Psychomyiinae","","","Psychomyia","","","","","","Trichoptera"
"731","Psychomyiidae",FALSE,"UN","","F",11,2,NA,NA,"3","SC","uni","RHEO",NA,FALSE,"warm","Warm","",NA,19.77311494,23.96,"","",115334,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Annulipalpia","Hydropsychoidea","Psychomyiidae","","","","","","","","","","Trichoptera"
"732","Pteronarcella",FALSE,"CN","","F",4,4,NA,23.2,"3","OM","semi","RHEO",NA,TRUE,"cowa","Cool-Warm","",19.4,19.21554672,22.435,"","",102485,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Pteronarcyidae","Pteronarcyinae","Pteronarcellini","","Pteronarcella","","","","","","Plecoptera"
"733","Pteronarcyidae",FALSE,"CN","","F",11,2,NA,NA,"3","OM","semi","RHEO",NA,TRUE,"","Eurythermal","",NA,17.49432702,22.203,"","yes",102470,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Pteronarcyidae","","","","","","","","","","Plecoptera"
"734","Pteronarcys",FALSE,"CN","","F",2,2,10,NA,"3","OM","semi","RHEO",NA,TRUE,"","Eurythermal","",NA,17.12738766,22.197,"","yes",102471,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Pteronarcyidae","Pteronarcyinae","Pteronarcyini","","Pteronarcys","","","","","","Plecoptera"
"735","Pteronarcys californica",FALSE,"CN","","F",1,2,10,6.3,"3","OM","semi","RHEO",TRUE,TRUE,"warm","Warm","",21.1,20.869425,25.37,"","",102473,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Pteronarcyidae","Pteronarcyinae","Pteronarcyini","","Pteronarcys","","","","","californica","Plecoptera"
"736","Pteronarcys dorsata",FALSE,"CN","","F",11,2,NA,NA,"","","","",NA,TRUE,"","","Less30",NA,NA,NA,"","",102478,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Pteronarcyidae","Pteronarcyinae","Pteronarcyini","","Pteronarcys","","","","","dorsata","Plecoptera"
"737","Pteronarcys princeps",FALSE,"CN","","F",11,0,NA,5,"3","OM","semi","RHEO",NA,TRUE,"cold","Cold","",16.1,16.1801,19.4,"","",102484,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Pteronarcyidae","Pteronarcyinae","Pteronarcyini","","Pteronarcys","","","","","princeps","Plecoptera"
"738","Ptilodactylidae",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",114265,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Ptilodactylidae","","","","","","","","","","Coleoptera"
"739","Ptilostomis",FALSE,"UN","","F",11,4,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",115868,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Phryganeoidea","Phryganeidae","Phryganeinae","","","Ptilostomis","","","","","","Trichoptera"
"740","Ptychoptera",FALSE,"BU","","T",11,7,NA,27.4,"3","CG","uni","GENE",NA,FALSE,"cowa","Cool-Warm","",18.6,18.54529106,21.33,"","",125786,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Ptychopteridae","Ptychopterinae","","","Ptychoptera","","","","","","Diptera"
"741","Ptychopteridae",FALSE,"UN","","T",11,7,NA,NA,"3","CG","uni","GENE",NA,FALSE,"cowa","Cool-Warm","",NA,18.55974341,21.332,"","",125763,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Ptychopteridae","","","","","","","","","","Diptera"
"742","Pulmonata",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Mollusca","","Gastropoda","","","","","","","","","","","","","","","Other Non-Insect"
"743","Quistradrilus",FALSE,"UN","","",NA,10,NA,46.5,"","","","",NA,FALSE,"","","Less30",21,NA,NA,"","",68793,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Tubificinae","","","Quistradrilus","","","","","","Oligochaeta"
"744","Radix",FALSE,"UN","","F",11,6,NA,56,"","","","",NA,FALSE,"","","Less30",21.8,NA,NA,"","",76525,"Animalia","Mollusca","","Gastropoda","","Basommatophora","","","Lymnaeidae","","","","Radix","","","","","","Other Non-Insect"
"745","Radotanypus",FALSE,"UN","T","F",11,7,NA,83.1,"4","PR","multi","GENE",NA,FALSE,"warm","Warm","",20.6,20.65300063,23.71,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Macropelopiini","","Radotanypus","","","","","","Chironomidae"
"746","Ramellogammarus",FALSE,"UN","","",NA,4,NA,NA,"4","SH","uni","BRAC",NA,FALSE,"cowa","Cool-Warm","",19.9,19.79836757,22,"","",93953,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea","","Anisogammaridae","","","","Ramellogammarus","","","","","","Other Non-Insect"
"747","Rhabdomastix",FALSE,"BU","","T",1,1,5,18,"3","SH","semi","SPEC",NA,FALSE,"cold","Cold","",15.4,15.26121922,19.952,"","",120968,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Limoniidae","Chioneinae","","","Rhabdomastix","","","","","","Diptera"
"748","Rhabdomastix (Lurdia)",FALSE,"BU","","T",1,1,5,18,"3","SH","semi","SPEC",TRUE,FALSE,"","","Less30",15.4,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Limoniidae","Chioneinae","","","Rhabdomastix","Lurdia","","","","","Diptera"
"749","Rheocricotopus",FALSE,"SP","","F",5,4,NA,13.4,"4","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",17.7,17.71400991,23.1,"","",129086,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Rheocricotopus","","","","","","Chironomidae"
"750","Rheosmittia",FALSE,"SP","","F",11,6,NA,NA,NA,"UNKN","multi","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",129107,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Rheosmittia","","","","","","Chironomidae"
"751","Rheotanytarsus",FALSE,"CN","","F",1,6,NA,15.4,"4","CF","multi","RHEO",NA,FALSE,"warm","Warm","",20.5,19.88107884,23.812,"","",129952,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Tanytarsini","","Rheotanytarsus","","","","","","Chironomidae"
"752","Rhips",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,25.4,"","","","",NA,FALSE,"","","",17.9,NA,NA,"","",NA,"Animalia","Nemertea","","","","","","","","","","","","","","","","","Other Non-Insect"
"753","Rhithrogena",FALSE,"CN","","F",2,0,15,7.2,"4","SC","uni","RHEO",NA,FALSE,"cool","Cool","",15.9,15.87255388,21.51,"","",100572,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Heptageniidae","","","","Rhithrogena","","","","","","Ephemeroptera"
"754","Rhizelmis",FALSE,"CN","","",NA,1,NA,NA,"1i","CG","semi","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",114198,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Elmidae","Elminae","Elmini","","Rhizelmis","","","","","","Coleoptera"
"755","Rhyacodrilinae",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",974287,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Rhyacodrilinae","","","","","","","","","Oligochaeta"
"756","Rhyacodrilus",FALSE,"UN","T","F",11,10,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",68839,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Rhyacodrilinae","","","Rhyacodrilus","","","","","","Oligochaeta"
"757","Rhyacophila",FALSE,"CN","","F",11,1,NA,NA,"3","PR","UNKN","RHEO",NA,FALSE,"","Cool","",NA,16.35384865,21.134,"","yes",115097,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","","","","","Trichoptera"
"758","Rhyacophila Alberta Group",FALSE,"CN","U","F",1,0,NA,10.1,"2","PR","semi","RHEO",TRUE,FALSE,"cold","Cold","",15.3,15.01438778,18.838,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Alberta Gr.","","","","Trichoptera"
"759","Rhyacophila Angelita Group",FALSE,"CN","U","F",1,0,15,6.3,"3","PR","uni","RHEO",NA,FALSE,"cool","Cool","",17.6,17.55549476,20.6,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Angelita Gr.","","","","Trichoptera"
"760","Rhyacophila arnaudi",FALSE,"CN","","F",11,0,NA,16.8,"3","PR","uni","RHEO",NA,FALSE,"cool","Cool","",18.1,18.12706763,20.963,"","",115165,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Leiftincki Gr.","","","arnaudi","Trichoptera"
"761","Rhyacophila atrata complex",FALSE,"CN","","",NA,0,NA,7.9,"3","PR","uni","RHEO",NA,FALSE,"cold","Cold","",14.5,14.52122255,18.912,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Sibirica Gr.","mainensis sugroup","atrata complex","","Trichoptera"
"762","Rhyacophila Basalis Group",FALSE,"CN","","",NA,0,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Basalis Gr.","","","","Trichoptera"
"763","Rhyacophila Betteni Group",FALSE,"CN","","F",1,0,10,7.8,"3","PR","semi","RHEO",NA,FALSE,"cool","Cool","",16.5,16.39476777,20.508,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Betteni Gr.","","","","Trichoptera"
"764","Rhyacophila blarina",FALSE,"CN","","F",11,1,NA,15.2,"3","PR","uni","RHEO",NA,FALSE,"cool","Cool","",18.6,18.5794309,20.908,"","",115153,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Sibirica Gr.","sibirica subgroup","minora complex","blarina","Trichoptera"
"765","Rhyacophila Brunnea/Vemna Groups",FALSE,"CN","U","U",11,2,NA,8.6,"4","PR","semi","RHEO",NA,TRUE,"cool","Cool","",16.6,16.50289421,20.48,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Brunnea/Vemna Gr.","","","","Trichoptera"
"766","Rhyacophila Coloradensis Group",FALSE,"CN","","F",1,0,NA,NA,"2","PR","uni","RHEO",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Coloradensis Gr.","","","","Trichoptera"
"767","Rhyacophila Grandis Group",FALSE,"CN","","F",11,1,NA,9,"3","PR","semi","HEAD",TRUE,FALSE,"cold","Cold","",16.6,16.41802583,19.48,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Grandis Gr.","","","","Trichoptera"
"768","Rhyacophila Hyalinata Group",FALSE,"CN","U","F",1,0,20,3.9,"2","PR","semi","RHEO",NA,FALSE,"cool","Cool","",14.6,14.75062466,20.222,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Hyalinata Gr.","","","","Trichoptera"
"769","Rhyacophila malkini",FALSE,"CN","","F",11,2,NA,NA,"3","PR","uni","RHEO",NA,FALSE,"warm","Warm","",22.7,22.52187792,24.544,"","",115181,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Betteni Gr.","","","malkini","Trichoptera"
"770","Rhyacophila narvae",FALSE,"CN","","F",11,0,10,9.1,"3","PR","uni","RHEO",NA,FALSE,"cool","Cool","",16.5,16.53536714,20.248,"","",115155,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Sibirica Gr.","narvae subgroup","","narvae","Trichoptera"
"771","Rhyacophila Nevadensis Group",FALSE,"CN","","F",11,1,NA,NA,"2","PR","uni","RHEO",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Nevadensis Gr.","","","","Trichoptera"
"772","Rhyacophila Oreta Group",FALSE,"UN","","",NA,0,NA,NA,"1i","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Oreta Gr.","","","","Trichoptera"
"773","Rhyacophila Rotunda Group",FALSE,"CN","","F",11,0,NA,NA,"1i","PR","semi","HEAD",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Rotunda Gr.","","","","Trichoptera"
"774","Rhyacophila Sibirica Group",FALSE,"CN","","F",1,0,15,NA,"3","","","",NA,FALSE,"cold","Cold","",NA,13.69993385,19.524,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Sibirica Gr.","","","","Trichoptera"
"775","Rhyacophila Vagrita Group",FALSE,"CN","U","F",11,0,NA,5.3,"2","PR","uni","RHEO",NA,FALSE,"stenoc","Cold Stenotherm","",14.6,14.63669718,17.858,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Vagrita Gr.","","","","Trichoptera"
"776","Rhyacophila Verrula Group",FALSE,"CN","","F",11,0,5,8.7,"2","MH","semi","SPEC",TRUE,FALSE,"stenoc","Cold Stenotherm","",12.4,12.07897166,18.78,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Verrula Gr.","","","","Trichoptera"
"777","Rhyacophila vetina complex",FALSE,"UN","","",NA,NA,NA,NA,"1i","PR","uni","HEAD",TRUE,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Sibirica Gr.","vetina subgroup","vetina complex","","Trichoptera"
"778","Rhyacophila Viquaea Group",FALSE,"CN","F","F",11,NA,NA,NA,"1i","PR","semi","HEAD",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Viquaea Gr.","","","","Trichoptera"
"779","Rhyacophila Visor Group",FALSE,"CN","","F",11,1,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Visor Gr.","","","","Trichoptera"
"780","Rhyacophila Vofixa Group",FALSE,"CN","U","F",1,0,15,8.6,"2","PR","semi","RHEO",TRUE,TRUE,"stenoc","Cold Stenotherm","",13.2,13.05281357,17.257,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Rhyacophiloidea","Rhyacophilidae","","","","Rhyacophila","","Vofixa Gr.","","","","Trichoptera"
"781","Rhynchelmis",FALSE,"UN","","F",11,4,NA,17,"","","","",NA,FALSE,"cool","Cool","",18.8,18.03862417,19.638,"","",68463,"Animalia","Annelida","","Clitellata","Oligochaeta","Lumbriculida","","","Lumbriculidae","","","","Rhynchelmis","","","","","","Oligochaeta"
"782","Rhynchobdellida",FALSE,"UN","","",NA,NA,NA,67.1,"","","","",NA,FALSE,"","","",21.8,21.40653417,25.34180492,"","",69295,"Animalia","Annelida","","Clitellata","Hirudinea","Rhynchobdellida","","","","","","","","","","","","","Other Non-Insect"
"783","Ripistes parasita",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Ripistes","","","","","parasita","Oligochaeta"
"784","Robackia",FALSE,"BU","","F",4,4,NA,NA,NA,"CG","multi","RIVE",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",129730,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Robackia","","","","","","Chironomidae"
"785","Roederiodes",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"cool","Cool","",18,18.25915852,20.9,"","",135893,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Empididae","Clinocerinae","","","Roederiodes","","","","","","Diptera"
"786","Rossiana montana",FALSE,"CN","","F",1,0,NA,NA,"1i","SH","","",TRUE,FALSE,"","","",NA,NA,NA,"","",116401,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Rossianidae","","","","Rossiana","","","","","montana","Trichoptera"
"787","Rossianidae",FALSE,"CN","","F",1,0,NA,NA,"1i","SH","","",TRUE,FALSE,"","","",NA,NA,NA,"","",598186,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Rossianidae","","","","","","","","","","Trichoptera"
"788","Saetheria",FALSE,"BU","","F",11,4,NA,NA,NA,"CG","multi","GENE",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",129735,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Saetheria","","","","","","Chironomidae"
"789","Salmoperla sylvanica",FALSE,"CN","","",11,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",103192,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Perlodinae","Arcynopterygini","","Salmoperla","","","","","sylvanica","Plecoptera"
"790","Sanfilippodytes",FALSE,"UN","","T",11,5,NA,13.3,NA,"PR","uni","GENE",NA,FALSE,"cool","Cool","",18.9,18.41969906,21.291,"","",728253,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Dytiscidae","Hydroporinae","Hydroporini","","Sanfilippodytes","","","","","","Coleoptera"
"791","Sciomyzidae",FALSE,"UN","","F",11,6,NA,NA,"4","PR","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",144653,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Sciomyzidae","","","","","","","","","","Diptera"
"792","Scirtidae",FALSE,"UN","","F",11,5,NA,NA,NA,"SC","uni","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",113924,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Scirtidae","","","","","","","","","","Coleoptera"
"793","Sergentia",FALSE,"UN","T","F",11,5,NA,NA,NA,"CG","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",129739,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Sergentia","","","","","","Chironomidae"
"794","Sericostriata surdickae",FALSE,"CN","","",1,1,NA,NA,"1i","SC","uni","RHEO",TRUE,FALSE,"","","",NA,NA,NA,"","",605894,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Uenoidae","Uenoinae","","","Sericostriata","","","","","surdickae","Trichoptera"
"795","Serratella levis",FALSE,"UN","","",NA,NA,NA,NA,"1m","CG","uni","RHEO",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",568638,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Serratella","","","","","levis","Ephemeroptera"
"796","Serratella micheneri",FALSE,"CN","","F",11,0,NA,NA,"4","CG","uni","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",568639,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Serratella","","","","","micheneri","Ephemeroptera"
"797","Setvena",FALSE,"CN","","F",11,2,15,NA,"1i","PR","semi","HEAD",TRUE,FALSE,"stenoc","Cold Stenotherm","",10.9,10.63678118,14.56220916,"","",103193,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Perlodinae","Arcynopterygini","","Setvena","","","","","","Plecoptera"
"798","Sialis",FALSE,"BU","","F",4,4,NA,40.4,"4","PR","semi","GENE",NA,TRUE,"warm","Warm","",19.9,19.802438,23.928,"","",115002,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Megaloptera","","","Sialidae","","","","Sialis","","","","","","Megaloptera"
"799","Sierraperla",FALSE,"UN","F","F",11,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",102514,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Peltoperlidae","Peltoperlinae","","","Sierraperla","","","","","","Plecoptera"
"800","Simuliidae",FALSE,"CN","U","F",11,6,NA,NA,"4","CF","uni","RHEO",NA,FALSE,"","Eurythermal","",NA,18.38004914,22.296,"","yes",126640,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Simuliidae","","","","","","","","","","Diptera"
"801","Simulium",FALSE,"CN","U","F",5,6,NA,14.7,"4","CF","multi","RHEO",NA,FALSE,"eurythermal","Eurythermal","",18.8,18.63946158,22.533,"Eurythermal","",126774,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Simuliidae","Simuliinae","Simuliini","","Simulium","","","","","","Diptera"
"802","Siphlonuridae",FALSE,"SW","","F",11,1,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",100951,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Siphlonuridae","","","","","","","","","","Ephemeroptera"
"803","Siphlonurus",FALSE,"SW","","F",1,2,NA,NA,NA,"CG","uni","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",100953,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Siphlonuridae","","","","Siphlonurus","","","","","","Ephemeroptera"
"804","Sisyridae",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",115085,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neuroptera","Hemerobiiformia","","Sisyridae","","","","","","","","","","Neuroptera"
