TaxaID,RANK,NONTARGET,BCG_ATTR,FFG,FFGSource_BCG,Habit,HabitSource_BCG,TolVal,TolValSource_BCG,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,AUTHOR,TSN,PARTSN,BENTAXAID,TOLVAL_NM,TOLVALSOURCE_NM,TOLVAL_ED,TOLVALSOURCE_ED,TOLVALWI,TOLVALKANOD,TOLVALKAAP,TOLVALKAHM,TOLVALKAPOC,TOLVALKASA,TOLVALKASSS,TOLVALKASOURCE,TOLVALIDSS,TOLVALIDSSSOURCE,FFG_NM,FFGSOURCE_NM,FFG_ED,FFGSECONDARY,FFGTERTIARY,FFGSOURCE_ED,HABIT_NM,HABITSECONDARY,HABITTERTIARY,HABITSOURCE,HABITATPRIMARY,HABITATSECONDARY,HABITATTERTIARY,HABITATSOURCE,LIFECYCLE_NM,LIFECYCLESOURCE,LIFECYCLE1,LIFECYCLE1SOURCE,LIFECYCLE2,LIFECYCLE2SOURCE,TEMPTOLERANCE,TEMPTOLERANCESOURCE,COMMENTS_NM,JACOBI_ID,NM_TAXON_ID
Sphaerium striatinum,Species,FALSE,,,,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,Corbiculoidea,Pisidiidae,,,Sphaerium,"(Lamarck, 1818)",81398,81391,1898,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,univoltine,USGS BenTraits Table,,,,,No Comments,,25739
Sphaeriusidae,Family,FALSE,,,,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,Corbiculoidea,Sphaeriidae,,,,,,,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23938
Uniomerus,Genus,FALSE,,,,,,,,Mollusca,,Bivalvia,,Unionoida,,Unionidae,,,Uniomerus,"Conrad, 1853",80232,79913,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999425
Uniomerus tetralasmus,Species,FALSE,,,,,,,,Mollusca,,Bivalvia,,Unionoida,,Unionidae,,,Uniomerus,"(Say, 1831)",80233,80232,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999353
Unionidae,Family,FALSE,,,,,,,,Mollusca,,Bivalvia,,Unionoida,,Unionidae,,,,"Fleming, 1828",79913,79912,1904,8,EPA 841-B-99-002,8,EPA 841-B-99-002,,,,,,,,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,,25378
Unionoida,Order,FALSE,,,NRSA,,NRSA,,NRSA,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,,,,"Stoliczka, 1871",79912,79118,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25377
Utterbackia,Genus,FALSE,,,,,,,,Mollusca,,Bivalvia,,Unionoida,,Unionidae,,,Utterbackia,"Frierson, 1927",567155,79913,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999426
Utterbackia imbecillis,Species,FALSE,,,,,,,,Mollusca,,Bivalvia,,Unionoida,,Unionidae,,,Utterbackia,"(Say, 1829)",568432,567155,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999354
Veneroida,Order,FALSE,,,,,,,,Mollusca,,Bivalvia,,Veneroida,,,,,,"H. and A. Adams, 1856",80384,80383,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25397
Artemia,Genus,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Anostraca,,Artemiidae,,,Artemia,,83690,83689,2176,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999360
Artemiidae,Family,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Anostraca,,Artemiidae,,,,,,,2255,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,added for OTU generation,,999368
Branchiopoda,Class,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,,,,,,,,83687,83677,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999363
Caenestheriidae,Family,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Notostraca,,Caenestheriidae,,,,,,,2256,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,added for OTU generation,,
Cladocera,SubOrder,FALSE,,CF,03_WSA,SP,AZ DEQ,8,03_WSA,Arthropoda,Crustacea,Branchiopoda,,Diplostraca,,,,,,"Latreille, 1829",83832,83767,2050,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,22861
Daphniidae,Family,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Diplostraca,,Daphniidae,,,,"Straus, 1820",83872,609958,2049,6,Jacobi,,,,0,0,0,0,0,0,0,0,,Filterer,Jacobi,,,,,,,,,,,,,,,,,,,,,No Comments,990.5,22868
Diplostraca,Order,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Diplostraca,,,,,,"Gerstaecker, 1866",83767,609936,2052,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,23546
Notostraca,Order,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Notostraca,,,,,,"Sars, 1867",83756,83687,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999361
Triops,Genus,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Notostraca,,Caenestheriidae,,,Triops,,83765,83757,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,
Triops longicaudatus,Species,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Notostraca,,Caenestheriidae,,,Triops,"Leconte, 1846",83766,83765,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,
Triopsidae,Family,FALSE,,,,,,,,Arthropoda,Crustacea,Branchiopoda,,Notostraca,,Caenestheriidae,,,,"Keilhack, 1909",83757,83756,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,
Allonais,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Allonais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcteonais,Genus,FALSE,,,NRSA,,NRSA,,NRSA,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Arcteonais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arhynchobdellida,Order,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Arhynchobdellida,,,,,,"Blanchard, 1894",568835,568834,1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999365
Aulodrilus,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Aulodrilus,,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25987
Bothrioneurum,Genus,FALSE,,,NRSA,,NRSA,,NRSA,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Bothrioneurum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branchiobdellida,Order,FALSE,5,CG,03_WSA,,,8,03_WSA,Annelida,,Clitellata,Oligochaeta,Branchiobdellida,,Cambarincolidae,,,,,69168,68422,2175,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25616
Branchiura,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Branchiura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bratislavia,Genus,FALSE,,,NRSA,,NRSA,,NRSA,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Bratislavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambarincolidae,Family,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Branchiobdellida,,Cambarincolidae,,,,,,,2257,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,added for OTU generation,,25618
Chaetogaster,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Chaetogaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clitellata,Class,FALSE,,,,,,,,Annelida,,Clitellata,,,,,,,,,568832,64357,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,24255
Dero,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Dero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipidrilus,Genus,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae,,,Eclipidrilus,,,,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26367
Enchytraeidae,Family,FALSE,5,CG,03_WSA,BU,03_WSA,9,03_WSA,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,Enchytraeidae,,,,,68510,68509,2203,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25626
Enchytraeus,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,Enchytraeidae,,,Enchytraeus,,,,2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30180
Erpobdella,Genus,FALSE,5,PR,Jacobi,SP,03_WSA,10,Jacobi,Annelida,,Clitellata,Oligochaeta,Arhynchobdellida,,Erpobdellidae,,,Erpobdella,"de Blainville, 1818",69444,568847,1870,10,Jacobi,,,,,,,,,,,,,Predator,Jacobi,,,,,,,,,,,,,,,,,,,,,No Comments,932.1,26323
Erpobdellidae,Family,FALSE,,,NRSA,,NRSA,8,NRSA,Annelida,,Clitellata,Oligochaeta,Arhynchobdellida,,Erpobdellidae,,,,"Blanchard, 1894",69438,568836,1868,8,EPA 841-B-99-002,8,EPA 841-B-99-002,,,,,,,,,,,,,Predator,,,,,,,,,,,,,,,,,,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,,26025
Erpobdelliformes,SubOrder,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Arhynchobdellida,,,,,,"Sawyer, 1986",568836,568835,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999191
Erpobdellinae,Family,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Arhynchobdellida,,Erpobdellidae,,,,"Blanchard, 1894",568847,69438,1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,
Glossiphoniidae,Family,FALSE,5,PR,03_WSA,SP,03_WSA,7,03_WSA,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,,,,,69357,69295,2206,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,26333
Haplotaxida,Order,FALSE,5,CG,03_WSA,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,,,,,,,68498,68422,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25620
Helobdella,Genus,FALSE,5,PR,03_WSA,SP,03_WSA,8,03_WSA,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,,,Helobdella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirudinea,SubClass,FALSE,5,PR,Jacobi,SP,03_WSA,10,Jacobi,Annelida,,Clitellata,Hirudinea,,,,,,,"Lamarck, 1818",69290,568832,1865,10,Jacobi,10,EPA 841-B-99-002,,,,,,,,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,932,22737
Limnodrilus,Genus,FALSE,5,CG,Jacobi,CN,BCG Workgroup,8,Jacobi,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Limnodrilus,"Claparede, 1862",68638,68585,2056,8,Jacobi,,,,0,0,0,0,0,0,0,0,,Gatherer,Jacobi,,,,,,,,,,,,,,,,,,,,,No Comments,935.01,25997
Lumbricidae,Family,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,,Lumbricidae,,,,,69165,69069,1862,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,,25623
Lumbricina,SubOrder,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,,,,,,,69069,68498,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,24501
Lumbriculida,Order,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,,,,,68439,68422,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,26365
Lumbriculidae,Family,FALSE,5,CG,Jacobi,BU,WY DEQ,8,Jacobi,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae,,,,,68440,68439,1864,8,Jacobi,8,EPA 841-B-99-002,,,,,,,,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Burrower,,,WY DEQ,,,,,,,,,,,,,No Comments,938,26366
Lumbriculus,Genus,FALSE,,,NRSA,,NRSA,8,NRSA,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,Lumbriculidae,,,Lumbriculus,,,,2426,,,,,,,,,,,,,,,Gatherer,EPA 841-B-99-002,,,,,,,,,,,,,,,,,,,,,,,26368
Myzobdella,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Piscicolidae,,,Myzobdella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naididae,Family,FALSE,5,CG,Jacobi,BU,WY DEQ,8,Jacobi,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,,,68854,68509,1857,8,Jacobi,,,,,,,,,,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Burrower,,,WY DEQ,,,,,,,multivoltine,USGS BenTraits Table,,,,,No Comments,935.5,25627
Naididae (Naidinae),SubFamily,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,,,,,2406,,,,,,,,,,,,,,,Predator,,,,,,,,,,,,,,,,,,,,,,,,30181
Naididae (Tubificinae),SubFamily,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nais,Genus,FALSE,5,CG,PN 89,BU,03_WSA,8,NC SOP 97,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Nais,,,,2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25941
Oligochaeta,SubClass,FALSE,5,CG,Jacobi,BU,03_WSA,5,Jacobi,Annelida,,Clitellata,Oligochaeta,,,,,,,,68422,568832,1854,5,Jacobi,5,EPA 841-B-99-002,,,,,,,,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,933,25613
Ophidonais,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Ophidonais,"Grevais, 1838",68995,68854,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25952
Ophidonais serpentina,Species,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Ophidonais,"(Mueller, 1773)",68996,68995,1859,8,Jacobi,,,,,,,,,,,,,Gatherer,Jacobi,,,,,Burrower,,,WY DEQ,,,,,,,,,,,,,No Comments,935.1,25953
Paranais,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Paranais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamothrix,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Potamothrix,,,,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26009
Pristina,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Pristina,,,,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25957
Rhyacodrilus,Genus,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Rhyacodrilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slavina,Genus,FALSE,5,CG,,,,6,By Assoc. w/ species,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Slavina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specaria,Genus,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Specaria,,,,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25975
Stylaria,Genus,FALSE,,,NRSA,,NRSA,7,NRSA,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,Stylaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubificidae,Family,FALSE,5,CG,Jacobi,BU,WY DEQ,10,EPA 841-B-99-002,Annelida,,Clitellata,Oligochaeta,Tubificida,,Tubificidae,,,,,68585,68509,1860,10,EPA 841-B-99-002,10,EPA 841-B-99-002,,,,,,,,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Burrower,,,WY DEQ,,,,,,,,,,,,,No Comments,934,25986
Tubificina,SubOrder,FALSE,,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,,,,,,68509,68498,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,23531
Tubificinae,Subfamily,FALSE,5,,,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,,Naididae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entomobryidae,Family,FALSE,,,,,,,,Arthropoda,,Collembola,,Collembola,,Entomobryidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypogasturidae,Family,FALSE,,,,,,,,Arthropoda,,Collembola,,Poduromorpha,,Hypogasturidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoplonemertea,Order,FALSE,,,,,,,,Nemertea,,Enopla,,Hoplonemertea,,,,,,,57491,57411,2135,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,26588
Nemertea,Phylum,FALSE,,,,,,,,Nemertea,,Enopla,,Hoplonemertea,,Tetrastemmatidae,,,Prostoma,,57411,202423,2136,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,29885
Prostoma,Genus,FALSE,4,PR,03_WSA,,,6,03_WSA,Nemertea,,Enopla,,Hoplonemertea,,Tetrastemmatidae,,,Prostoma,"Duges, 1828",57577,57556,2118,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,26594
Tetrastemmatidae,Family,FALSE,,,,,,,,Nemertea,,Enopla,,Hoplonemertea,,Tetrastemmatidae,,,,,57556,57491,2137,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,26593
Ancylidae,Family,FALSE,4,SC,Jacobi,CB,03_WSA,6,Jacobi,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Ferrissia,,76568,76437,1919,6,Jacobi,6,EPA 841-B-99-002,,,,,,,,,,,Scraper,Jacobi,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,929,25784
Armiger,Genus,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Armiger,"Hartmann, 1840",76618,76591,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,27786
Armiger crista,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Armiger,"(Linnaeus, 1758)",76619,76618,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gyraulus crista not valid name - changed to Armiger crista,,27787
Basommatophora,Order,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,,,,,,76437,69459,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25783
Bioamphalaria,Genus,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Bioamphalaria,,,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999427
Bioamphalaria obstructa,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Bioamphalaria,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999355
Ferrissia,Genus,FALSE,4,SC,Jacobi,CN,WY DEQ,6,EPA 841-B-99-002,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Ferrissia,"Walker, 1903",76569,76568,1920,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,,,,,,,,,,Scraper,Jacobi,Scraper,,,EPA 841-B-99-002,Clinger,,,WY DEQ,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,929.1,25785
Ferrissia californica,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Ferrissia,,,76569,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,not in ITIS db,,999976
Ferrissia rivularis,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Ferrissia,"(Say, 1817)",76572,76569,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,25786
Fossaria,Genus,FALSE,4,CG;SC,03_WSA,CB,03_WSA,6,03_WSA,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Fossaria,,76497,76483,2205,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,25791
Galba,Genus,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Galba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastropoda,Class,FALSE,,,NRSA,,NRSA,7,NRSA,Mollusca,,Gastropoda,,,,,,,,"Cuvier, 1797",69459,69458,1917,7,EPA 841-B-99-002,7,EPA 841-B-99-002,,,,,,,,,,,Scraper,Jacobi,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,,,No Comments,922,25782
Gyraulus,Genus,FALSE,4,SC,Jacobi,CB,03_WSA,8,Jacobi,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Gyraulus,"Agassiz, 1837",76592,76591,1941,8,Jacobi,8,EPA 841-B-99-002,,,,,,,,,,,Scraper,Jacobi,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,927.1,25807
Gyraulus circumstriatus,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Gyraulus,"(Tryon, 1866)",76593,76592,1942,,,,,,,,,,,,,,,Scraper,EPA 841-B-99-002,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,27313
Gyraulus parvus,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Gyraulus,"(Say, 1817)",76595,76592,1943,,,,,,,,,,,,,,,Scraper,EPA 841-B-99-002,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,25808
Hebetoncylus,Genus,FALSE,4,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Hebetoncylus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helisoma,Genus,FALSE,,,NRSA,,NRSA,5.7,NRSA,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Helisoma,"Swainson, 1840",76599,76591,1944,,,,,,,,,,,,,,,Scraper,M&C 95-80182,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,25809
Helisoma anceps,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Helisoma,"(Menke, 1830)",76600,76599,1945,8,Jacobi,,,,,,,,,,,,,Scraper,Jacobi,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,929.2,25810
Hydrobiidae,Family,FALSE,,SC,EPA 841-B-99-002,CB,03_WSA,5,03_WSA,Mollusca,,Gastropoda,,Neotaenioglossa,,Hydrobiidae,,,,"Simpson, 1865",70493,566851,1957,,,,,,,,,,,,,,,Scraper,EPA 841-B-99-002,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,26192
Lymnaea,Genus,FALSE,4,SC,Jacobi,CB,03_WSA,6,Jacobi,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Lymnaea,"Lamarck, 1801",76484,76483,1924,6,Jacobi,8,EPA 841-B-99-002,,,,,,,,,,,Scraper,Jacobi,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,univoltine,USGS BenTraits Table,multivoltine,USGS BenTraits Table,,,No Comments,924,25796
Lymnaea elodes,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Lymnaea,,,76484,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999977
Lymnaea palustris,Species,FALSE,,,,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Lymnaea,,76496,76484,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,27778
Lymnaeidae,Family,FALSE,4,SC,EPA 841-B-99-002,CB,03_WSA,6,EPA 841-B-99-002,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,,,76483,76437,1923,6,EPA 841-B-99-002,6,EPA 841-B-99-002,,,,,,,,,,,Scraper,EPA 841-B-99-002,Scraper,,,EPA 841-B-99-002,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,25790
Melanoides,Genus,FALSE,6,,,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Thiaridae,,,Melanoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
