TaxaID_orig,OTU_BCG,Modified,Rationale,Notes_ORWA,NM_FINALID,RANK,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES
Planorbella duryi,Planorbella duryi,FALSE,,,Planorbella duryi,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Planorbella,,duryi,
Planorbella subcrenata,Planorbella subcrenata,FALSE,,,Planorbella subcrenata,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Planorbella,,subcrenata,
Planorbella tenuis,Planorbella tenuis,FALSE,,,Planorbella tenuis,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Planorbella,,tenuis,
Planorbella trivolvis,Planorbella trivolvis,FALSE,,,Planorbella trivolvis,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Planorbella,,trivolvis,
Planorbidae,Planorbidae,FALSE,,,Planorbidae,Family,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,,,,
Platyhelminthes,Platyhelminthes,FALSE,,,Platyhelminthes,Phylum,Platyhelminthes,,,,,,,,,,,,,,
PLATYSMITTIA,Platysmittia,TRUE,formatting - CAPS,,Platysmittia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,,,Chironomidae,Orthocladiinae,,Platysmittia,,,
Plauditus,Plauditus,FALSE,,,Plauditus,Genus,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,,Baetidae,,,Plauditus,,,
PLECOPTERA,Plecoptera,TRUE,formatting - CAPS,,Plecoptera,Order,Arthropoda,,Insecta,,Plecoptera,,,,,,,,,,
Pleocyemata,Pleocyemata,FALSE,,,Pleocyemata,SubOrder,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,,,,,,,,,
Plumiperla,Plumiperla,FALSE,,,Plumiperla,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Chloroperlidae,Chloroperlinae,,Plumiperla,,,
Plumiperla diversa,Plumiperla diversa,FALSE,,,Plumiperla diversa,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Chloroperlidae,Chloroperlinae,,Plumiperla,,diversa,
Podmosta,Podmosta,FALSE,,,Podmosta,Genus,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Nemouridae,Nemourinae,,Podmosta,,,
Podmosta delicatula,Podmosta delicatula,FALSE,,,Podmosta delicatula,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Nemouridae,Nemourinae,,Podmosta,,delicatula,
Podocopa,Podocopa,FALSE,,,Podocopa,SubClass,Arthropoda,Crustacea,Ostracoda,Podocopa,,,,,,,,,,,
Podonominae,Podonominae,FALSE,,,Podonominae,SubFamily,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Podonominae,,,,,
Podonomini,Podonomini,FALSE,,,Podonomini,Tribe,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Podonominae,Podonomini,,,,
Poduridae,Poduridae,FALSE,,Collembola excluded,Poduridae,Family,Arthropoda,,Insecta,,Collembola,Arthropleona,,,Poduridae,,,,,,
Polycelis,Polycelis,FALSE,,,Polycelis,Genus,Platyhelminthes,,Turbellaria,,Tricladida,,,,Planariidae,,,Polycelis,,,
Polycelis coronata,Polycelis coronata,FALSE,,,Polycelis coronata,Species,Platyhelminthes,,Turbellaria,,Tricladida,,,,Planariidae,,,Polycelis,,coronata,
Polycentropodidae,Polycentropodidae,FALSE,,,Polycentropodidae,Family,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Polycentropodidae,,,,,,
Polycentropodinae,Polycentropodinae,FALSE,,,Polycentropodinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,,,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,,,
Polycentropus,Polycentropus,FALSE,,,Polycentropus,Genus,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,Polycentropus,,,
Polypedilum,Polypedilum,FALSE,,,Polypedilum,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,,,
Polypedilum (Polypedilum) albicorne,Polypedilum albicorne,TRUE,,,Polypedilum (Polypedilum) albicorne,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,albicorne,
Polypedilum (Polypedilum) artifer,Polypedilum artifer,TRUE,,,Polypedilum (Polypedilum) artifer,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,artifer,
Polypedilum (Polypedilum) illinoense,Polypedilum illinoense,TRUE,,,Polypedilum (Polypedilum) illinoense,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,illinoense,
Polypedilum (Polypedilum) laetum,Polypedilum laetum,TRUE,,,Polypedilum (Polypedilum) laetum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,laetum,
Polypedilum (Polypedilum) oblos,Polypedilum oblos,TRUE,,,Polypedilum (Polypedilum) oblos,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,oblos,
Polypedilum (Polypedilum) sulaceps,Polypedilum sulaceps,TRUE,,,Polypedilum (Polypedilum) sulaceps,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,sulaceps,
Polypedilum (Polypedilum) trigonus,Polypedilum trigonus,TRUE,,,Polypedilum (Polypedilum) trigonus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,trigonus,
Polypedilum (Tripodura) apicatum,Polypedilum apicatum,TRUE,,,Polypedilum (Tripodura) apicatum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,apicatum,
Polypedilum (Tripodura) californicum,Polypedilum californicum,TRUE,,,Polypedilum (Tripodura) californicum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,californicum,
Polypedilum (Tripodura) digitifer,Polypedilum digitifer,TRUE,,,Polypedilum (Tripodura) digitifer,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,digitifer,
Polypedilum (Tripodura) griseopunctatus,Polypedilum griseopunctatus,TRUE,,,Polypedilum (Tripodura) griseopunctatus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,griseopunctatus,
Polypedilum (Tripodura) isocerus,Polypedilum isocerus,TRUE,,,Polypedilum (Tripodura) isocerus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,isocerus,
Polypedilum (Tripodura) labeculosum,Polypedilum labeculosum,TRUE,,,Polypedilum (Tripodura) labeculosum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,labeculosum,
Polypedilum (Tripodura) pterosopilus,Polypedilum pterosopilus,TRUE,,,Polypedilum (Tripodura) pterosopilus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,pterosopilus,
Polypedilum (Tripodura) scalaenum,Polypedilum scalaenum,TRUE,,,Polypedilum (Tripodura) scalaenum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,scalaenum,
Polypedilum (Tripodura) simulans,Polypedilum simulans,TRUE,,,Polypedilum (Tripodura) simulans,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,simulans,
Polypedilum albicorne,Polypedilum albicorne,FALSE,,,Polypedilum (Polypedilum) albicorne,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,albicorne,
Polypedilum apicatum,Polypedilum apicatum,FALSE,,,Polypedilum (Tripodura) apicatum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,apicatum,
Polypedilum artifer,Polypedilum artifer,FALSE,,,Polypedilum (Polypedilum) artifer,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,artifer,
Polypedilum californicum,Polypedilum californicum,FALSE,,,Polypedilum (Tripodura) californicum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,californicum,
Polypedilum digitifer,Polypedilum digitifer,FALSE,,,Polypedilum (Tripodura) digitifer,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,digitifer,
Polypedilum griseopunctatus,Polypedilum griseopunctatus,FALSE,,,Polypedilum (Tripodura) griseopunctatus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,griseopunctatus,
Polypedilum illinoense,Polypedilum illinoense,FALSE,,,Polypedilum (Polypedilum) illinoense,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,illinoense,
Polypedilum isocerus,Polypedilum isocerus,FALSE,,,Polypedilum (Tripodura) isocerus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,isocerus,
Polypedilum labeculosum,Polypedilum labeculosum,FALSE,,,Polypedilum (Tripodura) labeculosum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,labeculosum,
Polypedilum laetum,Polypedilum laetum,FALSE,,,Polypedilum (Polypedilum) laetum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,laetum,
Polypedilum oblos,Polypedilum oblos,FALSE,,,Polypedilum (Polypedilum) oblos,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,oblos,
Polypedilum pterosopilus,Polypedilum pterosopilus,FALSE,,,Polypedilum (Tripodura) pterosopilus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,pterosopilus,
Polypedilum scalaenum,Polypedilum scalaenum,FALSE,,,Polypedilum (Tripodura) scalaenum,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,scalaenum,
Polypedilum simulans,Polypedilum simulans,FALSE,,,Polypedilum (Tripodura) simulans,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Tripodura,simulans,
Polypedilum sulaceps,Polypedilum sulaceps,FALSE,,,Polypedilum (Polypedilum) sulaceps,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,sulaceps,
Polypedilum trigonus,Polypedilum trigonus,FALSE,,,Polypedilum (Polypedilum) trigonus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,trigonus,
Polyphaga,Polyphaga,FALSE,,,Polyphaga,SubOrder,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,,,,,,,,
Polyplectropus,Polyplectropus,FALSE,,,Polyplectropus,Genus,Arthropoda,,Insecta,,Trichoptera,,,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,Polyplectropus,,,
Popenaias,Popenaias,FALSE,,,Popenaias,Genus,Mollusca,,Bivalvia,,Unionoida,,,,Unionidae,,,Popenaias,,,
Popenaias popeii,Popenaias popeii,FALSE,,,Popenaias popeii,Species,Mollusca,,Bivalvia,,Unionoida,,,,Unionidae,,,Popenaias,,popeii,
Postelichus,Postelichus,FALSE,,,Postelichus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Posthelicus,,,
Postelichus confluentus,Postelichus confluentus,FALSE,,,Postelichus confluentus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Posthelicus,,confluentus,
Postelichus immsi,Postelichus immsi,FALSE,,,Postelichus immsi,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Posthelicus,,immsi,
Postelicus productus,Postelicus productus,FALSE,,,Postelicus productus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Posthelicus,,productus,
Posthelicus,Posthelicus,FALSE,,,Posthelicus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Posthelicus,,,
POTAMOTHRIX,Potamothrix,TRUE,formatting - CAPS,,Potamothrix,Genus,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,,,Naididae,Tubificinae,,Potamothrix,,,
Potamyia,Potamyia,FALSE,,,,Genus,Arthropoda,,Insecta,,Trichoptera,,,,Hydropsychidae,,,,,,
POTTHASTIA,Potthastia,TRUE,formatting - CAPS,,Potthastia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,,
Potthastia gaedii,Potthastia Gaedii Group,TRUE,,,Potthastia gaedii,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,gaedii,
Potthastia gaedii gr.,Potthastia Gaedii Group,TRUE,,,Potthastia gaedii gr.,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,gaedii gr.,
Potthastia Gaedii Group,Potthastia Gaedii Group,FALSE,,,Potthastia gaedii,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,gaedii,
Potthastia Gaedii Group,Potthastia Gaedii Group,FALSE,,,Potthastia gaedii gr.,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,gaedii gr.,
Potthastia Gaedii Group,Potthastia Gaedii Group,FALSE,,,Potthastia lgaedii gr.,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,gaedii gr.,
Potthastia lgaedii gr.,Potthastia Gaedii Group,TRUE,,,Potthastia lgaedii gr.,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,gaedii gr.,
Potthastia longimana,Potthastia Longimanus Group,TRUE,,,Potthastia longimana,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,longimana,
Potthastia longimana gr.,Potthastia Longimanus Group,TRUE,,,Potthastia longimana gr.,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,longimana gr.,
Potthastia Longimanus Group,Potthastia Longimanus Group,FALSE,,,Potthastia longimana,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,longimana,
Potthastia Longimanus Group,Potthastia Longimanus Group,FALSE,,,Potthastia longimana gr.,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,longimana gr.,
Potthastia montium,Potthastia montium,FALSE,,,Potthastia montium,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Diamesinae,Diamisini,Potthastia,,montium,
Prionocera,Prionocera,FALSE,,,Prionocera,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Tipulomorpha,,Tipulidae,Tipulinae,,Prionocera,,,
Prionocyphon,Prionocyphon,FALSE,,,Prionocyphon,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dascilloidea,Helodidae,,,Prionocyphon,,,
PRISTINA,Pristina,TRUE,formatting - CAPS,,Pristina,Genus,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,,,Naididae,Naidinae,,Pristina,,,
Probezzia,Probezzia,FALSE,,Too Many unknown Genera,Probezzia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,,,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Probezzia,,,
PROCAMBARUS,Procambarus,TRUE,formatting - CAPS,,Procambarus,SuperFamily,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Stenopodidea,Astacoidea,,,,,,,
Procambarus clarkii,Procambarus clarkii,FALSE,,,Procambarus clarkii,Species,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Stenopodidea,Astacoidea,,,,Procambarus,,clarkii,
Procambarus simulans simulans,Procambarus simulans simulans,FALSE,,,Procambarus simulans simulans,Species,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Stenopodidea,Astacoidea,,,,Procambarus,,simulans simulans,
Procladiini,Procladiini,FALSE,,,Procladiini,Tribe,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,,,,
Procladius,Procladius,FALSE,,,Procladius,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,,,
Procladius (Holotanypus) freemani,Procladius freemani,TRUE,,,Procladius (Holotanypus) freemani,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,Holotanypus,freemani,
Procladius (Holotanypus) sublettei,Procladius sublettei,TRUE,,,Procladius (Holotanypus) sublettei,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,Holotanypus,sublettei,
Procladius (Psilotanypus) bellus,Procladius bellus,TRUE,,,Procladius (Psilotanypus) bellus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,Psilotanypus,bellus,
Procladius bellus,Procladius bellus,FALSE,,,Procladius (Psilotanypus) bellus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,Psilotanypus,bellus,
Procladius freemani,Procladius freemani,FALSE,,,Procladius (Holotanypus) freemani,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,Holotanypus,freemani,
Procladius sublettei,Procladius sublettei,FALSE,,,Procladius (Holotanypus) sublettei,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Procladiini,Procladius,Holotanypus,sublettei,
PROCLOEON,Procloeon,TRUE,formatting - CAPS,,Procloeon,Genus,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Procloeon,,,
Procloeon conturbatum,Procloeon conturbatum,FALSE,,,Procloeon conturbatum,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Procloeon,,conturbatum,
Prodiamesa,Prodiamesa,FALSE,,,Prodiamesa,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Prodiamesinae,,Prodiamesa,,,
Prodiamesinae,Prodiamesinae,FALSE,,,Prodiamesinae,SubFamily,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Prodiamesinae,,,,,
PROGOMPHUS,Progomphus,TRUE,formatting - CAPS,,Progomphus,Genus,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Gomphidae,,,Progomphus,,,
Progomphus borealis,Progomphus borealis,FALSE,,,Progomphus borealis,Species,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Gomphidae,,,Progomphus,,borealis,
Progomphus obscurus,Progomphus obscurus,FALSE,,,Progomphus obscurus,Species,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Gomphidae,,,Progomphus,,obscurus,
Promenetus,Promenetus,FALSE,,,Promenetus,Genus,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Promenetus,,,
Promenetus exacuous,Promenetus exacuous,FALSE,,,Promenetus exacuous,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Promenetus,,exacuous,
Promenetus umbilicatellus,Promenetus umbilicatellus,FALSE,,,Promenetus umbilicatellus,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Promenetus,,umbilicatellus,
Prosimuliini,Prosimuliini,FALSE,,,Prosimuliini,Tribe,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Simuliidae,Simuliinae,Prosimuliini,,,,
Prosimulium,Prosimulium,FALSE,,Helodon/Prosimulium,Prosimulium,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,,,
Prostigmata,Prostigmata,FALSE,,,Prostigmata,SubOrder,Arthropoda,Chelicerata,Arachnida,,Trombidiformes,Prostigmata,,,,,,,,,
Prostoia,Prostoia,FALSE,,,Prostoia,Genus,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Nemouridae,Nemourinae,,Prostoia,,,
Prostoia besametsa,Prostoia besametsa,FALSE,,,Prostoia besametsa,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Nemouridae,Nemourinae,,Prostoia,,besametsa,
Prostoma,Prostoma,FALSE,,,Prostoma,Genus,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,,Tetrastemmatidae,,,Prostoma,,,
Protanyderus,Protanyderus,FALSE,,,Protanyderus,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Ptychopteromorpha,,Tanyderidae,,,Protanyderus,,,
Protoplasa,Protoplasa,FALSE,,,Protoplasa,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Ptychopteromorpha,,Tanyderidae,,,Protoplasa,,,
Protoplasa fitchii,Protoplasa fitchii,FALSE,,,Protoplasa fitchii,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Ptychopteromorpha,,Tanyderidae,,,Protoplasa,,fitchii,
Protoptila,Protoptila,FALSE,,,Protoptila,Genus,Arthropoda,,Insecta,,Trichoptera,Spicipalpia,,Glossosomatoidea,Glossosomatidae,Protoptilinae,,Protoptila,,,
Protoptilinae,Protoptilinae,FALSE,,,Protoptilinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,,,Glossosomatoidea,Glossosomatidae,Protoptilinae,,,,,
Protzia,Protzia,FALSE,,,Protzia,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Protziidae,,,Protzia,,,
Protziidae,Protziidae,FALSE,,,Protziidae,Family,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Protziidae,,,,,,
Psectrocladius,Psectrocladius,FALSE,,,Psectrocladius,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Psectrocladius,,,
Psectrocladius (Allopsectrocladius) obvius,Psectrocladius obvius,TRUE,,,Psectrocladius (Allopsectrocladius) obvius,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Psectrocladius,Allopsectrocladius,obvius,
Psectrocladius (Psectrocladius) vernalis,Psectrocladius vernalis,TRUE,,,Psectrocladius (Psectrocladius) vernalis,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Psectrocladius,Psectrocladius,vernalis,
Psectrocladius obvius,Psectrocladius obvius,FALSE,,,Psectrocladius (Allopsectrocladius) obvius,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Psectrocladius,Allopsectrocladius,obvius,
Psectrocladius vernalis,Psectrocladius vernalis,FALSE,,,Psectrocladius (Psectrocladius) vernalis,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Psectrocladius,Psectrocladius,vernalis,
Psephenidae,Psephenidae,FALSE,,,Psephenidae,Family,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Psephenidae,,,,,,
Psephenus,Psephenus,FALSE,,,Psephenus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,Elateriformia,Byrrhoidea,Psephenidae,Psepheninae,,Psephenus,,,
Psephenus minckleyi,Psephenus minckleyi,FALSE,,,Psephenus minckleyi,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Psephenidae,Psepheninae,,Psphenus,,minckleyi,
Psephenus murvoshi,Psephenus murvoshi,FALSE,,,Psephenus murvoshi,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Psephenidae,Psepheninae,,Psphenus,,murvoshi,
Pseudocentroptiloides,Pseudocentroptiloides,FALSE,,,,Genus,Arthropoda,,Insecta,,Ephemeroptera,,,,Baetidae,,,,,,
Pseudochironomini,Pseudochironomini,FALSE,,,Pseudochironomini,Tribe,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Pseudochironomini,,,,
Pseudochironomus,Pseudochironomus,FALSE,,,Pseudochironomus,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,,Pseudochironomus,
Pseudochironomus pseudoviridis,Pseudochironomus pseudoviridis,FALSE,,,Pseudochironomus pseudoviridis,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,,pseudoviridis,
Pseudochironomus richardsoni,Pseudochironomus richardsoni,FALSE,,,Pseudochironomus richardsoni,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,,richardsoni,
