Taxon_Group,Taxon,NonTarget,LBR_NumSamp,LBR_SumAbund,BCG_attr,BCG_attr2,BCG_attr_Roman,BURP_TOL,FFG,BURP_FFG,Habit,BURP_HABIT,Life_Cycle,BURP_VOLT,LONGLIVED,Thermal_indicator,ThermPref_ORWA,BURP_THERM,ThermVar_ORWA,Habitat,FSBI_2012,BSTI_v2_opt,BSTI_v2_tol,Hemoglobin,LargeRiver,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Comments
Trichoptera,Pedomoecus sierra,FALSE,,,3,,III,3,UN,Scraper,BU,Clinger,semi,,TRUE,,cold,Eurythermal: cool summer,,LOTI,,9.300171896,8.332314869,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Pedomoecus,,,,,sierra,
Coleoptera,Peltodytes,FALSE,,,5,,V,9,"MH,PH,PR",Macrophyte Piercer/Shredder,"CN,CB,SW",Clinger/Climber/Swimmer,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,111923,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Peltodytes,,,,,,
Plecoptera,Peltoperlidae,FALSE,,,2,,II,3,"SH,SC",Shredder,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,,,Stenothermal: cold,yes,LOTI,,,,,,102488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,,,,,,,
Chironomidae,Pentaneura,FALSE,1,8,4,4_middle,IV_middle,6,"PR,CG",Predator,SP,Sprawler,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,15.99831573,19.39608314,,,128215,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Pentaneura,,,,,,
Chironomidae,Pentaneurini,FALSE,,,NA,,NA,6,PR,Predator,SP,Sprawler,multi,Univoltine,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,,,128078,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,,,,,,,
Diptera,Pericomaini,FALSE,,,3,,III,,CG,,BU,,uni,,FALSE,,cool,,,GENE,,13.88122463,14.80978391,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Pericomaini,,,,,,,,
Plecoptera,Perlidae,FALSE,,,3,,III,4,PR,Predator,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,,,Eurythermal: warm summer,yes,LOTI,,,,,,102914,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,,,,,,,,,,
Plecoptera,Perlinodes aureus,FALSE,,,3,,III,,PR,,"SP,CN",,uni,,FALSE,,warm,,,LOTI,,4.715378647,8.637027496,,,103135,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Perlinodes,,,,,aureus,
Plecoptera,Perlodidae,FALSE,54,3155.968,3,,III,4,PR,Predator/Scraper/Gatherer,"SP,CN",Clinger,uni,Univoltine,FALSE,,,Eurythermal: cool summer,yes,LOTI,,,,,,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,,,,,,,,,,
Plecoptera,Perlomyia,FALSE,,,NA,,NA,3,SH,Shredder,"SP,CN",Clinger,uni,Facultative Semivoltine,FALSE,,,Stenothermal: cold,,LOTI,,,,,,103239,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Perlomyia,,,,,,
Lepidoptera,Petrophila,FALSE,116,23129.872,4,4_middle,IV_middle,7,"SC,MH",Scraper,CN,Clinger/Attached,uni,,FALSE,,stenow,Eurythermal: warm summer,,LOTI,10,,,,TRUE,117682,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,Crambidae,Nymphulinae,Argyractini,,Petrophila,,,,,,
Chironomidae,Phaenopsectra,FALSE,13,311.07,4,4_worse,IV_worse,7,"SC,CG",Gatherer/Scraper,CN,Burrower,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,21.28481786,26.91164108,T,,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,,
Chironomidae,Phaenopsectra Obediens Group,FALSE,1,115.5,5,,V,,"SC,CG",,CN,,multi,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,Phaenopsectra Obediens Group,Phaenopsectra,,,,,,
Trichoptera,Philocasca,FALSE,,,1i,,I i,,"SH,MH",,"SP,BU",,semi,,TRUE,,,,,TERR,,,,,,115971,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Stenophylacini,,Philocasca,,,,,,
Trichoptera,Philopotamidae,FALSE,,,NA,,NA,,CF,Filterer,CN,Clinger,uni,,FALSE,,,,yes,LOTI,,,,,,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,,,,,,,,,,
Mollusca,Physa/Physella,FALSE,40,1026.308,5,,V,,"SC,CG",,"CN,SP",,multi,,FALSE,,warm,,,GENE,,58.05909626,36.93867281,,,76698,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Physidae,,,Physa/Physella,,,,,,,
Diptera,Pilaria,FALSE,,,NA,,NA,4,PR,Predator,BU,Burrower,uni,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,120335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pilaria,,,,,,
Acari,Piona,FALSE,,,4,4_middle,IV_middle,4,"PR,PA",Predator,UN,,uni,,FALSE,,,,,GENE,,,,,,83350,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,,
Acari,Pionidae,FALSE,,,NA,,NA,,"PR,PA",Predator,UN,,uni,,FALSE,,,,,LOTI,,,,,,83330,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,,
Leeches,Piscicolidae,FALSE,,,NA,,NA,,PA,,CN,,uni,,FALSE,,,,,GENE,,,,,,69296,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,,,,,,,,,,
Mollusca,Pisidium,FALSE,21,2788.712,4,4_middle,IV_middle,5,CF,Filterer,"BU,SP",Burrower,semi,Facultative Multivoltine,FALSE,,eurythermal,Eurythermal: hot summer,,GENE,,,,,,81400,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Pisidium,,,,,,
Mollusca,Planorbella,FALSE,,,4,4_middle,IV_middle,8,"SC,CG",Scraper,CN,Clinger,uni,,FALSE,,,,,GENE,,,,T,,76654,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Planorbella,,,,,,
Mollusca,Planorbidae,FALSE,,,4,4_worse,IV_worse,7,SC,Gatherer,CN,Clinger,multi,,FALSE,,warm,,,GENE,,,,T,TRUE,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,,
Misc. Phyla,Platyhelminthes,FALSE,85,14314.826,4,4_middle,NA,,PR,,CN,,multi,,FALSE,,cool,,,GENE,,19.43447103,26.37668037,U,,,Animalia,Platyhelminthes,,,,,,,,,,,,,,,,,
Chironomidae,Platysmittia,FALSE,,,3,,III,,"CG,SH",,SP,,multi,,FALSE,,,,,LOTI,,,,,,129013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Platysmittia,,,,,,
Ephemeroptera,Plauditus,FALSE,,,NA,,NA,6,CG,Gatherer/Scraper,"SW,CN",Clinger/Swimmer,multi,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,F,,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,,
Plecoptera,Plecoptera,FALSE,,,NA,,NA,,UN,,UN,,UN,,FALSE,,,,yes,LOTI,,,,,,102467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,,
Plecoptera,Podmosta,FALSE,,,NA,,NA,3,SH,Shredder,"SP,CN",Clinger,uni,Univoltine,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,102605,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Podmosta,,,,,,
Chironomidae,Podonominae,FALSE,,,NA,,NA,2,UN,Gatherer/Scraper,UN,Sprawler,multi,Univoltine,FALSE,,cool,Eurythermal: cool summer,,GENE,,24.90514843,25.29842614,,,127952,Animalia,ARTHROPODA,HEXAPODA,INSECTA,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,,,,,,,,,
Misc. Phyla,Polycelis,FALSE,1,1,3,,III,4,PR,Predator,CN,,multi,,FALSE,,cold,,,LOTI,10,17.06820138,16.553178,,,54510,Animalia,Platyhelminthes,,Trepaxonemata,Archoophora,Tricladida,,,Planariidae,,,,Polycelis,,,,,,
Trichoptera,Polycentropodidae,FALSE,,,NA,,NA,6,"CF,PR,MH",Filterer/Predator,CN,Clinger,uni,,FALSE,,cool,,,UN,,,,,,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,,,,,,,,,,
Trichoptera,Polycentropus sensu lato,FALSE,,,3,,III,,PR,,CN,,uni,,FALSE,,cool,,,GENE,,5.530419853,8.993662356,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,
Chironomidae,Polypedilum,FALSE,46,1658.202,4,4_worse,IV_worse,6,"SH,CG,PR",Gatherer/Filterer/Shredder,"CN,CB",Clinger,multi,Bivo/Multivo,FALSE,,warm,Eurythermal: warm summer,,GENE,,21.25801875,26.95976558,T,,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,,
Mollusca,Potamopyrgus antipodarum,FALSE,48,34519.75,6t,,VI t,9,"SC,CG",Scraper/Gatherer,"CN,SP",,uni,Obligate Multivoltine,FALSE,,,Eurythermal: hot summer,,GENE,,,,,,205006,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Tateidae,,,,Potamopyrgus,,,,,antipodarum,
Chironomidae,Potthastia,FALSE,,,3,,III,4,"CG,SC",Gatherer/Scraper,SP,Sprawler,multi,Univoltine,FALSE,,warm,Eurythermal: cool summer,,GENE,,8.557464977,9.586565679,,,128408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,,,,,
Chironomidae,Potthastia Gaedii Group,FALSE,17,1109.04,4,4_better,IV_better,,"CG,SC",,SP,,multi,,FALSE,,warm,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,,
Chironomidae,Potthastia Longimanus Group,FALSE,11,112.29,4,4_middle,IV_middle,,"CG,SC",,SP,,multi,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,,
Mollusca,Pristinicola hemphilli,FALSE,,,2,,II,,SC,,CN,,semi,,TRUE,,cool,,,LOTI,,10.19456586,8.373340424,,,568126,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Lithoglyphidae,,,,Pristinicola,,,,,hemphilli,
Chironomidae,Procladius,FALSE,3,38.68,5,,V,9,"PR,CG",Predator,SP,Sprawler,multi,Bivo/Multivo,FALSE,,warm,Eurythermal: warm summer,,GENE,,64.68854238,29.46191843,T,,128277,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Procladius,,,,,,
Chironomidae,Prodiamesa,FALSE,,,5,,V,6,CG,Gatherer,"SP,BU",Burrower,multi,Univo/Bivo,FALSE,,cowa,Eurythermal: cool summer,,GENE,,78.20494191,30.24929338,,,128452,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,,,,
Misc. Phyla,Prostoma,FALSE,17,511.042,5,,V,,PR,,SP,,multi,,FALSE,,warm,,,GENE,,,,,,57577,Animalia,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,Tetrastemmatidae,,,,Prostoma,,,,,,
Acari,Protzia,FALSE,,,3,,III,,"PR,PA",Predator,UN,,uni,,FALSE,,cool,,,LOTI,,,,,,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,,
Chironomidae,Psectrocladius,FALSE,,,3,,III,8,"CG,MH",Gatherer,"SP,BU",Burrower,multi,Univoltine,FALSE,,cowa,Eurythermal: warm summer,,GENE,,21.49837067,25.84515529,,,129018,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,,,,
Chironomidae,Psectrotanypus,FALSE,,,4,4_middle,IV_middle,7,PR,Predator,SP,Sprawler,multi,Bivo/Multivo,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,128048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Psectrotanypus,,,,,,
Coleoptera,Psephenus,FALSE,1,2,4,4_better,IV_better,8,SC,Scraper,CN,Clinger,semi,Facultative Semivoltine,TRUE,,stenow,Eurythermal: warm summer,,LOTI,,8.139650703,11.56459157,,,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,,
Chironomidae,Pseudochironomus,FALSE,6,79.64,4,4_middle,IV_middle,6,CG,Gatherer,BU,Burrower,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129851,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,,
Chironomidae,Pseudodiamesa,FALSE,,,3,,III,3,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,stenoc,Eurythermal: cool summer,,GENE,,11.06086339,12.34983305,,,128416,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,,
Chironomidae,Pseudorthocladius,FALSE,,,2,,II,4,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,129052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,,,,
Chironomidae,Pseudosmittia,FALSE,1,1,4,4_middle,IV_middle,6,UN,Gatherer,UN,Sprawler,multi,,FALSE,,cowa,,,GENE,,,,,,129071,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,,,,
Chironomidae,Psilometriocnemus,FALSE,,,4,4_middle,IV_middle,5,CG,Gatherer,SP,Sprawler,multi,Univo/Bivo/Multivo,FALSE,,cold,Eurythermal: warm summer,,LOTI,,22.87744011,17.98097633,,,129083,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,,
Diptera,Psychodidae,FALSE,,,NA,,NA,5,CG,Gatherer,BU,Burrower,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,,,125351,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,,
Diptera,Psychodini,FALSE,4,55.184,5,,V,,CG,,BU,,multi,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,,
Trichoptera,Psychoglypha,FALSE,,,3,,III,3,"SH,CG,PR",Gatherer/Shredder/Omnivore,"SP,CN",Sprawler,uni,Univoltine,FALSE,,cool,Eurythermal: cool summer,,GENE,,18.84469068,28.59398393,,,115974,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,,
Trichoptera,Psychomyia,FALSE,22,949.904,4,4_better,IV_better,6,"SC,CG",Gatherer/Scraper,CN,Attached,uni,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,LOTI,,7.889377989,8.619062619,,,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,,
Trichoptera,Psychomyiidae,FALSE,,,3,,III,6,"SC,CG",,CN,,uni,,FALSE,,warm,,,LOTI,,,,,,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,,,,,,,,,,
Plecoptera,Pteronarcella,FALSE,,,3,,III,6,"SH,MH,PR",Shredder,"SP,CN",Clinger,semi,Facultative Semivoltine,TRUE,,cowa,Eurythermal: warm summer,,LOTI,,23.22230907,21.66562615,,,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,,
Plecoptera,Pteronarcyidae,FALSE,,,3,,III,5,"SH,MH,PR,SC",Shredder,"SP,CN",Clinger,semi,Facultative Semivoltine,TRUE,,,Eurythermal: cool summer,yes,LOTI,,,,,,102470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,,
Plecoptera,Pteronarcys,FALSE,,,3,,III,5,"SH,MH,PR,SC",Shredder,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,,,Eurythermal: cool summer,yes,LOTI,10,,,,,102471,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,,
Plecoptera,Pteronarcys californica,FALSE,,,3,,III,6,"SH,MH,PR,SC",Shredder,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,,warm,Eurythermal: warm summer,,LOTI,10,6.31556763,8.134325911,,TRUE,102473,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica,
Plecoptera,Pteronarcys princeps,FALSE,,,3,,III,3,"SH,MH,PR,SC",Shredder,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,,cold,Eurythermal: cool summer,,LOTI,,4.988883945,9.305915453,,,102484,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps,
Diptera,Ptychoptera,FALSE,,,3,,III,8,"CG,MH",Gatherer,BU,Burrower,uni,Univoltine,FALSE,,cowa,Eurythermal: warm summer,,GENE,,27.39066329,17.96251094,,,125786,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,,
Diptera,Ptychopteridae,FALSE,,,3,,III,8,CG,Gatherer,BU,Burrower,uni,Univoltine,FALSE,,cowa,Eurythermal: warm summer,,GENE,,,,,,125763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,,
Mollusca,Radix auricularia,FALSE,3,26.6,6t,,VI t,,"SC,CG",Gatherer,"CN,SP",Clinger,uni,,FALSE,,,,,GENE,,,,,TRUE,,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Radix,,,,,auricularia,
Chironomidae,Radotanypus,FALSE,,,4,4_middle,IV_middle,,PR,,SP,,multi,,FALSE,,warm,,,LOTI,,83.14984381,21.84055633,T,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,,
Diptera,Rhabdomastix,FALSE,1,2,3,,III,3,UN,,BU,Burrower,semi,Univoltine,TRUE,,cold,Stenothermal: cold,,LOTI,5,18.00192359,14.11727776,,,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,,
Chironomidae,Rheocricotopus,FALSE,4,53.29,4,4_middle,IV_middle,5,"CG,MH,PR",Gatherer,SP,Sprawler,multi,Multivoltine,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,13.40581715,13.1332035,,,129086,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,,
Chironomidae,Rheosmittia,FALSE,,,3,,III,6,UN,Gatherer/Shredder/Predator,UN,Sprawler,multi,,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,129107,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheosmittia,,,,,,
Chironomidae,Rheotanytarsus,FALSE,62,1577.682,4,4_middle,IV_middle,6,CF,Gatherer/Filterer,CN,Clinger,multi,Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,15.39725896,17.62952031,,,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,,
Ephemeroptera,Rhithrogena,FALSE,35,4907.4,4,4_better,IV_better,6,"SC,CG",Gatherer/Scraper,CN,Clinger,multi,Univoltine,FALSE,cool,cool,Eurythermal: cool summer,,LOTI,15,7.247964658,10.74207391,,,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,,
Trichoptera,Rhyacophila,FALSE,,,NA,,NA,4,PR,Predator,CN,Clinger,UN,Univoltine,FALSE,,,Eurythermal: cool summer,yes,LOTI,,,,,,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,,,,,
Trichoptera,Rhyacophila Alberta Group,FALSE,,,2,,II,,PR,,CN,,semi,,TRUE,,cold,,,LOTI,,10.08476999,13.52167236,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,,
Trichoptera,Rhyacophila Angelita Group,FALSE,,,3,,III,,PR,,CN,,uni,,FALSE,,cool,,,LOTI,15,6.30517735,10.284406,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,,
Trichoptera,Rhyacophila arnaudi,FALSE,,,3,,III,6,PR,Predator,CN,Clinger,uni,Univoltine,FALSE,,cool,Eurythermal: cool summer,,LOTI,,16.80264661,16.2245605,,,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi,
Trichoptera,Rhyacophila atrata complex,FALSE,,,3,,III,,PR,,CN,,uni,,FALSE,,cold,,,LOTI,,7.86861349,8.769256792,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,,
Trichoptera,Rhyacophila Betteni Group,FALSE,,,3,,III,,PR,,CN,,uni,,FALSE,,cool,,,LOTI,10,7.783024697,12.49201768,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,,
Trichoptera,Rhyacophila Brunnea/Vemna Groups,FALSE,1,7,4,4_middle,IV_middle,,PR,,CN,,uni,,TRUE,,cool,,,LOTI,,8.642157928,11.30609142,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Brunnea/Vemna Gr.,,,,
Trichoptera,Rhyacophila Coloradensis Group,FALSE,,,2,,II,,PR,,CN,,uni,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,,
Trichoptera,Rhyacophila Hyalinata Group,FALSE,1,7,2,,II,,PR,,CN,,uni,,FALSE,,cool,,,LOTI,20,3.934321847,6.240630436,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,,
Trichoptera,Rhyacophila narvae,FALSE,,,3,,III,4,PR,Predator,CN,Clinger,uni,Univoltine,FALSE,,cool,Eurythermal: cool summer,,LOTI,10,9.117519632,9.797383842,,,115155,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae,
Trichoptera,Rhyacophila Rotunda Group,FALSE,,,2,,II,,PR,,CN,,uni,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,,
Trichoptera,Rhyacophila Sibirica Group,FALSE,,,3,,III,,PR,,CN,,uni,,FALSE,,cold,,,LOTI,15,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,,
