TaxaID_orig,Name type,OTU_BCG,Modified_BCG,Rationale
BLACK BUFFALO,common,ICTIOBUS NIGER,TRUE,common to scientific name
LABIDESTHES SICCULUS,scientific,LABIDESTHES SICCULUS,FALSE,
BROOK SILVERSIDE,common,LABIDESTHES SICCULUS,TRUE,common to scientific name
LAMPETRA,scientific,LAMPETRA,FALSE,
LAMPREY LAMPETRA,common,LAMPETRA,TRUE,common to scientific name
LAMPETRA SP.,scientific,LAMPETRA,TRUE,syntax
LAMPETRA AEPYPTERA,scientific,LAMPETRA AEPYPTERA,FALSE,
LEAST BROOK LAMPREY,common,LAMPETRA AEPYPTERA,TRUE,common to scientific name
LEPISOSTEIDAE,scientific,LEPISOSTEIDAE,FALSE,
GAR,common,LEPISOSTEIDAE,TRUE,common to scientific name
LEPISOSTEUS,scientific,LEPISOSTEUS,FALSE,
SLENDER GARS,common,LEPISOSTEUS,TRUE,common to scientific name
LEPISOSTEUS SP,scientific,LEPISOSTEUS,TRUE,syntax
LEPISOSTEUS SP.,scientific,LEPISOSTEUS,TRUE,syntax
LEPISOSTEUS SPP.,scientific,LEPISOSTEUS,TRUE,syntax
LEPISOSTEUS OCULATUS,scientific,LEPISOSTEUS OCULATUS,FALSE,
SPOTTED GAR,common,LEPISOSTEUS OCULATUS,TRUE,common to scientific name
LEPISOSTEUS OSSEUS,scientific,LEPISOSTEUS OSSEUS,FALSE,
LONGNOSE GAR,common,LEPISOSTEUS OSSEUS,TRUE,common to scientific name
LEPISOSTEUS PLATOSTOMUS,scientific,LEPISOSTEUS PLATOSTOMUS,FALSE,
SHORTNOSE GAR,common,LEPISOSTEUS PLATOSTOMUS,TRUE,common to scientific name
LEPOMIS,scientific,LEPOMIS,FALSE,
JUVENILE SUNFISH (UNIDENTIFIED),common,LEPOMIS,TRUE,common to scientific name
SUNFISH,common,LEPOMIS,TRUE,common to scientific name
LEPOMIS SP,scientific,LEPOMIS,TRUE,syntax
LEPOMIS SP.,scientific,LEPOMIS,TRUE,syntax
LEPOMIS SP. X SP.,scientific,LEPOMIS,TRUE,"two unknown lepomis, collapsed to genus"
LEPOMIS SP1. X LEPOMIS SP2.,scientific,LEPOMIS,TRUE,"two unknown lepomis, collapsed to genus"
LEPOMIS SPP.,scientific,LEPOMIS,TRUE,syntax
LEPOMIS CYANELLUS,scientific,LEPOMIS CYANELLUS,FALSE,
GREEN SUNFISH,common,LEPOMIS CYANELLUS,TRUE,common to scientific name
LEPOMIS CYANELLUS HYBRID,scientific,LEPOMIS CYANELLUS HYBRID,FALSE,
GREEN SUNFISH HYBRID,common,LEPOMIS CYANELLUS HYBRID,TRUE,common to scientific name
LEPOMIS CYANELLUS X GULOSUS,scientific,LEPOMIS CYANELLUS X GULOSUS,FALSE,
GREEN SUNFISH X WARMOUTH,common,LEPOMIS CYANELLUS X GULOSUS,TRUE,common to scientific name
GREEN SUNFISH X WARMOUTH HYBRID,common,LEPOMIS CYANELLUS X GULOSUS,TRUE,common to scientific name
LEPOMIS CYANELLUS X HUMILIS,scientific,LEPOMIS CYANELLUS X HUMILIS,FALSE,
GREEN SUNFISH X ORANGESPOTTED SUNFISH,common,LEPOMIS CYANELLUS X HUMILIS,TRUE,common to scientific name
GREEN SUNFISH X ORANGESPOTTED SUNFISH HYBRID,common,LEPOMIS CYANELLUS X HUMILIS,TRUE,common to scientific name
LEPOMIS CYANELLUS X LEPOMIS HUMILIS,scientific,LEPOMIS CYANELLUS X HUMILIS,TRUE,naming scheme
LEPOMIS CYANELLUS X MEGALOTIS,scientific,LEPOMIS CYANELLUS X MEGALOTIS,FALSE,
GREEN SUNFISH X LONGEAR SUNFISH,common,LEPOMIS CYANELLUS X MEGALOTIS,TRUE,common to scientific name
GREEN SUNFISH X LONGEAR SUNFISH HYBRID,common,LEPOMIS CYANELLUS X MEGALOTIS,TRUE,common to scientific name
LONGEAR SUNFISH X GREEN SUNFISH,common,LEPOMIS CYANELLUS X MEGALOTIS,TRUE,common to scientific name
LEPOMIS CYANELLUS X LEPOMIS MEGALOTIS,scientific,LEPOMIS CYANELLUS X MEGALOTIS,TRUE,naming scheme
LEPOMIS CYANELLUS X MICROLOPHUS,scientific,LEPOMIS CYANELLUS X MICROLOPHUS,FALSE,
GREEN SUNFISH X REDEAR SUNFISH,common,LEPOMIS CYANELLUS X MICROLOPHUS,TRUE,common to scientific name
GREEN SUNFISH X REDEAR SUNFISH HYBRID,common,LEPOMIS CYANELLUS X MICROLOPHUS,TRUE,common to scientific name
LEPOMIS CYANELLUS X LEPOMIS MICROLOPHUS,scientific,LEPOMIS CYANELLUS X MICROLOPHUS,TRUE,naming scheme
LEPOMIS CYANELLUS X UNIDENTIFIED,scientific,LEPOMIS CYANELLUS X UNIDENTIFIED,FALSE,
GREEN SUNFISH X UNIDENTIFIED,common,LEPOMIS CYANELLUS X UNIDENTIFIED,TRUE,common to scientific name
LEPOMIS CYANELLUS X SP.,scientific,LEPOMIS CYANELLUS X UNIDENTIFIED,TRUE,naming scheme
LEPOMIS GIBBOSUS,scientific,LEPOMIS GIBBOSUS,FALSE,
PUMPKINSEED,common,LEPOMIS GIBBOSUS,TRUE,common to scientific name
LEPOMIS GULOSUS,scientific,LEPOMIS GULOSUS,FALSE,
WARMOUTH,common,LEPOMIS GULOSUS,TRUE,common to scientific name
CHAENOBRYTTUS GULOSUS,scientific,LEPOMIS GULOSUS,TRUE,nomenclature (genus)
LEPOMIS HUMILIS,scientific,LEPOMIS HUMILIS,FALSE,
LEPOMIS HUMILUS,scientific,LEPOMIS HUMILIS,FALSE,
ORANGESPOTTED SUNFISH,common,LEPOMIS HUMILIS,TRUE,common to scientific name
LEPOMIS HUMILIS X MEGALOTIS,scientific,LEPOMIS HUMILIS X MEGALOTIS,FALSE,
ORANGESPOTTED SUNFISH X LONGEAR SUNFISH,common,LEPOMIS HUMILIS X MEGALOTIS,TRUE,common to scientific name
ORANGESPOTTED SUNFISH X LONGEAR SUNFISH HYBRID,common,LEPOMIS HUMILIS X MEGALOTIS,TRUE,common to scientific name
LEPOMIS HYBRID,scientific,LEPOMIS HYBRID,FALSE,
HYBRID SUNFISH,common,LEPOMIS HYBRID,TRUE,common to scientific name
HYBRID SUNFISH  (UNIDENTIFIED),common,LEPOMIS HYBRID,TRUE,common to scientific name
HYBRID SUNFISH (UNIDENTIFIED),common,LEPOMIS HYBRID,TRUE,common to scientific name
SUNFISH HYBRID,common,LEPOMIS HYBRID,TRUE,common to scientific name
LEPOMIS MACROCHIRUS,scientific,LEPOMIS MACROCHIRUS,FALSE,
BLUEGILL,common,LEPOMIS MACROCHIRUS,TRUE,common to scientific name
LEPOMIS MACROCHIRUS HYBRID,scientific,LEPOMIS MACROCHIRUS HYBRID,FALSE,
BLUEGILL HYBRID,common,LEPOMIS MACROCHIRUS HYBRID,TRUE,common to scientific name
LEPOMIS MACROCHIRUS X CYANELLUS,scientific,LEPOMIS MACROCHIRUS X CYANELLUS,FALSE,
BLUEGILL X GREEN SUNFISH,common,LEPOMIS MACROCHIRUS X CYANELLUS,TRUE,common to scientific name
BLUEGILL X GREEN SUNFISH HYBRID,common,LEPOMIS MACROCHIRUS X CYANELLUS,TRUE,common to scientific name
GREEN SUNFISH X BLUEGILL HYBRID,common,LEPOMIS MACROCHIRUS X CYANELLUS,TRUE,common to scientific name
HYBRID GREEN SUNFISH X BLUEGILL,common,LEPOMIS MACROCHIRUS X CYANELLUS,TRUE,common to scientific name
LEPOMIS CYANELLUS X LEPOMIS MACROCHIRUS,scientific,LEPOMIS MACROCHIRUS X CYANELLUS,TRUE,naming scheme
LEPOMIS CYANELLUS X MACROCHIRUS,scientific,LEPOMIS MACROCHIRUS X CYANELLUS,TRUE,naming scheme
LEPOMIS MACROCHIRUS X GIBBOSUS,scientific,LEPOMIS MACROCHIRUS X GIBBOSUS,FALSE,
BLUEGILL X PUMPKINSEED,common,LEPOMIS MACROCHIRUS X GIBBOSUS,TRUE,common to scientific name
LEPOMIS MACROCHIRUS X GULOSUS,scientific,LEPOMIS MACROCHIRUS X GULOSUS,FALSE,
BLUEGILL X WARMOUTH,common,LEPOMIS MACROCHIRUS X GULOSUS,TRUE,common to scientific name
BLUEGILL X WARMOUTH HYBRID,common,LEPOMIS MACROCHIRUS X GULOSUS,TRUE,common to scientific name
LEPOMIS MACROCHIRUS X HUMILIS,scientific,LEPOMIS MACROCHIRUS X HUMILIS,FALSE,
BLUEGILL X ORANGESPOTTED SUNFISH,common,LEPOMIS MACROCHIRUS X HUMILIS,TRUE,common to scientific name
BLUEGILL X ORANGESPOTTED SUNFISH HYBRID,common,LEPOMIS MACROCHIRUS X HUMILIS,TRUE,common to scientific name
ORANGESPOTTED SUNFISH X BLUEGILL,common,LEPOMIS MACROCHIRUS X HUMILIS,TRUE,common to scientific name
LEPOMIS HUMILIS X LEPOMIS MACROCHIRUS,scientific,LEPOMIS MACROCHIRUS X HUMILIS,TRUE,naming scheme
LEPOMIS MACROCHIRUS X MEGALOTIS,scientific,LEPOMIS MACROCHIRUS X MEGALOTIS,FALSE,
BLUEGILL X LONGEAR SUNFISH,common,LEPOMIS MACROCHIRUS X MEGALOTIS,TRUE,common to scientific name
BLUEGILL X LONGEAR SUNFISH HYBRID,common,LEPOMIS MACROCHIRUS X MEGALOTIS,TRUE,common to scientific name
HYBRID BLUEGILL X LONGEAR SUNFISH,common,LEPOMIS MACROCHIRUS X MEGALOTIS,TRUE,common to scientific name
LEPOMIS MACROCHIRUS X LEPOMIS MEGALOTIS,scientific,LEPOMIS MACROCHIRUS X MEGALOTIS,TRUE,naming scheme
LEPOMIS MACROCHIRUS X MICROLOPHUS,scientific,LEPOMIS MACROCHIRUS X MICROLOPHUS,FALSE,
BLUEGILL X REDEAR SUNFISH,common,LEPOMIS MACROCHIRUS X MICROLOPHUS,TRUE,common to scientific name
BLUEGILL X REDEAR SUNFISH HYBRID,common,LEPOMIS MACROCHIRUS X MICROLOPHUS,TRUE,common to scientific name
LEPOMIS MACROCHIRUS X LEPOMIS MICROLOPHUS,scientific,LEPOMIS MACROCHIRUS X MICROLOPHUS,TRUE,naming scheme
LEPOMIS MACROCHIRUS X UNIDENTIFIED,scientific,LEPOMIS MACROCHIRUS X UNIDENTIFIED,FALSE,
BLUEGILL X UNIDENTIFIED,common,LEPOMIS MACROCHIRUS X UNIDENTIFIED,TRUE,common to scientific name
LEPOMIS MACROCHIRUS X SP.,scientific,LEPOMIS MACROCHIRUS X UNIDENTIFIED,TRUE,naming scheme
LEPOMIS MARGINATUS,scientific,LEPOMIS MARGINATUS,FALSE,
DOLLAR SUNFISH,common,LEPOMIS MARGINATUS,TRUE,common to scientific name
LEPOMIS MEGALOTIS,scientific,LEPOMIS MEGALOTIS,FALSE,
LONGEAR SUNFISH,common,LEPOMIS MEGALOTIS,TRUE,common to scientific name
LEPOMIS MEGALOTIS HYBRID,scientific,LEPOMIS MEGALOTIS HYBRID,FALSE,
LONGEAR SUNFISH HYBRID,common,LEPOMIS MEGALOTIS HYBRID,TRUE,common to scientific name
LEPOMIS MEGALOTIS X UNIDENTIFIED,scientific,LEPOMIS MEGALOTIS X UNIDENTIFIED,FALSE,
LONGEAR SUNFISH X UNIDENTIFIED,common,LEPOMIS MEGALOTIS X UNIDENTIFIED,TRUE,common to scientific name
LEPOMIS MEGALOTIS X SP.,scientific,LEPOMIS MEGALOTIS X UNIDENTIFIED,TRUE,naming scheme
LEPOMIS MICROLOPHUS,scientific,LEPOMIS MICROLOPHUS,FALSE,
REDEAR SUNFISH,common,LEPOMIS MICROLOPHUS,TRUE,common to scientific name
LEPOMIS MINIATUS,scientific,LEPOMIS MINIATUS,FALSE,
REDSPOTTED SUNFISH,common,LEPOMIS MINIATUS,TRUE,common to scientific name
LEPOMIS PUNCTATUS,scientific,LEPOMIS PUNCTATUS,FALSE,
SPOTTED SUNFISH,common,LEPOMIS PUNCTATUS,TRUE,common to scientific name
LEPOMIS SYMMETRICUS,scientific,LEPOMIS SYMMETRICUS,FALSE,
BANTAM SUNFISH,common,LEPOMIS SYMMETRICUS,TRUE,common to scientific name
LETHENTERON APPENDIX,scientific,LETHENTERON APPENDIX,FALSE,
AMERICAN BROOK LAMPREY,common,LETHENTERON APPENDIX,TRUE,common to scientific name
LOTA LOTA,scientific,LOTA LOTA,FALSE,
BURBOT,common,LOTA LOTA,TRUE,common to scientific name
LUXILUS CARDINALIS,scientific,LUXILUS CARDINALIS,FALSE,
CARDINAL SHINER,common,LUXILUS CARDINALIS,TRUE,common to scientific name
LUXILUS CHRYSOCEPHALUS,scientific,LUXILUS CHRYSOCEPHALUS,FALSE,
STRIPED SHINER,common,LUXILUS CHRYSOCEPHALUS,TRUE,common to scientific name
LUXILUS CHRYSOCEPHALUS X NOTROPIS PERCOBROMUS,scientific,LUXILUS CHRYSOCEPHALUS X NOTROPIS PERCOBROMUS,FALSE,
STRIPED SHINER X CARMINE SHINER,common,LUXILUS CHRYSOCEPHALUS X NOTROPIS PERCOBROMUS,TRUE,common to scientific name
LUXILUS CHRYSOCEPHALUS X ZONATUS,scientific,LUXILUS CHRYSOCEPHALUS X ZONATUS,FALSE,
STRIPED SHINER X  BLEEDING SHINER,common,LUXILUS CHRYSOCEPHALUS X ZONATUS,TRUE,common to scientific name
LUXILUS CHRYSOCEPHALUS X LUXILUS ZONATUS,scientific,LUXILUS CHRYSOCEPHALUS X ZONATUS,TRUE,naming scheme
LUXILUS CORNUTUS,scientific,LUXILUS CORNUTUS,FALSE,
COMMON SHINER,common,LUXILUS CORNUTUS,TRUE,common to scientific name
LUXILIS CORNUTUS,scientific,LUXILUS CORNUTUS,TRUE,misspelling
LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,scientific,LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,FALSE,
COMMON SHINER X SOUTHERN REDBELLY DACE,common,LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,TRUE,common to scientific name
HYBRID: COMMON SHINER X SO. REDBELLY DACE,common,LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,TRUE,common to scientific name
LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,scientific,LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,FALSE,
COMMON SHINER X CARMINE SHINER,common,LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,TRUE,common to scientific name
HYBRID: COMMON SHINER X CARMINE SHINER,common,LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,TRUE,common to scientific name
LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,scientific,LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,FALSE,
COMMON SHINER X CREEK CHUB,common,LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,TRUE,common to scientific name
COMMON SHINER X CREEK CHUB HYBRID,common,LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,TRUE,common to scientific name
LUXILUS X SEMOTILUS CORNUTUS X ATROMACULATUS,scientific,LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,TRUE,naming scheme
LUXILUS PILSBRYI,scientific,LUXILUS PILSBRYI,FALSE,
DUSKYSTRIPE SHINER,common,LUXILUS PILSBRYI,TRUE,common to scientific name
LUXILUS ZONATUS,scientific,LUXILUS ZONATUS,FALSE,
BLEEDING SHINER,common,LUXILUS ZONATUS,TRUE,common to scientific name
LUXILUS ZONATUS X NOTROPIS NUBILUS,scientific,LUXILUS ZONATUS X NOTROPIS NUBILUS,FALSE,
BLEEDING SHINER X OZARK MINNOW,common,LUXILUS ZONATUS X NOTROPIS NUBILUS,TRUE,common to scientific name
LYTHRURUS FUMEUS,scientific,LYTHRURUS FUMEUS,FALSE,
RIBBON SHINER,common,LYTHRURUS FUMEUS,TRUE,common to scientific name
LYTHRURUS SNELSONI,scientific,LYTHRURUS SNELSONI,FALSE,
OUACHITA MOUNTAIN SHINER,common,LYTHRURUS SNELSONI,TRUE,common to scientific name
LYTHRURUS UMBRATILIS,scientific,LYTHRURUS UMBRATILIS,FALSE,
REDFIN SHINER,common,LYTHRURUS UMBRATILIS,TRUE,common to scientific name
MACRHYBOPSIS AESTIVALIS,scientific,MACRHYBOPSIS AESTIVALIS,FALSE,
SPECKLED CHUB,common,MACRHYBOPSIS AESTIVALIS,TRUE,common to scientific name
MACRHYBOPSIS AUSTRALIS,scientific,MACRHYBOPSIS AUSTRALIS,FALSE,
PRAIRIE CHUB,common,MACRHYBOPSIS AUSTRALIS,TRUE,common to scientific name
MACRHYBOPSIS HYOSTOMA,scientific,MACRHYBOPSIS HYOSTOMA,FALSE,
SHOAL CHUB,common,MACRHYBOPSIS HYOSTOMA,TRUE,common to scientific name
MACRHYBOPSIS HYOSTOMUS,scientific,MACRHYBOPSIS HYOSTOMA,TRUE,slight name difference
MACRHYBOPSIS MEEKI,scientific,MACRHYBOPSIS MEEKI,FALSE,
SICKLEFIN CHUB,common,MACRHYBOPSIS MEEKI,TRUE,common to scientific name
MACRHYBOPSIS STORERIANA,scientific,MACRHYBOPSIS STORERIANA,FALSE,
SILVER CHUB,common,MACRHYBOPSIS STORERIANA,TRUE,common to scientific name
MACRHYBOPSIS TETRANEMA,scientific,MACRHYBOPSIS TETRANEMA,FALSE,
PEPPERED CHUB,common,MACRHYBOPSIS TETRANEMA,TRUE,common to scientific name
MARGARISCUS MARGARITA,scientific,MARGARISCUS MARGARITA,FALSE,
PEARL DACE,common,MARGARISCUS MARGARITA,TRUE,common to scientific name
MARGARISCUS NACHTRIEBI,scientific,MARGARISCUS NACHTRIEBI,FALSE,
NORTHERN PEARL DACE,common,MARGARISCUS NACHTRIEBI,TRUE,common to scientific name
MARGARISCUS NACHTRIEBI HYBRID,scientific,MARGARISCUS NACHTRIEBI HYBRID,FALSE,
NORTHERN PEARL DACE HYBRID,common,MARGARISCUS NACHTRIEBI HYBRID,TRUE,common to scientific name
MENIDIA AUDENS,scientific,MENIDIA AUDENS,FALSE,
MISSISSIPPI SILVERSIDE,common,MENIDIA AUDENS,TRUE,common to scientific name
MENIDIA BERYLLINA,scientific,MENIDIA BERYLLINA,FALSE,
INLAND SILVERSIDE,common,MENIDIA BERYLLINA,TRUE,common to scientific name
MICROPTERUS,scientific,MICROPTERUS,FALSE,
BLACK BASS,common,MICROPTERUS,TRUE,common to scientific name
MICROPTERUS SP.,scientific,MICROPTERUS,TRUE,syntax
MICROPTERUS DOLOMIEU,scientific,MICROPTERUS DOLOMIEU,FALSE,
SMALLMOUTH BASS,common,MICROPTERUS DOLOMIEU,TRUE,common to scientific name
MICROPTERUS DOLOMIEU X PUNCTULATUS,scientific,MICROPTERUS DOLOMIEU X PUNCTULATUS,FALSE,
SMALLMOUTH BASS X SPOTTED BASS,common,MICROPTERUS DOLOMIEU X PUNCTULATUS,TRUE,common to scientific name
HYBRID: MICROPTERUS CROSS,scientific,MICROPTERUS HYBRID,FALSE,naming scheme
MICROPTERUS HYBRID,scientific,MICROPTERUS HYBRID,FALSE,
BASS HYBRID,common,MICROPTERUS HYBRID,TRUE,common to scientific name
MICROPTERUS PUNCTULATUS,scientific,MICROPTERUS PUNCTULATUS,FALSE,
SPOTTED BASS,common,MICROPTERUS PUNCTULATUS,TRUE,common to scientific name
MICROPTERUS PUNCTUCATUS,scientific,MICROPTERUS PUNCTULATUS,TRUE,slight name difference
MICROPTERUS PUNCTULATUS X SALMOIDES,scientific,MICROPTERUS PUNCTULATUS X SALMOIDES,FALSE,
SPOTTED BASS X LARGEMOUTH BASS,common,MICROPTERUS PUNCTULATUS X SALMOIDES,TRUE,common to scientific name
MICROPTERUS PUNCTULATUS X MICROPTERUS SALMOIDES,scientific,MICROPTERUS PUNCTULATUS X SALMOIDES,TRUE,naming scheme
MICROPTERUS SALMOIDES,scientific,MICROPTERUS SALMOIDES,FALSE,
LARGEMOUTH BASS,common,MICROPTERUS SALMOIDES,TRUE,common to scientific name
MINYTREMA MELANOPS,scientific,MINYTREMA MELANOPS,FALSE,
SPOTTED SUCKER,common,MINYTREMA MELANOPS,TRUE,common to scientific name
MINYTREMA SP.,scientific,MINYTREMA MELANOPS,TRUE,
MORONE,scientific,MORONE,FALSE,
BASS,common,MORONE,TRUE,common to scientific name
MORONE (UNIDENTIFIED),common,MORONE,TRUE,common to scientific name
UNIDENTIFIED MORONE,common,MORONE,TRUE,common to scientific name
MORONE SP.,scientific,MORONE,TRUE,syntax
MORONE AMERICANA,scientific,MORONE AMERICANA,FALSE,
WHITE PERCH,common,MORONE AMERICANA,TRUE,common to scientific name
MORONE CHRYSOPS,scientific,MORONE CHRYSOPS,FALSE,
WHITE BASS,common,MORONE CHRYSOPS,TRUE,common to scientific name
MORONE MISSISSIPPIENSIS,scientific,MORONE MISSISSIPPIENSIS,FALSE,
YELLOW BASS,common,MORONE MISSISSIPPIENSIS,TRUE,common to scientific name
MORONE SAXATILIS,scientific,MORONE SAXATILIS,FALSE,
STRIPED BASS,common,MORONE SAXATILIS,TRUE,common to scientific name
MORONE SAXATILUS,scientific,MORONE SAXATILIS,TRUE,misspelling
MORONE SAXATILIS X CHRYSOPS,scientific,MORONE SAXATILIS X CHRYSOPS,FALSE,
WIPER,common,MORONE SAXATILIS X CHRYSOPS,TRUE,common to scientific name
WIPER (PALMETTO BASS),common,MORONE SAXATILIS X CHRYSOPS,TRUE,common to scientific name
MORONE CHRYSOPS X SAXATILIS,scientific,MORONE SAXATILIS X CHRYSOPS,TRUE,naming scheme
MOXOSTOMA,scientific,MOXOSTOMA,FALSE,
REDHORSE,common,MOXOSTOMA,TRUE,common to scientific name
REDHORSE (UNIDENTIFIED),common,MOXOSTOMA,TRUE,common to scientific name
MOXOSTOMA SP,scientific,MOXOSTOMA,TRUE,syntax
MOXOSTOMA SP.,scientific,MOXOSTOMA,TRUE,syntax
MOXOSTOMA SPP.,scientific,MOXOSTOMA,TRUE,syntax
MOXOSTOMA ANISURUM,scientific,MOXOSTOMA ANISURUM,FALSE,
SILVER REDHORSE,common,MOXOSTOMA ANISURUM,TRUE,common to scientific name
MOXOSTOMA CARINATUM,scientific,MOXOSTOMA CARINATUM,FALSE,
RIVER REDHORSE,common,MOXOSTOMA CARINATUM,TRUE,common to scientific name
MOXOSTOMA DUQUESNII,scientific,MOXOSTOMA DUQUESNII,FALSE,
BLACK REDHORSE,common,MOXOSTOMA DUQUESNII,TRUE,common to scientific name
MOXOSTOMA DUQUESNEI,scientific,MOXOSTOMA DUQUESNII,TRUE,misspelling
MOXOSTOMA ERYTHRURUM,scientific,MOXOSTOMA ERYTHRURUM,FALSE,
GOLDEN REDHORSE,common,MOXOSTOMA ERYTHRURUM,TRUE,common to scientific name
MOXOSTOMA MACROLEPIDOTUM,scientific,MOXOSTOMA MACROLEPIDOTUM,FALSE,
SHORTHEAD REDHORSE,common,MOXOSTOMA MACROLEPIDOTUM,TRUE,common to scientific name
MOXOSTOMA PISOLABRUM,scientific,MOXOSTOMA PISOLABRUM,FALSE,
PEALIP REDHORSE,common,MOXOSTOMA PISOLABRUM,TRUE,common to scientific name
MOXOSTOMA VALENCIENNESI,scientific,MOXOSTOMA VALENCIENNESI,FALSE,
GREATER REDHORSE,common,MOXOSTOMA VALENCIENNESI,TRUE,common to scientific name
NOCOMIS ASPER,scientific,NOCOMIS ASPER,FALSE,
REDSPOT CHUB,common,NOCOMIS ASPER,TRUE,common to scientific name
NOCOMIS BIGUTTATUS,scientific,NOCOMIS BIGUTTATUS,FALSE,
HORNYHEAD CHUB,common,NOCOMIS BIGUTTATUS,TRUE,common to scientific name
NOTEMIGONUS CRYSOLEUCAS,scientific,NOTEMIGONUS CRYSOLEUCAS,FALSE,
GOLDEN SHINER,common,NOTEMIGONUS CRYSOLEUCAS,TRUE,common to scientific name
NOTHONOTUS JULIAE,scientific,NOTHONOTUS JULIAE,FALSE,
YOKE DARTER,common,NOTHONOTUS JULIAE,TRUE,common to scientific name
ETHEOSTOMA JULIAE,scientific,NOTHONOTUS JULIAE,TRUE,nomenclature (genus)
NOTROPIS,scientific,NOTROPIS,FALSE,
EASTERN SHINER,common,NOTROPIS,TRUE,common to scientific name
NOTROPIS SP.,scientific,NOTROPIS,TRUE,syntax
NOTROPIS SPP.,scientific,NOTROPIS,TRUE,syntax
NOTROPIS ANOGENUS,scientific,NOTROPIS ANOGENUS,FALSE,
PUGNOSE SHINER,common,NOTROPIS ANOGENUS,TRUE,common to scientific name
NOTROPIS ATHERINOIDES,scientific,NOTROPIS ATHERINOIDES,FALSE,
EMERALD SHINER,common,NOTROPIS ATHERINOIDES,TRUE,common to scientific name
NOTROPIS ATROCAUDALIS,scientific,NOTROPIS ATROCAUDALIS,FALSE,
BLACKSPOT SHINER,common,NOTROPIS ATROCAUDALIS,TRUE,common to scientific name
NOTROPIS BAIRDI,scientific,NOTROPIS BAIRDI,FALSE,
RED RIVER SHINER,common,NOTROPIS BAIRDI,TRUE,common to scientific name
NOTROPIS BLENNIUS,scientific,NOTROPIS BLENNIUS,FALSE,
RIVER SHINER,common,NOTROPIS BLENNIUS,TRUE,common to scientific name
NOTROPIS BOOPS,scientific,NOTROPIS BOOPS,FALSE,
BIGEYE SHINER,common,NOTROPIS BOOPS,TRUE,common to scientific name
NOTROPIS BUCCATUS,scientific,NOTROPIS BUCCATUS,FALSE,
SILVERJAW MINNOW,common,NOTROPIS BUCCATUS,TRUE,common to scientific name
NOTROPIS BUCHANANI,scientific,NOTROPIS BUCHANANI,FALSE,
GHOST SHINER,common,NOTROPIS BUCHANANI,TRUE,common to scientific name
NOTROPIS CHALYBAEUS,scientific,NOTROPIS CHALYBAEUS,FALSE,
IRONCOLOR SHINER,common,NOTROPIS CHALYBAEUS,TRUE,common to scientific name
NOTROPIS GIRARDI,scientific,NOTROPIS GIRARDI,FALSE,
ARKANSAS RIVER SHINER,common,NOTROPIS GIRARDI,TRUE,common to scientific name
NOTROPIS GREENEI,scientific,NOTROPIS GREENEI,FALSE,
WEDGESPOT SHINER,common,NOTROPIS GREENEI,TRUE,common to scientific name
NOTROPIS HETERODON,scientific,NOTROPIS HETERODON,FALSE,
BLACKCHIN SHINER,common,NOTROPIS HETERODON,TRUE,common to scientific name
NOTROPIS HETEROLEPIS,scientific,NOTROPIS HETEROLEPIS,FALSE,
BLACKNOSE SHINER,common,NOTROPIS HETEROLEPIS,TRUE,common to scientific name
NOTROPIS HUDSONIUS,scientific,NOTROPIS HUDSONIUS,FALSE,
SPOTTAIL SHINER,common,NOTROPIS HUDSONIUS,TRUE,common to scientific name
NOTROPIS MACULATUS,scientific,NOTROPIS MACULATUS,FALSE,
TAILLIGHT SHINER,common,NOTROPIS MACULATUS,TRUE,common to scientific name
NOTROPIS NUBILUS,scientific,NOTROPIS NUBILUS,FALSE,
OZARK MINNOW,common,NOTROPIS NUBILUS,TRUE,common to scientific name
NOTROPIS ORTENBURGERI,scientific,NOTROPIS ORTENBURGERI,FALSE,
KIAMICHI SHINER,common,NOTROPIS ORTENBURGERI,TRUE,common to scientific name
NOTROPIS OZARCANUS,scientific,NOTROPIS OZARCANUS,FALSE,
OZARK SHINER,common,NOTROPIS OZARCANUS,TRUE,common to scientific name
NOTROPIS PERCOBROMUS,scientific,NOTROPIS PERCOBROMUS,FALSE,
CARMINE SHINER,common,NOTROPIS PERCOBROMUS,TRUE,common to scientific name
NOTROPIS POTTERI,scientific,NOTROPIS POTTERI,FALSE,
CHUB SHINER,common,NOTROPIS POTTERI,TRUE,common to scientific name
NOTROPIS RUBELLUS,scientific,NOTROPIS RUBELLUS,FALSE,
ROSYFACE SHINER,common,NOTROPIS RUBELLUS,TRUE,common to scientific name
NOTROPIS SHUMARDI,scientific,NOTROPIS SHUMARDI,FALSE,
